|dates|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Calhoun_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|1125.0|0|1125.0|0|9.0|0|0.0|100
0|2021-12-12|1128.0|0|1128.0|0|9.0|0|0.0|100
0|2021-12-13|1136.0|0|1136.0|0|9.0|0|0.0|100
0|2021-12-14|1136.0|0|1138.0|0|9.0|0|0.0|100
0|2021-12-15|1160.0|0|1160.0|0|9.0|0|0.0|100
0|2021-12-16|1163.0|0|1163.0|0|9.0|0|0.0|100
0|2021-12-17|1163.0|0|1163.0|0|9.0|0|0.0|100
0|2021-12-18|1166.0|0|1166.0|0|9.0|0|0.0|100
0|2021-12-19|1168.0|0|1168.0|0|9.0|0|0.0|100
0|2021-12-20|1172.0|0|1172.0|0|9.0|0|0.0|100
0|2021-12-21|1175.0|0|1175.0|0|9.0|0|0.0|100
0|2021-12-22|1189.0|0|1189.0|0|9.0|0|0.0|100
0|2021-12-23|1205.0|0|1205.0|0|9.0|0|0.0|100
0|2021-12-24|1205.0|0|1205.0|0|9.0|0|0.0|100
0|2021-12-25|1205.0|0|1205.0|0|9.0|0|0.0|100
0|2021-12-26|1205.0|0|1205.0|0|9.0|0|0.0|100
0|2021-12-27|1209.0|0|1209.0|0|9.0|0|0.0|100
0|2021-12-28|1210.0|0|1210.0|0|9.0|0|0.0|100
0|2021-12-29|1214.0|0|1214.0|0|9.0|0|0.0|100
0|2021-12-30|1219.0|0|1219.0|0|9.0|0|0.0|100
0|2021-12-31|1219.0|0|1219.0|0|9.0|0|0.0|100
0|2022-01-01|1219.0|0|1219.0|0|9.0|0|0.0|100
0|2022-01-02|1219.0|0|1219.0|0|9.0|0|0.0|100
0|2022-01-03|1243.0|0|1243.0|0|9.0|0|0.0|100
0|2022-01-04|1251.0|0|1251.0|0|9.0|0|0.0|100
0|2022-01-05|1257.0|0|1257.0|0|9.0|0|0.0|100
0|2022-01-06|1264.0|0|1264.0|0|9.0|0|0.0|100
0|2022-01-07|1275.0|0|1275.0|0|9.0|0|0.0|100
0|2022-01-08|1277.0|0|1277.0|0|9.0|0|0.0|100
0|2022-01-09|1292.0|0|1292.0|0|9.0|0|0.0|100
0|2022-01-10|1299.0|0|1299.0|0|9.0|0|0.0|100
0|2022-01-11|1302.0|0|1302.0|0|9.0|0|0.0|100
0|2022-01-12|1318.0|0|1318.0|0|9.0|0|0.0|100
0|2022-01-13|1318.0|0|1332.0|0|9.0|0|0.0|100
0|2022-01-14|1353.0|0|1353.0|0|9.0|0|0.0|100
0|2022-01-15|1374.0|0|1374.0|0|9.0|0|0.0|100
0|2022-01-16|1385.0|0|1385.0|0|9.0|0|0.0|100
0|2022-01-17|1390.0|0|0.0|100|9.0|0|0.0|100
