|dates|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Benton_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Benton_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|10185.0|0|10185.0|0|143.0|0|0.0|100
0|2022-01-07|10287.0|0|10287.0|0|145.0|0|0.0|100
0|2022-01-08|10287.0|0|10287.0|0|145.0|0|0.0|100
0|2022-01-09|10287.0|0|10287.0|0|145.0|0|0.0|100
0|2022-01-10|10372.0|0|10372.0|0|146.0|0|0.0|100
0|2022-01-11|10604.0|0|10604.0|0|146.0|0|0.0|100
0|2022-01-12|10668.0|0|10668.0|0|146.0|0|0.0|100
0|2022-01-13|10668.0|0|10752.0|0|146.0|0|0.0|100
0|2022-01-14|10887.0|0|10887.0|0|146.0|0|0.0|100
0|2022-01-15|10887.0|0|10887.0|0|146.0|0|0.0|100
0|2022-01-16|10887.0|0|10887.0|0|146.0|0|0.0|100
0|2022-01-17|10887.0|0|0.0|100|146.0|0|0.0|100
