|dates|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scott_Missouri_UnitedStates.NYT_ConfirmedCases.data|Scott_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|7668.0|0|7668.0|0|132.0|0|0.0|100
0|2021-12-06|7685.0|0|7685.0|0|132.0|0|0.0|100
0|2021-12-07|7719.0|0|7719.0|0|132.0|0|0.0|100
0|2021-12-08|7742.0|0|7742.0|0|132.0|0|0.0|100
0|2021-12-09|7759.0|0|7759.0|0|132.0|0|0.0|100
0|2021-12-10|7776.0|0|7776.0|0|132.0|0|0.0|100
0|2021-12-11|7783.0|0|7783.0|0|132.0|0|0.0|100
0|2021-12-12|7789.0|0|7789.0|0|132.0|0|0.0|100
0|2021-12-13|7796.0|0|7796.0|0|132.0|0|0.0|100
0|2021-12-14|7796.0|0|7811.0|0|132.0|0|0.0|100
0|2021-12-15|7819.0|0|7819.0|0|132.0|0|0.0|100
0|2021-12-16|7837.0|0|7837.0|0|132.0|0|0.0|100
0|2021-12-17|7873.0|0|7873.0|0|132.0|0|0.0|100
0|2021-12-18|7896.0|0|7896.0|0|132.0|0|0.0|100
0|2021-12-19|7901.0|0|7901.0|0|132.0|0|0.0|100
0|2021-12-20|7902.0|0|7902.0|0|132.0|0|0.0|100
0|2021-12-21|7917.0|0|7917.0|0|133.0|0|0.0|100
0|2021-12-22|7927.0|0|7927.0|0|133.0|0|0.0|100
0|2021-12-23|7940.0|0|7940.0|0|133.0|0|0.0|100
0|2021-12-24|7940.0|0|7940.0|0|133.0|0|0.0|100
0|2021-12-25|7940.0|0|7940.0|0|133.0|0|0.0|100
0|2021-12-26|7940.0|0|7940.0|0|133.0|0|0.0|100
0|2021-12-27|7973.0|0|7973.0|0|133.0|0|0.0|100
0|2021-12-28|8009.0|0|8009.0|0|133.0|0|0.0|100
0|2021-12-29|8023.0|0|8023.0|0|134.0|0|0.0|100
0|2021-12-30|8036.0|0|8036.0|0|134.0|0|0.0|100
0|2021-12-31|8036.0|0|8036.0|0|134.0|0|0.0|100
0|2022-01-01|8036.0|0|8036.0|0|134.0|0|0.0|100
0|2022-01-02|8036.0|0|8036.0|0|134.0|0|0.0|100
0|2022-01-03|8036.0|0|8098.0|0|134.0|0|0.0|100
0|2022-01-04|8130.0|0|8130.0|0|135.0|0|0.0|100
0|2022-01-05|8166.0|0|8166.0|0|136.0|0|0.0|100
0|2022-01-06|8240.0|0|8240.0|0|136.0|0|0.0|100
0|2022-01-07|8324.0|0|8324.0|0|136.0|0|0.0|100
0|2022-01-08|8440.0|0|8440.0|0|136.0|0|0.0|100
0|2022-01-09|8444.0|0|8444.0|0|136.0|0|0.0|100
0|2022-01-10|8464.0|0|8464.0|0|136.0|0|0.0|100
0|2022-01-11|8557.0|0|8557.0|0|136.0|0|0.0|100
0|2022-01-12|8636.0|0|8636.0|0|136.0|0|0.0|100
0|2022-01-13|8636.0|0|8740.0|0|136.0|0|0.0|100
0|2022-01-14|8863.0|0|8863.0|0|139.0|0|0.0|100
0|2022-01-15|9084.0|0|9084.0|0|139.0|0|0.0|100
0|2022-01-16|9084.0|0|9084.0|0|139.0|0|0.0|100
0|2022-01-17|9084.0|0|0.0|100|139.0|0|0.0|100
