|dates|Lucas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lucas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lucas_Ohio_UnitedStates.Male_Total_Population.data|Lucas_Ohio_UnitedStates.Male_Total_Population.missing|Lucas_Ohio_UnitedStates.Female_Total_Population.data|Lucas_Ohio_UnitedStates.Female_Total_Population.missing|Lucas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Lucas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-17|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-18|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-19|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-20|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-21|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-22|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-23|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-24|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-25|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-26|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-27|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-28|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-29|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-11-30|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-01|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-02|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-03|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-04|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-05|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-06|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-07|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-08|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-09|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-10|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-11|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-12|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-13|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-14|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-15|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-16|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-17|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-18|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-19|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-20|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-21|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-22|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-23|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-24|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-25|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-26|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-27|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-28|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-29|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-30|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2021-12-31|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-01|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-02|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-03|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-04|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-05|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-06|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-07|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-08|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-09|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-10|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-11|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-12|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-13|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-14|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-15|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-16|70047.0|0|208402.0|0|221497.0|0|98562.0|0
0|2022-01-17|70047.0|0|208402.0|0|221497.0|0|98562.0|0
