|dates|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.data|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Washington_UnitedStates.NYT_ConfirmedCases.data|Pierce_Washington_UnitedStates.NYT_ConfirmedCases.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|104998.0|0|105004.0|0|1006.0|0|0.0|100
0|2021-12-27|108932.0|0|108938.0|0|1007.0|0|0.0|100
0|2021-12-28|109460.0|0|109466.0|0|1009.0|0|0.0|100
0|2021-12-29|110249.0|0|110255.0|0|1011.0|0|0.0|100
0|2021-12-30|111267.0|0|111273.0|0|1011.0|0|0.0|100
0|2021-12-31|111267.0|0|111273.0|0|1011.0|0|0.0|100
0|2022-01-01|111267.0|0|111273.0|0|1011.0|0|0.0|100
0|2022-01-02|111267.0|0|111273.0|0|1011.0|0|0.0|100
0|2022-01-03|117022.0|0|117028.0|0|1011.0|0|0.0|100
0|2022-01-04|118117.0|0|118123.0|0|1017.0|0|0.0|100
0|2022-01-05|119942.0|0|119948.0|0|1017.0|0|0.0|100
0|2022-01-06|122307.0|0|122313.0|0|1027.0|0|0.0|100
0|2022-01-07|125304.0|0|125310.0|0|1033.0|0|0.0|100
0|2022-01-08|125304.0|0|125310.0|0|1033.0|0|0.0|100
0|2022-01-09|125304.0|0|125310.0|0|1033.0|0|0.0|100
0|2022-01-10|131631.0|0|131637.0|0|1034.0|0|0.0|100
0|2022-01-11|133202.0|0|133208.0|0|1034.0|0|0.0|100
0|2022-01-12|135517.0|0|135523.0|0|1047.0|0|0.0|100
0|2022-01-13|135517.0|0|137177.0|0|1047.0|0|0.0|100
0|2022-01-14|138752.0|0|138758.0|0|1061.0|0|0.0|100
0|2022-01-15|138752.0|0|138758.0|0|1061.0|0|0.0|100
0|2022-01-16|138752.0|0|138758.0|0|1061.0|0|0.0|100
0|2022-01-17|138752.0|0|0.0|100|1061.0|0|0.0|100
