|dates|Cooke_Texas_UnitedStates.JHU_ConfirmedCases.data|Cooke_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cooke_Texas_UnitedStates.NYT_ConfirmedCases.data|Cooke_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cooke_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cooke_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cooke_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cooke_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|5166.0|0|5166.0|0|102.0|0|0.0|100
0|2021-11-11|5166.0|0|5166.0|0|102.0|0|0.0|100
0|2021-11-12|5166.0|0|5166.0|0|102.0|0|0.0|100
0|2021-11-13|5169.0|0|5169.0|0|103.0|0|0.0|100
0|2021-11-14|5169.0|0|5169.0|0|103.0|0|0.0|100
0|2021-11-15|5169.0|0|5169.0|0|103.0|0|0.0|100
0|2021-11-16|5175.0|0|5175.0|0|103.0|0|0.0|100
0|2021-11-17|5175.0|0|5175.0|0|103.0|0|0.0|100
0|2021-11-18|5175.0|0|5175.0|0|105.0|0|0.0|100
0|2021-11-19|5175.0|0|5175.0|0|105.0|0|0.0|100
0|2021-11-20|5177.0|0|5177.0|0|105.0|0|0.0|100
0|2021-11-21|5177.0|0|5177.0|0|105.0|0|0.0|100
0|2021-11-22|5177.0|0|5177.0|0|105.0|0|0.0|100
0|2021-11-23|5178.0|0|5178.0|0|105.0|0|0.0|100
0|2021-11-24|5179.0|0|5179.0|0|105.0|0|0.0|100
0|2021-11-25|5179.0|0|5179.0|0|105.0|0|0.0|100
0|2021-11-26|5179.0|0|5179.0|0|105.0|0|0.0|100
0|2021-11-27|5179.0|0|5179.0|0|105.0|0|0.0|100
0|2021-11-28|5179.0|0|5179.0|0|105.0|0|0.0|100
0|2021-11-29|5180.0|0|5180.0|0|105.0|0|0.0|100
0|2021-11-30|5187.0|0|5187.0|0|105.0|0|0.0|100
0|2021-12-01|5190.0|0|5190.0|0|105.0|0|0.0|100
0|2021-12-02|5195.0|0|5195.0|0|105.0|0|0.0|100
0|2021-12-03|5199.0|0|5199.0|0|105.0|0|0.0|100
0|2021-12-04|5208.0|0|5208.0|0|105.0|0|0.0|100
0|2021-12-05|5209.0|0|5209.0|0|105.0|0|0.0|100
0|2021-12-06|5212.0|0|5212.0|0|105.0|0|0.0|100
0|2021-12-07|5216.0|0|5216.0|0|105.0|0|0.0|100
0|2021-12-08|5221.0|0|5221.0|0|105.0|0|0.0|100
0|2021-12-09|5223.0|0|5223.0|0|105.0|0|0.0|100
0|2021-12-10|5243.0|0|5243.0|0|105.0|0|0.0|100
0|2021-12-11|5245.0|0|5245.0|0|105.0|0|0.0|100
0|2021-12-12|5248.0|0|5248.0|0|105.0|0|0.0|100
0|2021-12-13|5255.0|0|5255.0|0|105.0|0|0.0|100
0|2021-12-14|5255.0|0|5258.0|0|105.0|0|0.0|100
0|2021-12-15|5269.0|0|5269.0|0|106.0|0|0.0|100
0|2021-12-16|5285.0|0|5285.0|0|106.0|0|0.0|100
0|2021-12-17|5294.0|0|5294.0|0|106.0|0|0.0|100
0|2021-12-18|5301.0|0|5301.0|0|106.0|0|0.0|100
0|2021-12-19|5304.0|0|5304.0|0|106.0|0|0.0|100
0|2021-12-20|5309.0|0|5309.0|0|106.0|0|0.0|100
0|2021-12-21|5314.0|0|5314.0|0|106.0|0|0.0|100
0|2021-12-22|5315.0|0|5315.0|0|106.0|0|0.0|100
0|2021-12-23|5327.0|0|5327.0|0|107.0|0|0.0|100
0|2021-12-24|5327.0|0|5327.0|0|107.0|0|0.0|100
0|2021-12-25|5327.0|0|5327.0|0|107.0|0|0.0|100
0|2021-12-26|5327.0|0|5327.0|0|107.0|0|0.0|100
0|2021-12-27|5353.0|0|5353.0|0|107.0|0|0.0|100
0|2021-12-28|5369.0|0|5369.0|0|107.0|0|0.0|100
0|2021-12-29|5387.0|0|5387.0|0|109.0|0|0.0|100
0|2021-12-30|5394.0|0|5394.0|0|109.0|0|0.0|100
0|2021-12-31|5394.0|0|5394.0|0|109.0|0|0.0|100
0|2022-01-01|5394.0|0|5394.0|0|109.0|0|0.0|100
0|2022-01-02|5394.0|0|5394.0|0|109.0|0|0.0|100
0|2022-01-03|5493.0|0|5493.0|0|110.0|0|0.0|100
0|2022-01-04|5550.0|0|5550.0|0|110.0|0|0.0|100
0|2022-01-05|5572.0|0|5572.0|0|110.0|0|0.0|100
0|2022-01-06|5598.0|0|5598.0|0|111.0|0|0.0|100
0|2022-01-07|5644.0|0|5644.0|0|112.0|0|0.0|100
0|2022-01-08|5702.0|0|5702.0|0|113.0|0|0.0|100
0|2022-01-09|5725.0|0|5725.0|0|114.0|0|0.0|100
0|2022-01-10|5756.0|0|5756.0|0|114.0|0|0.0|100
0|2022-01-11|5805.0|0|5805.0|0|114.0|0|0.0|100
0|2022-01-12|5833.0|0|5833.0|0|114.0|0|0.0|100
0|2022-01-13|5833.0|0|5907.0|0|114.0|0|0.0|100
0|2022-01-14|5907.0|0|6172.0|0|114.0|0|0.0|100
0|2022-01-15|6246.0|0|6246.0|0|114.0|0|0.0|100
0|2022-01-16|6246.0|0|6310.0|0|114.0|0|0.0|100
0|2022-01-17|6342.0|0|0.0|100|114.0|0|0.0|100
