|dates|Terry_Texas_UnitedStates.JHU_ConfirmedCases.data|Terry_Texas_UnitedStates.JHU_ConfirmedCases.missing|Terry_Texas_UnitedStates.NYT_ConfirmedCases.data|Terry_Texas_UnitedStates.NYT_ConfirmedCases.missing|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Terry_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Terry_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|2239.0|0|2239.0|0|67.0|0|0.0|100
0|2021-11-29|2247.0|0|2247.0|0|67.0|0|0.0|100
0|2021-11-30|2247.0|0|2247.0|0|67.0|0|0.0|100
0|2021-12-01|2250.0|0|2250.0|0|67.0|0|0.0|100
0|2021-12-02|2250.0|0|2250.0|0|67.0|0|0.0|100
0|2021-12-03|2251.0|0|2251.0|0|67.0|0|0.0|100
0|2021-12-04|2259.0|0|2259.0|0|67.0|0|0.0|100
0|2021-12-05|2259.0|0|2259.0|0|67.0|0|0.0|100
0|2021-12-06|2259.0|0|2259.0|0|67.0|0|0.0|100
0|2021-12-07|2264.0|0|2264.0|0|67.0|0|0.0|100
0|2021-12-08|2287.0|0|2287.0|0|68.0|0|0.0|100
0|2021-12-09|2287.0|0|2287.0|0|68.0|0|0.0|100
0|2021-12-10|2294.0|0|2294.0|0|68.0|0|0.0|100
0|2021-12-11|2308.0|0|2308.0|0|68.0|0|0.0|100
0|2021-12-12|2308.0|0|2308.0|0|68.0|0|0.0|100
0|2021-12-13|2308.0|0|2308.0|0|68.0|0|0.0|100
0|2021-12-14|2308.0|0|2323.0|0|68.0|0|0.0|100
0|2021-12-15|2357.0|0|2357.0|0|68.0|0|0.0|100
0|2021-12-16|2379.0|0|2379.0|0|68.0|0|0.0|100
0|2021-12-17|2380.0|0|2380.0|0|70.0|0|0.0|100
0|2021-12-18|2381.0|0|2381.0|0|70.0|0|0.0|100
0|2021-12-19|2381.0|0|2381.0|0|70.0|0|0.0|100
0|2021-12-20|2382.0|0|2382.0|0|70.0|0|0.0|100
0|2021-12-21|2393.0|0|2393.0|0|71.0|0|0.0|100
0|2021-12-22|2421.0|0|2421.0|0|72.0|0|0.0|100
0|2021-12-23|2421.0|0|2421.0|0|72.0|0|0.0|100
0|2021-12-24|2421.0|0|2421.0|0|72.0|0|0.0|100
0|2021-12-25|2421.0|0|2421.0|0|72.0|0|0.0|100
0|2021-12-26|2421.0|0|2421.0|0|72.0|0|0.0|100
0|2021-12-27|2423.0|0|2423.0|0|72.0|0|0.0|100
0|2021-12-28|2423.0|0|2423.0|0|73.0|0|0.0|100
0|2021-12-29|2423.0|0|2423.0|0|73.0|0|0.0|100
0|2021-12-30|2451.0|0|2451.0|0|73.0|0|0.0|100
0|2021-12-31|2451.0|0|2451.0|0|73.0|0|0.0|100
0|2022-01-01|2451.0|0|2451.0|0|73.0|0|0.0|100
0|2022-01-02|2451.0|0|2451.0|0|73.0|0|0.0|100
0|2022-01-03|2462.0|0|2462.0|0|73.0|0|0.0|100
0|2022-01-04|2466.0|0|2466.0|0|73.0|0|0.0|100
0|2022-01-05|2519.0|0|2519.0|0|73.0|0|0.0|100
0|2022-01-06|2523.0|0|2523.0|0|73.0|0|0.0|100
0|2022-01-07|2528.0|0|2528.0|0|73.0|0|0.0|100
0|2022-01-08|2534.0|0|2534.0|0|73.0|0|0.0|100
0|2022-01-09|2540.0|0|2540.0|0|73.0|0|0.0|100
0|2022-01-10|2543.0|0|2543.0|0|73.0|0|0.0|100
0|2022-01-11|2546.0|0|2546.0|0|73.0|0|0.0|100
0|2022-01-12|2559.0|0|2559.0|0|74.0|0|0.0|100
0|2022-01-13|2559.0|0|2572.0|0|74.0|0|0.0|100
0|2022-01-14|2572.0|0|1815.0|0|74.0|0|0.0|100
0|2022-01-15|1822.0|0|1822.0|0|74.0|0|0.0|100
0|2022-01-16|1828.0|0|1828.0|0|74.0|0|0.0|100
0|2022-01-17|1830.0|0|0.0|100|74.0|0|0.0|100
