|dates|Jackson_Texas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Texas_UnitedStates.NYT_ConfirmedCases.data|Jackson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|2793.0|0|2793.0|0|52.0|0|0.0|100
0|2021-12-05|2793.0|0|2793.0|0|52.0|0|0.0|100
0|2021-12-06|2793.0|0|2793.0|0|52.0|0|0.0|100
0|2021-12-07|2793.0|0|2793.0|0|52.0|0|0.0|100
0|2021-12-08|2794.0|0|2794.0|0|52.0|0|0.0|100
0|2021-12-09|2794.0|0|2794.0|0|52.0|0|0.0|100
0|2021-12-10|2794.0|0|2794.0|0|52.0|0|0.0|100
0|2021-12-11|2795.0|0|2795.0|0|52.0|0|0.0|100
0|2021-12-12|2795.0|0|2795.0|0|52.0|0|0.0|100
0|2021-12-13|2795.0|0|2795.0|0|52.0|0|0.0|100
0|2021-12-14|2795.0|0|2795.0|0|52.0|0|0.0|100
0|2021-12-15|2797.0|0|2797.0|0|52.0|0|0.0|100
0|2021-12-16|2798.0|0|2798.0|0|52.0|0|0.0|100
0|2021-12-17|2799.0|0|2799.0|0|52.0|0|0.0|100
0|2021-12-18|2800.0|0|2800.0|0|52.0|0|0.0|100
0|2021-12-19|2800.0|0|2800.0|0|52.0|0|0.0|100
0|2021-12-20|2800.0|0|2800.0|0|52.0|0|0.0|100
0|2021-12-21|2800.0|0|2800.0|0|52.0|0|0.0|100
0|2021-12-22|2801.0|0|2801.0|0|52.0|0|0.0|100
0|2021-12-23|2803.0|0|2803.0|0|52.0|0|0.0|100
0|2021-12-24|2803.0|0|2803.0|0|52.0|0|0.0|100
0|2021-12-25|2803.0|0|2803.0|0|52.0|0|0.0|100
0|2021-12-26|2803.0|0|2803.0|0|52.0|0|0.0|100
0|2021-12-27|2808.0|0|2808.0|0|52.0|0|0.0|100
0|2021-12-28|2808.0|0|2808.0|0|52.0|0|0.0|100
0|2021-12-29|2809.0|0|2809.0|0|52.0|0|0.0|100
0|2021-12-30|2809.0|0|2809.0|0|52.0|0|0.0|100
0|2021-12-31|2809.0|0|2809.0|0|52.0|0|0.0|100
0|2022-01-01|2809.0|0|2809.0|0|52.0|0|0.0|100
0|2022-01-02|2809.0|0|2809.0|0|52.0|0|0.0|100
0|2022-01-03|2833.0|0|2833.0|0|52.0|0|0.0|100
0|2022-01-04|2834.0|0|2834.0|0|52.0|0|0.0|100
0|2022-01-05|2842.0|0|2842.0|0|52.0|0|0.0|100
0|2022-01-06|2850.0|0|2850.0|0|52.0|0|0.0|100
0|2022-01-07|2866.0|0|2866.0|0|52.0|0|0.0|100
0|2022-01-08|2876.0|0|2876.0|0|52.0|0|0.0|100
0|2022-01-09|2880.0|0|2880.0|0|52.0|0|0.0|100
0|2022-01-10|2889.0|0|2889.0|0|52.0|0|0.0|100
0|2022-01-11|2895.0|0|2895.0|0|52.0|0|0.0|100
0|2022-01-12|2904.0|0|2904.0|0|52.0|0|0.0|100
0|2022-01-13|2904.0|0|2922.0|0|52.0|0|0.0|100
0|2022-01-14|2922.0|0|2978.0|0|52.0|0|0.0|100
0|2022-01-15|2992.0|0|2992.0|0|53.0|0|0.0|100
0|2022-01-16|2995.0|0|2995.0|0|53.0|0|0.0|100
0|2022-01-17|3004.0|0|0.0|100|53.0|0|0.0|100
