|dates|Hidalgo_Texas_UnitedStates.AveragePrecipitationTotal.data|Hidalgo_Texas_UnitedStates.AveragePrecipitationTotal.missing|Hidalgo_Texas_UnitedStates.AveragePrecipitation.data|Hidalgo_Texas_UnitedStates.AveragePrecipitation.missing|Hidalgo_Texas_UnitedStates.AverageWindDirection.data|Hidalgo_Texas_UnitedStates.AverageWindDirection.missing|Hidalgo_Texas_UnitedStates.AverageWindSpeed.data|Hidalgo_Texas_UnitedStates.AverageWindSpeed.missing
0|2022-01-08|0.0|0|0.0|0|105.83333333333333|0|1.8229166666666667|0
0|2022-01-09|0.0|0|0.005729166666666666|0|146.77083333333334|0|6.40625|0
0|2022-01-10|0.005208333333333333|0|0.0|0|330.4166666666667|0|12.708333333333334|0
0|2022-01-11|0.0|0|0.0|0|290.2083333333333|0|7.135416666666667|0
0|2022-01-12|0.0|0|0.0|0|276.25|0|6.776041666666667|0
0|2022-01-13|0.0|0|0.0|0|113.54166666666667|0|1.8020833333333333|0
0|2022-01-14|0.0|0|0.0|0|97.1875|0|5.46875|0
0|2022-01-15|0.0|0|0.0|0|286.4583333333333|0|15.286458333333334|0
0|2022-01-16|0.0|0|0.0|0|224.16666666666666|0|5.03125|0
0|2022-01-17|0.0|0|0.0|0|105.3125|0|5.03125|0
