|dates|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Coahoma_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Coahoma_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|4201.0|0|4201.0|0|109.0|0|0.0|100
0|2021-11-08|4205.0|0|4205.0|0|109.0|0|0.0|100
0|2021-11-09|4205.0|0|4205.0|0|109.0|0|0.0|100
0|2021-11-10|4204.0|0|4204.0|0|109.0|0|0.0|100
0|2021-11-11|4204.0|0|4204.0|0|109.0|0|0.0|100
0|2021-11-12|4207.0|0|4207.0|0|109.0|0|0.0|100
0|2021-11-13|4207.0|0|4207.0|0|109.0|0|0.0|100
0|2021-11-14|4207.0|0|4207.0|0|109.0|0|0.0|100
0|2021-11-15|4212.0|0|4212.0|0|109.0|0|0.0|100
0|2021-11-16|4212.0|0|4212.0|0|109.0|0|0.0|100
0|2021-11-17|4214.0|0|4214.0|0|109.0|0|0.0|100
0|2021-11-18|4218.0|0|4218.0|0|109.0|0|0.0|100
0|2021-11-19|4219.0|0|4219.0|0|109.0|0|0.0|100
0|2021-11-20|4219.0|0|4219.0|0|109.0|0|0.0|100
0|2021-11-21|4219.0|0|4219.0|0|109.0|0|0.0|100
0|2021-11-22|4226.0|0|4226.0|0|109.0|0|0.0|100
0|2021-11-23|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-24|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-25|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-26|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-27|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-28|4227.0|0|4227.0|0|109.0|0|0.0|100
0|2021-11-29|4237.0|0|4237.0|0|109.0|0|0.0|100
0|2021-11-30|4238.0|0|4238.0|0|109.0|0|0.0|100
0|2021-12-01|4240.0|0|4240.0|0|109.0|0|0.0|100
0|2021-12-02|4243.0|0|4243.0|0|109.0|0|0.0|100
0|2021-12-03|4244.0|0|4244.0|0|110.0|0|0.0|100
0|2021-12-04|4244.0|0|4244.0|0|110.0|0|0.0|100
0|2021-12-05|4244.0|0|4244.0|0|110.0|0|0.0|100
0|2021-12-06|4259.0|0|4259.0|0|110.0|0|0.0|100
0|2021-12-07|4263.0|0|4263.0|0|111.0|0|0.0|100
0|2021-12-08|4276.0|0|4276.0|0|111.0|0|0.0|100
0|2021-12-09|4302.0|0|4302.0|0|111.0|0|0.0|100
0|2021-12-10|4304.0|0|4304.0|0|112.0|0|0.0|100
0|2021-12-11|4304.0|0|4304.0|0|112.0|0|0.0|100
0|2021-12-12|4304.0|0|4304.0|0|112.0|0|0.0|100
0|2021-12-13|4319.0|0|4319.0|0|112.0|0|0.0|100
0|2021-12-14|4319.0|0|4320.0|0|112.0|0|0.0|100
0|2021-12-15|4321.0|0|4321.0|0|112.0|0|0.0|100
0|2021-12-16|4338.0|0|4338.0|0|112.0|0|0.0|100
0|2021-12-17|4352.0|0|4352.0|0|112.0|0|0.0|100
0|2021-12-18|4352.0|0|4352.0|0|112.0|0|0.0|100
0|2021-12-19|4352.0|0|4352.0|0|112.0|0|0.0|100
0|2021-12-20|4357.0|0|4357.0|0|112.0|0|0.0|100
0|2021-12-21|4359.0|0|4359.0|0|113.0|0|0.0|100
0|2021-12-22|4364.0|0|4364.0|0|113.0|0|0.0|100
0|2021-12-23|4364.0|0|4364.0|0|113.0|0|0.0|100
0|2021-12-24|4364.0|0|4364.0|0|113.0|0|0.0|100
0|2021-12-25|4364.0|0|4364.0|0|113.0|0|0.0|100
0|2021-12-26|4364.0|0|4364.0|0|113.0|0|0.0|100
0|2021-12-27|4454.0|0|4454.0|0|113.0|0|0.0|100
0|2021-12-28|4496.0|0|4496.0|0|113.0|0|0.0|100
0|2021-12-29|4529.0|0|4529.0|0|113.0|0|0.0|100
0|2021-12-30|4591.0|0|4591.0|0|113.0|0|0.0|100
0|2021-12-31|4591.0|0|4591.0|0|113.0|0|0.0|100
0|2022-01-01|4591.0|0|4591.0|0|113.0|0|0.0|100
0|2022-01-02|4591.0|0|4591.0|0|113.0|0|0.0|100
0|2022-01-03|4813.0|0|4813.0|0|113.0|0|0.0|100
0|2022-01-04|4850.0|0|4850.0|0|114.0|0|0.0|100
0|2022-01-05|4917.0|0|4917.0|0|114.0|0|0.0|100
0|2022-01-06|4977.0|0|4977.0|0|114.0|0|0.0|100
0|2022-01-07|5086.0|0|5086.0|0|114.0|0|0.0|100
0|2022-01-08|5086.0|0|5086.0|0|114.0|0|0.0|100
0|2022-01-09|5086.0|0|5086.0|0|114.0|0|0.0|100
0|2022-01-10|5086.0|0|5159.0|0|114.0|0|0.0|100
0|2022-01-11|5257.0|0|5257.0|0|114.0|0|0.0|100
0|2022-01-12|5257.0|0|5293.0|0|114.0|0|0.0|100
0|2022-01-13|5257.0|0|5383.0|0|114.0|0|0.0|100
0|2022-01-14|5472.0|0|5472.0|0|114.0|0|0.0|100
0|2022-01-15|5472.0|0|5472.0|0|114.0|0|0.0|100
0|2022-01-16|5472.0|0|5472.0|0|114.0|0|0.0|100
0|2022-01-17|5472.0|0|0.0|100|114.0|0|0.0|100
