|dates|Island_Washington_UnitedStates.JHU_ConfirmedCases.data|Island_Washington_UnitedStates.JHU_ConfirmedCases.missing|Island_Washington_UnitedStates.NYT_ConfirmedCases.data|Island_Washington_UnitedStates.NYT_ConfirmedCases.missing|Island_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Island_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Island_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Island_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|4319.0|0|4319.0|0|49.0|0|0.0|100
0|2021-11-21|4319.0|0|4319.0|0|49.0|0|0.0|100
0|2021-11-22|4369.0|0|4369.0|0|50.0|0|0.0|100
0|2021-11-23|4389.0|0|4389.0|0|50.0|0|0.0|100
0|2021-11-24|4398.0|0|4398.0|0|50.0|0|0.0|100
0|2021-11-25|4398.0|0|4398.0|0|50.0|0|0.0|100
0|2021-11-26|4398.0|0|4398.0|0|50.0|0|0.0|100
0|2021-11-27|4398.0|0|4398.0|0|50.0|0|0.0|100
0|2021-11-28|4398.0|0|4398.0|0|50.0|0|0.0|100
0|2021-11-29|4445.0|0|4445.0|0|50.0|0|0.0|100
0|2021-11-30|4457.0|0|4457.0|0|50.0|0|0.0|100
0|2021-12-01|4457.0|0|4457.0|0|50.0|0|0.0|100
0|2021-12-02|4494.0|0|4494.0|0|51.0|0|0.0|100
0|2021-12-03|4503.0|0|4503.0|0|51.0|0|0.0|100
0|2021-12-04|4503.0|0|4503.0|0|51.0|0|0.0|100
0|2021-12-05|4503.0|0|4503.0|0|51.0|0|0.0|100
0|2021-12-06|4537.0|0|4537.0|0|51.0|0|0.0|100
0|2021-12-07|4547.0|0|4547.0|0|51.0|0|0.0|100
0|2021-12-08|4561.0|0|4561.0|0|52.0|0|0.0|100
0|2021-12-09|4578.0|0|4578.0|0|52.0|0|0.0|100
0|2021-12-10|4595.0|0|4595.0|0|52.0|0|0.0|100
0|2021-12-11|4595.0|0|4595.0|0|52.0|0|0.0|100
0|2021-12-12|4595.0|0|4595.0|0|52.0|0|0.0|100
0|2021-12-13|4627.0|0|4627.0|0|52.0|0|0.0|100
0|2021-12-14|4627.0|0|4632.0|0|52.0|0|0.0|100
0|2021-12-15|4640.0|0|4640.0|0|54.0|0|0.0|100
0|2021-12-16|4653.0|0|4653.0|0|54.0|0|0.0|100
0|2021-12-17|4667.0|0|4667.0|0|54.0|0|0.0|100
0|2021-12-18|4667.0|0|4667.0|0|54.0|0|0.0|100
0|2021-12-19|4667.0|0|4667.0|0|54.0|0|0.0|100
0|2021-12-20|4709.0|0|4709.0|0|54.0|0|0.0|100
0|2021-12-21|4719.0|0|4719.0|0|54.0|0|0.0|100
0|2021-12-22|4728.0|0|4728.0|0|54.0|0|0.0|100
0|2021-12-23|4750.0|0|4750.0|0|55.0|0|0.0|100
0|2021-12-24|4750.0|0|4750.0|0|55.0|0|0.0|100
0|2021-12-25|4750.0|0|4750.0|0|55.0|0|0.0|100
0|2021-12-26|4750.0|0|4750.0|0|55.0|0|0.0|100
0|2021-12-27|4812.0|0|4812.0|0|55.0|0|0.0|100
0|2021-12-28|4830.0|0|4830.0|0|55.0|0|0.0|100
0|2021-12-29|4871.0|0|4871.0|0|56.0|0|0.0|100
0|2021-12-30|4930.0|0|4930.0|0|56.0|0|0.0|100
0|2021-12-31|4930.0|0|4930.0|0|56.0|0|0.0|100
0|2022-01-01|4930.0|0|4930.0|0|56.0|0|0.0|100
0|2022-01-02|4930.0|0|4930.0|0|56.0|0|0.0|100
0|2022-01-03|5115.0|0|5115.0|0|56.0|0|0.0|100
0|2022-01-04|5169.0|0|5169.0|0|57.0|0|0.0|100
0|2022-01-05|5279.0|0|5279.0|0|57.0|0|0.0|100
0|2022-01-06|5415.0|0|5415.0|0|57.0|0|0.0|100
0|2022-01-07|5535.0|0|5535.0|0|57.0|0|0.0|100
0|2022-01-08|5535.0|0|5535.0|0|57.0|0|0.0|100
0|2022-01-09|5535.0|0|5535.0|0|57.0|0|0.0|100
0|2022-01-10|5930.0|0|5930.0|0|57.0|0|0.0|100
0|2022-01-11|6007.0|0|6007.0|0|57.0|0|0.0|100
0|2022-01-12|6261.0|0|6261.0|0|57.0|0|0.0|100
0|2022-01-13|6261.0|0|6420.0|0|57.0|0|0.0|100
0|2022-01-14|6572.0|0|6572.0|0|57.0|0|0.0|100
0|2022-01-15|6572.0|0|6572.0|0|57.0|0|0.0|100
0|2022-01-16|6572.0|0|6572.0|0|57.0|0|0.0|100
0|2022-01-17|6572.0|0|0.0|100|57.0|0|0.0|100
