|dates|Davison_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Davison_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Davison_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Davison_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Davison_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|3913.0|0|3913.0|0|70.0|0|0.0|100
0|2021-11-18|3934.0|0|3934.0|0|70.0|0|0.0|100
0|2021-11-19|3947.0|0|3947.0|0|70.0|0|0.0|100
0|2021-11-20|3947.0|0|3947.0|0|70.0|0|0.0|100
0|2021-11-21|3947.0|0|3947.0|0|70.0|0|0.0|100
0|2021-11-22|3965.0|0|3965.0|0|70.0|0|0.0|100
0|2021-11-23|3987.0|0|3987.0|0|70.0|0|0.0|100
0|2021-11-24|4006.0|0|4006.0|0|70.0|0|0.0|100
0|2021-11-25|4006.0|0|4006.0|0|70.0|0|0.0|100
0|2021-11-26|4006.0|0|4006.0|0|70.0|0|0.0|100
0|2021-11-27|4006.0|0|4006.0|0|70.0|0|0.0|100
0|2021-11-28|4006.0|0|4006.0|0|70.0|0|0.0|100
0|2021-11-29|4014.0|0|4014.0|0|70.0|0|0.0|100
0|2021-11-30|4046.0|0|4046.0|0|70.0|0|0.0|100
0|2021-12-01|4064.0|0|4064.0|0|70.0|0|0.0|100
0|2021-12-02|4077.0|0|4077.0|0|70.0|0|0.0|100
0|2021-12-03|4098.0|0|4098.0|0|70.0|0|0.0|100
0|2021-12-04|4098.0|0|4098.0|0|70.0|0|0.0|100
0|2021-12-05|4098.0|0|4098.0|0|70.0|0|0.0|100
0|2021-12-06|4114.0|0|4114.0|0|70.0|0|0.0|100
0|2021-12-07|4150.0|0|4150.0|0|70.0|0|0.0|100
0|2021-12-08|4170.0|0|4170.0|0|70.0|0|0.0|100
0|2021-12-09|4188.0|0|4188.0|0|70.0|0|0.0|100
0|2021-12-10|4217.0|0|4217.0|0|70.0|0|0.0|100
0|2021-12-11|4217.0|0|4217.0|0|70.0|0|0.0|100
0|2021-12-12|4217.0|0|4217.0|0|70.0|0|0.0|100
0|2021-12-13|4230.0|0|4230.0|0|70.0|0|0.0|100
0|2021-12-14|4230.0|0|4260.0|0|70.0|0|0.0|100
0|2021-12-15|4287.0|0|4287.0|0|70.0|0|0.0|100
0|2021-12-16|4313.0|0|4313.0|0|71.0|0|0.0|100
0|2021-12-17|4338.0|0|4338.0|0|71.0|0|0.0|100
0|2021-12-18|4338.0|0|4338.0|0|71.0|0|0.0|100
0|2021-12-19|4338.0|0|4338.0|0|71.0|0|0.0|100
0|2021-12-20|4350.0|0|4350.0|0|71.0|0|0.0|100
0|2021-12-21|4400.0|0|4400.0|0|71.0|0|0.0|100
0|2021-12-22|4420.0|0|4420.0|0|71.0|0|0.0|100
0|2021-12-23|4437.0|0|4437.0|0|72.0|0|0.0|100
0|2021-12-24|4437.0|0|4437.0|0|72.0|0|0.0|100
0|2021-12-25|4437.0|0|4437.0|0|72.0|0|0.0|100
0|2021-12-26|4437.0|0|4437.0|0|72.0|0|0.0|100
0|2021-12-27|4459.0|0|4459.0|0|72.0|0|0.0|100
0|2021-12-28|4489.0|0|4489.0|0|72.0|0|0.0|100
0|2021-12-29|4518.0|0|4518.0|0|72.0|0|0.0|100
0|2021-12-30|4533.0|0|4533.0|0|72.0|0|0.0|100
0|2021-12-31|4533.0|0|4533.0|0|72.0|0|0.0|100
0|2022-01-01|4533.0|0|4533.0|0|72.0|0|0.0|100
0|2022-01-02|4533.0|0|4533.0|0|72.0|0|0.0|100
0|2022-01-03|4548.0|0|4548.0|0|72.0|0|0.0|100
0|2022-01-04|4599.0|0|4599.0|0|73.0|0|0.0|100
0|2022-01-05|4634.0|0|4634.0|0|73.0|0|0.0|100
0|2022-01-06|4686.0|0|4686.0|0|74.0|0|0.0|100
0|2022-01-07|4750.0|0|4750.0|0|74.0|0|0.0|100
0|2022-01-08|4750.0|0|4750.0|0|74.0|0|0.0|100
0|2022-01-09|4750.0|0|4750.0|0|74.0|0|0.0|100
0|2022-01-10|4793.0|0|4793.0|0|74.0|0|0.0|100
0|2022-01-11|4867.0|0|4867.0|0|74.0|0|0.0|100
0|2022-01-12|4943.0|0|4943.0|0|74.0|0|0.0|100
0|2022-01-13|4943.0|0|4994.0|0|74.0|0|0.0|100
0|2022-01-14|4994.0|0|5048.0|0|74.0|0|0.0|100
0|2022-01-15|5048.0|0|5048.0|0|74.0|0|0.0|100
0|2022-01-16|5048.0|0|5048.0|0|74.0|0|0.0|100
0|2022-01-17|5048.0|0|0.0|100|74.0|0|0.0|100
