|dates|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Newton_Georgia_UnitedStates.NYT_ConfirmedCases.data|Newton_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|17738.0|0|17761.0|0|371.0|0|0.0|100
0|2021-12-27|18156.0|0|18180.0|0|372.0|0|0.0|100
0|2021-12-28|18359.0|0|18383.0|0|372.0|0|0.0|100
0|2021-12-29|18585.0|0|18609.0|0|372.0|0|0.0|100
0|2021-12-30|18856.0|0|18880.0|0|373.0|0|0.0|100
0|2021-12-31|19191.0|0|19215.0|0|373.0|0|0.0|100
0|2022-01-01|19191.0|0|19215.0|0|373.0|0|0.0|100
0|2022-01-02|19191.0|0|19215.0|0|373.0|0|0.0|100
0|2022-01-03|19191.0|0|19215.0|0|373.0|0|0.0|100
0|2022-01-04|19935.0|0|19959.0|0|373.0|0|0.0|100
0|2022-01-05|20147.0|0|20171.0|0|375.0|0|0.0|100
0|2022-01-06|20147.0|0|20171.0|0|375.0|0|0.0|100
0|2022-01-07|20147.0|0|20171.0|0|375.0|0|0.0|100
0|2022-01-08|20147.0|0|20171.0|0|375.0|0|0.0|100
0|2022-01-09|20147.0|0|20171.0|0|375.0|0|0.0|100
0|2022-01-10|21181.0|0|21207.0|0|376.0|0|0.0|100
0|2022-01-11|21443.0|0|21469.0|0|377.0|0|0.0|100
0|2022-01-12|21543.0|0|21569.0|0|377.0|0|0.0|100
0|2022-01-13|21543.0|0|21695.0|0|377.0|0|0.0|100
0|2022-01-14|21823.0|0|21849.0|0|378.0|0|0.0|100
0|2022-01-15|21823.0|0|21849.0|0|378.0|0|0.0|100
0|2022-01-16|21823.0|0|21849.0|0|378.0|0|0.0|100
0|2022-01-17|22163.0|0|0.0|100|381.0|0|0.0|100
