|dates|Bannock_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bannock_Idaho_UnitedStates.NYT_ConfirmedCases.data|Bannock_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Bannock_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bannock_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|14195.0|0|14195.0|0|201.0|0|0.0|100
0|2021-11-28|14195.0|0|14195.0|0|201.0|0|0.0|100
0|2021-11-29|14212.0|0|14212.0|0|203.0|0|0.0|100
0|2021-11-30|14226.0|0|14226.0|0|203.0|0|0.0|100
0|2021-12-01|14267.0|0|14267.0|0|203.0|0|0.0|100
0|2021-12-02|14267.0|0|14291.0|0|203.0|0|0.0|100
0|2021-12-03|14313.0|0|14291.0|0|205.0|0|0.0|100
0|2021-12-04|14315.0|0|14315.0|0|205.0|0|0.0|100
0|2021-12-05|14315.0|0|14315.0|0|205.0|0|0.0|100
0|2021-12-06|14340.0|0|14340.0|0|206.0|0|0.0|100
0|2021-12-07|14361.0|0|14361.0|0|207.0|0|0.0|100
0|2021-12-08|14379.0|0|14379.0|0|207.0|0|0.0|100
0|2021-12-09|14411.0|0|14411.0|0|207.0|0|0.0|100
0|2021-12-10|14433.0|0|14433.0|0|207.0|0|0.0|100
0|2021-12-11|14435.0|0|14435.0|0|207.0|0|0.0|100
0|2021-12-12|14435.0|0|14435.0|0|207.0|0|0.0|100
0|2021-12-13|14460.0|0|14460.0|0|207.0|0|0.0|100
0|2021-12-14|14460.0|0|14474.0|0|207.0|0|0.0|100
0|2021-12-15|14482.0|0|14482.0|0|208.0|0|0.0|100
0|2021-12-16|14499.0|0|14499.0|0|209.0|0|0.0|100
0|2021-12-17|14505.0|0|14505.0|0|210.0|0|0.0|100
0|2021-12-18|14507.0|0|14507.0|0|210.0|0|0.0|100
0|2021-12-19|14507.0|0|14507.0|0|210.0|0|0.0|100
0|2021-12-20|14528.0|0|14528.0|0|210.0|0|0.0|100
0|2021-12-21|14544.0|0|14544.0|0|213.0|0|0.0|100
0|2021-12-22|14559.0|0|14559.0|0|213.0|0|0.0|100
0|2021-12-23|14573.0|0|14573.0|0|213.0|0|0.0|100
0|2021-12-24|14573.0|0|14573.0|0|213.0|0|0.0|100
0|2021-12-25|14573.0|0|14573.0|0|213.0|0|0.0|100
0|2021-12-26|14573.0|0|14573.0|0|213.0|0|0.0|100
0|2021-12-27|14605.0|0|14605.0|0|214.0|0|0.0|100
0|2021-12-28|14630.0|0|14630.0|0|216.0|0|0.0|100
0|2021-12-29|14666.0|0|14666.0|0|216.0|0|0.0|100
0|2021-12-30|14698.0|0|14698.0|0|216.0|0|0.0|100
0|2021-12-31|14698.0|0|14698.0|0|216.0|0|0.0|100
0|2022-01-01|14698.0|0|14698.0|0|216.0|0|0.0|100
0|2022-01-02|14698.0|0|14698.0|0|216.0|0|0.0|100
0|2022-01-03|14765.0|0|14765.0|0|217.0|0|0.0|100
0|2022-01-04|14807.0|0|14807.0|0|217.0|0|0.0|100
0|2022-01-05|14885.0|0|14885.0|0|217.0|0|0.0|100
0|2022-01-06|14974.0|0|14974.0|0|217.0|0|0.0|100
0|2022-01-07|15115.0|0|15115.0|0|217.0|0|0.0|100
0|2022-01-08|15115.0|0|15115.0|0|217.0|0|0.0|100
0|2022-01-09|15115.0|0|15115.0|0|217.0|0|0.0|100
0|2022-01-10|15299.0|0|15299.0|0|217.0|0|0.0|100
0|2022-01-11|15412.0|0|15412.0|0|217.0|0|0.0|100
0|2022-01-12|15636.0|0|15636.0|0|217.0|0|0.0|100
0|2022-01-13|15636.0|0|15807.0|0|217.0|0|0.0|100
0|2022-01-14|16056.0|0|16056.0|0|217.0|0|0.0|100
0|2022-01-15|16064.0|0|16064.0|0|217.0|0|0.0|100
0|2022-01-16|16064.0|0|16064.0|0|217.0|0|0.0|100
0|2022-01-17|16064.0|0|0.0|100|217.0|0|0.0|100
