|dates|Harvey_Kansas_UnitedStates.JHU_ConfirmedCases.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Harvey_Kansas_UnitedStates.NYT_ConfirmedCases.data|Harvey_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Harvey_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Harvey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Harvey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|5687.0|0|5687.0|0|91.0|0|0.0|100
0|2021-12-06|5756.0|0|5756.0|0|91.0|0|0.0|100
0|2021-12-07|5756.0|0|5756.0|0|91.0|0|0.0|100
0|2021-12-08|5816.0|0|5816.0|0|91.0|0|0.0|100
0|2021-12-09|5816.0|0|5816.0|0|91.0|0|0.0|100
0|2021-12-10|5869.0|0|5869.0|0|91.0|0|0.0|100
0|2021-12-11|5869.0|0|5869.0|0|91.0|0|0.0|100
0|2021-12-12|5869.0|0|5869.0|0|91.0|0|0.0|100
0|2021-12-13|5908.0|0|5908.0|0|91.0|0|0.0|100
0|2021-12-14|5908.0|0|5908.0|0|91.0|0|0.0|100
0|2021-12-15|5984.0|0|5984.0|0|91.0|0|0.0|100
0|2021-12-16|5984.0|0|5984.0|0|91.0|0|0.0|100
0|2021-12-17|6064.0|0|6064.0|0|91.0|0|0.0|100
0|2021-12-18|6064.0|0|6064.0|0|91.0|0|0.0|100
0|2021-12-19|6064.0|0|6064.0|0|91.0|0|0.0|100
0|2021-12-20|6107.0|0|6107.0|0|91.0|0|0.0|100
0|2021-12-21|6107.0|0|6107.0|0|91.0|0|0.0|100
0|2021-12-22|6198.0|0|6198.0|0|91.0|0|0.0|100
0|2021-12-23|6198.0|0|6198.0|0|91.0|0|0.0|100
0|2021-12-24|6198.0|0|6198.0|0|91.0|0|0.0|100
0|2021-12-25|6198.0|0|6198.0|0|91.0|0|0.0|100
0|2021-12-26|6198.0|0|6198.0|0|91.0|0|0.0|100
0|2021-12-27|6289.0|0|6289.0|0|91.0|0|0.0|100
0|2021-12-28|6289.0|0|6289.0|0|91.0|0|0.0|100
0|2021-12-29|6383.0|0|6383.0|0|91.0|0|0.0|100
0|2021-12-30|6383.0|0|6383.0|0|91.0|0|0.0|100
0|2021-12-31|6383.0|0|6383.0|0|91.0|0|0.0|100
0|2022-01-01|6383.0|0|6383.0|0|91.0|0|0.0|100
0|2022-01-02|6383.0|0|6383.0|0|91.0|0|0.0|100
0|2022-01-03|6540.0|0|6540.0|0|91.0|0|0.0|100
0|2022-01-04|6540.0|0|6540.0|0|91.0|0|0.0|100
0|2022-01-05|6696.0|0|6696.0|0|91.0|0|0.0|100
0|2022-01-06|6696.0|0|6696.0|0|91.0|0|0.0|100
0|2022-01-07|6869.0|0|6869.0|0|106.0|0|0.0|100
0|2022-01-08|6869.0|0|6869.0|0|106.0|0|0.0|100
0|2022-01-09|6869.0|0|6869.0|0|106.0|0|0.0|100
0|2022-01-10|6985.0|0|6985.0|0|107.0|0|0.0|100
0|2022-01-11|6985.0|0|6985.0|0|107.0|0|0.0|100
0|2022-01-12|6985.0|0|7121.0|0|107.0|0|0.0|100
0|2022-01-13|6985.0|0|7256.0|0|107.0|0|0.0|100
0|2022-01-14|7510.0|0|7510.0|0|108.0|0|0.0|100
0|2022-01-15|7510.0|0|7510.0|0|108.0|0|0.0|100
0|2022-01-16|7510.0|0|7510.0|0|108.0|0|0.0|100
0|2022-01-17|7510.0|0|0.0|100|108.0|0|0.0|100
