|dates|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Brunswick_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Brunswick_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|17869.0|0|17869.0|0|252.0|0|0.0|100
0|2021-12-25|17869.0|0|17869.0|0|252.0|0|0.0|100
0|2021-12-26|17869.0|0|17869.0|0|252.0|0|0.0|100
0|2021-12-27|17869.0|0|17869.0|0|252.0|0|0.0|100
0|2021-12-28|18127.0|0|18127.0|0|252.0|0|0.0|100
0|2021-12-29|18219.0|0|18219.0|0|252.0|0|0.0|100
0|2021-12-30|18381.0|0|18381.0|0|253.0|0|0.0|100
0|2021-12-31|18381.0|0|18564.0|0|253.0|0|0.0|100
0|2022-01-01|18381.0|0|18564.0|0|253.0|0|0.0|100
0|2022-01-02|18381.0|0|18564.0|0|253.0|0|0.0|100
0|2022-01-03|18963.0|0|18963.0|0|253.0|0|0.0|100
0|2022-01-04|19073.0|0|19073.0|0|254.0|0|0.0|100
0|2022-01-05|19233.0|0|19233.0|0|255.0|0|0.0|100
0|2022-01-06|19499.0|0|19499.0|0|256.0|0|0.0|100
0|2022-01-07|19730.0|0|19730.0|0|257.0|0|0.0|100
0|2022-01-08|19730.0|0|19730.0|0|257.0|0|0.0|100
0|2022-01-09|19730.0|0|19730.0|0|257.0|0|0.0|100
0|2022-01-10|20537.0|0|20537.0|0|257.0|0|0.0|100
0|2022-01-11|20716.0|0|20716.0|0|257.0|0|0.0|100
0|2022-01-12|20952.0|0|20952.0|0|259.0|0|0.0|100
0|2022-01-13|20952.0|0|21353.0|0|259.0|0|0.0|100
0|2022-01-14|21758.0|0|21758.0|0|260.0|0|0.0|100
0|2022-01-15|21758.0|0|21758.0|0|260.0|0|0.0|100
0|2022-01-16|21758.0|0|21758.0|0|260.0|0|0.0|100
0|2022-01-17|21758.0|0|0.0|100|260.0|0|0.0|100
