|dates|ElDorado_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ElDorado_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ElDorado_California_UnitedStates.Male_Total_Population.data|ElDorado_California_UnitedStates.Male_Total_Population.missing|ElDorado_California_UnitedStates.Female_Total_Population.data|ElDorado_California_UnitedStates.Female_Total_Population.missing|ElDorado_California_UnitedStates.MaleAndFemale_Under18_Population.data|ElDorado_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-11-29|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-11-30|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-01|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-02|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-03|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-04|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-05|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-06|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-07|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-08|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-09|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-10|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-11|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-12|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-13|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-14|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-15|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-16|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-17|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-18|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-19|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-20|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-21|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-22|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-23|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-24|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-25|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-26|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-27|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-28|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-29|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-30|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2021-12-31|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-01|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-02|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-03|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-04|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-05|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-06|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-07|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-08|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-09|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-10|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-11|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-12|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-13|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-14|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-15|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-16|40389.0|0|95091.0|0|95587.0|0|37821.0|0
0|2022-01-17|40389.0|0|95091.0|0|95587.0|0|37821.0|0
