|dates|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|LaMoure_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|LaMoure_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|764.0|0|764.0|0|17.0|0|0.0|100
0|2021-12-17|764.0|0|764.0|0|17.0|0|0.0|100
0|2021-12-18|765.0|0|765.0|0|17.0|0|0.0|100
0|2021-12-19|766.0|0|766.0|0|17.0|0|0.0|100
0|2021-12-20|767.0|0|767.0|0|17.0|0|0.0|100
0|2021-12-21|768.0|0|768.0|0|18.0|0|0.0|100
0|2021-12-22|770.0|0|770.0|0|18.0|0|0.0|100
0|2021-12-23|770.0|0|770.0|0|18.0|0|0.0|100
0|2021-12-24|771.0|0|771.0|0|18.0|0|0.0|100
0|2021-12-25|771.0|0|771.0|0|18.0|0|0.0|100
0|2021-12-26|772.0|0|772.0|0|18.0|0|0.0|100
0|2021-12-27|772.0|0|772.0|0|18.0|0|0.0|100
0|2021-12-28|773.0|0|773.0|0|18.0|0|0.0|100
0|2021-12-29|773.0|0|773.0|0|18.0|0|0.0|100
0|2021-12-30|775.0|0|775.0|0|18.0|0|0.0|100
0|2021-12-31|779.0|0|779.0|0|18.0|0|0.0|100
0|2022-01-01|779.0|0|779.0|0|18.0|0|0.0|100
0|2022-01-02|779.0|0|779.0|0|18.0|0|0.0|100
0|2022-01-03|781.0|0|781.0|0|18.0|0|0.0|100
0|2022-01-04|785.0|0|785.0|0|18.0|0|0.0|100
0|2022-01-05|792.0|0|792.0|0|18.0|0|0.0|100
0|2022-01-06|795.0|0|795.0|0|18.0|0|0.0|100
0|2022-01-07|798.0|0|798.0|0|18.0|0|0.0|100
0|2022-01-08|802.0|0|802.0|0|18.0|0|0.0|100
0|2022-01-09|805.0|0|805.0|0|18.0|0|0.0|100
0|2022-01-10|808.0|0|808.0|0|18.0|0|0.0|100
0|2022-01-11|813.0|0|813.0|0|18.0|0|0.0|100
0|2022-01-12|821.0|0|821.0|0|18.0|0|0.0|100
0|2022-01-13|821.0|0|831.0|0|18.0|0|0.0|100
0|2022-01-14|842.0|0|842.0|0|18.0|0|0.0|100
0|2022-01-15|849.0|0|849.0|0|19.0|0|0.0|100
0|2022-01-16|849.0|0|849.0|0|19.0|0|0.0|100
0|2022-01-17|849.0|0|0.0|100|19.0|0|0.0|100
