|dates|Barron_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Barron_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Barron_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Barron_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Barron_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Barron_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Barron_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Barron_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|10031.0|0|10031.0|0|101.0|0|0.0|100
0|2021-12-13|10117.0|0|10117.0|0|108.0|0|0.0|100
0|2021-12-14|10117.0|0|10129.0|0|108.0|0|0.0|100
0|2021-12-15|10145.0|0|10145.0|0|108.0|0|0.0|100
0|2021-12-16|10172.0|0|10172.0|0|108.0|0|0.0|100
0|2021-12-17|10196.0|0|10196.0|0|108.0|0|0.0|100
0|2021-12-18|10196.0|0|10196.0|0|108.0|0|0.0|100
0|2021-12-19|10196.0|0|10196.0|0|108.0|0|0.0|100
0|2021-12-20|10196.0|0|10259.0|0|108.0|0|0.0|100
0|2021-12-21|10274.0|0|10274.0|0|113.0|0|0.0|100
0|2021-12-22|10295.0|0|10295.0|0|114.0|0|0.0|100
0|2021-12-23|10316.0|0|10316.0|0|114.0|0|0.0|100
0|2021-12-24|10342.0|0|10342.0|0|114.0|0|0.0|100
0|2021-12-25|10342.0|0|10342.0|0|114.0|0|0.0|100
0|2021-12-26|10342.0|0|10342.0|0|114.0|0|0.0|100
0|2021-12-27|10395.0|0|10395.0|0|114.0|0|0.0|100
0|2021-12-28|10419.0|0|10419.0|0|115.0|0|0.0|100
0|2021-12-29|10451.0|0|10451.0|0|115.0|0|0.0|100
0|2021-12-30|10519.0|0|10519.0|0|116.0|0|0.0|100
0|2021-12-31|10568.0|0|10568.0|0|116.0|0|0.0|100
0|2022-01-01|10568.0|0|10568.0|0|116.0|0|0.0|100
0|2022-01-02|10568.0|0|10568.0|0|116.0|0|0.0|100
0|2022-01-03|10671.0|0|10671.0|0|116.0|0|0.0|100
0|2022-01-04|10671.0|0|10714.0|0|116.0|0|0.0|100
0|2022-01-05|10791.0|0|10791.0|0|119.0|0|0.0|100
0|2022-01-06|10886.0|0|10886.0|0|119.0|0|0.0|100
0|2022-01-07|10990.0|0|10990.0|0|119.0|0|0.0|100
0|2022-01-08|10990.0|0|10990.0|0|119.0|0|0.0|100
0|2022-01-09|10990.0|0|10990.0|0|119.0|0|0.0|100
0|2022-01-10|11179.0|0|11179.0|0|121.0|0|0.0|100
0|2022-01-11|11228.0|0|11228.0|0|121.0|0|0.0|100
0|2022-01-12|11287.0|0|11287.0|0|121.0|0|0.0|100
0|2022-01-13|11287.0|0|11416.0|0|121.0|0|0.0|100
0|2022-01-14|11582.0|0|11582.0|0|122.0|0|0.0|100
0|2022-01-15|11582.0|0|11582.0|0|122.0|0|0.0|100
0|2022-01-16|11582.0|0|11582.0|0|122.0|0|0.0|100
0|2022-01-17|11827.0|0|0.0|100|122.0|0|0.0|100
