|dates|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.data|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Washington_Ohio_UnitedStates.NYT_ConfirmedCases.data|Washington_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|8505.0|0|8505.0|0|155.0|0|0.0|100
0|2021-11-24|8522.0|0|8522.0|0|155.0|0|0.0|100
0|2021-11-25|8522.0|0|8522.0|0|155.0|0|0.0|100
0|2021-11-26|8558.0|0|8558.0|0|156.0|0|0.0|100
0|2021-11-27|8578.0|0|8578.0|0|156.0|0|0.0|100
0|2021-11-28|8588.0|0|8588.0|0|156.0|0|0.0|100
0|2021-11-29|8613.0|0|8613.0|0|156.0|0|0.0|100
0|2021-11-30|8632.0|0|8632.0|0|158.0|0|0.0|100
0|2021-12-01|8655.0|0|8655.0|0|158.0|0|0.0|100
0|2021-12-02|8675.0|0|8675.0|0|158.0|0|0.0|100
0|2021-12-03|8675.0|0|8688.0|0|158.0|0|0.0|100
0|2021-12-04|8704.0|0|8704.0|0|159.0|0|0.0|100
0|2021-12-05|8714.0|0|8714.0|0|159.0|0|0.0|100
0|2021-12-06|8738.0|0|8738.0|0|159.0|0|0.0|100
0|2021-12-07|8767.0|0|8767.0|0|159.0|0|0.0|100
0|2021-12-08|8788.0|0|8788.0|0|159.0|0|0.0|100
0|2021-12-09|8798.0|0|8798.0|0|159.0|0|0.0|100
0|2021-12-10|8813.0|0|8813.0|0|159.0|0|0.0|100
0|2021-12-11|8827.0|0|8827.0|0|159.0|0|0.0|100
0|2021-12-12|8833.0|0|8833.0|0|159.0|0|0.0|100
0|2021-12-13|8846.0|0|8846.0|0|159.0|0|0.0|100
0|2021-12-14|8846.0|0|8866.0|0|159.0|0|0.0|100
0|2021-12-15|8882.0|0|8882.0|0|160.0|0|0.0|100
0|2021-12-16|8899.0|0|8899.0|0|160.0|0|0.0|100
0|2021-12-17|8923.0|0|8923.0|0|162.0|0|0.0|100
0|2021-12-18|8936.0|0|8936.0|0|162.0|0|0.0|100
0|2021-12-19|8941.0|0|8941.0|0|162.0|0|0.0|100
0|2021-12-20|8957.0|0|8957.0|0|162.0|0|0.0|100
0|2021-12-21|8983.0|0|8983.0|0|162.0|0|0.0|100
0|2021-12-22|9010.0|0|9010.0|0|162.0|0|0.0|100
0|2021-12-23|9029.0|0|9029.0|0|162.0|0|0.0|100
0|2021-12-24|9049.0|0|9049.0|0|163.0|0|0.0|100
0|2021-12-25|9049.0|0|9049.0|0|163.0|0|0.0|100
0|2021-12-26|9094.0|0|9094.0|0|163.0|0|0.0|100
0|2021-12-27|9110.0|0|9110.0|0|163.0|0|0.0|100
0|2021-12-28|9138.0|0|9138.0|0|163.0|0|0.0|100
0|2021-12-29|9181.0|0|9181.0|0|163.0|0|0.0|100
0|2021-12-30|9256.0|0|9256.0|0|163.0|0|0.0|100
0|2021-12-31|9299.0|0|9299.0|0|165.0|0|0.0|100
0|2022-01-01|9299.0|0|9299.0|0|165.0|0|0.0|100
0|2022-01-02|9361.0|0|9361.0|0|165.0|0|0.0|100
0|2022-01-03|9408.0|0|9408.0|0|165.0|0|0.0|100
0|2022-01-04|9492.0|0|9492.0|0|168.0|0|0.0|100
0|2022-01-05|9596.0|0|9596.0|0|168.0|0|0.0|100
0|2022-01-06|9660.0|0|9660.0|0|168.0|0|0.0|100
0|2022-01-07|9740.0|0|9740.0|0|167.0|0|0.0|100
0|2022-01-08|9764.0|0|9764.0|0|167.0|0|0.0|100
0|2022-01-09|9810.0|0|9810.0|0|167.0|0|0.0|100
0|2022-01-10|9867.0|0|9867.0|0|167.0|0|0.0|100
0|2022-01-11|9904.0|0|9904.0|0|168.0|0|0.0|100
0|2022-01-12|9976.0|0|9976.0|0|168.0|0|0.0|100
0|2022-01-13|9976.0|0|10066.0|0|168.0|0|0.0|100
0|2022-01-14|10165.0|0|10165.0|0|168.0|0|0.0|100
0|2022-01-15|10398.0|0|10398.0|0|168.0|0|0.0|100
0|2022-01-16|10497.0|0|10497.0|0|168.0|0|0.0|100
0|2022-01-17|10564.0|0|0.0|100|168.0|0|0.0|100
