|dates|Penobscot_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Penobscot_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Penobscot_Maine_UnitedStates.Male_Total_Population.data|Penobscot_Maine_UnitedStates.Male_Total_Population.missing|Penobscot_Maine_UnitedStates.Female_Total_Population.data|Penobscot_Maine_UnitedStates.Female_Total_Population.missing|Penobscot_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Penobscot_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-27|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-11-28|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-11-29|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-11-30|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-01|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-02|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-03|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-04|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-05|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-06|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-07|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-08|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-09|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-10|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-11|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-12|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-13|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-14|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-15|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-16|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-17|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-18|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-19|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-20|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-21|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-22|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-23|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-24|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-25|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-26|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-27|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-28|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-29|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-30|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2021-12-31|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-01|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-02|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-03|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-04|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-05|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-06|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-07|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-08|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-09|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-10|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-11|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-12|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-13|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-14|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-15|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-16|28204.0|0|74754.0|0|76342.0|0|27394.0|0
0|2022-01-17|28204.0|0|74754.0|0|76342.0|0|27394.0|0
