|dates|Bastrop_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bastrop_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bastrop_Texas_UnitedStates.Male_Total_Population.data|Bastrop_Texas_UnitedStates.Male_Total_Population.missing|Bastrop_Texas_UnitedStates.Female_Total_Population.data|Bastrop_Texas_UnitedStates.Female_Total_Population.missing|Bastrop_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bastrop_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-10|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-11|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-12|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-13|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-14|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-15|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-16|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-17|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-18|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-19|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-20|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-21|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-22|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-23|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-24|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-25|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-26|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-27|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-28|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-29|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-11-30|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-01|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-02|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-03|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-04|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-05|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-06|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-07|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-08|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-09|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-10|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-11|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-12|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-13|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-14|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-15|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-16|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-17|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-18|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-19|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-20|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-21|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-22|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-23|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-24|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-25|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-26|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-27|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-28|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-29|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-30|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2021-12-31|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-01|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-02|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-03|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-04|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-05|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-06|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-07|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-08|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-09|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-10|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-11|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-12|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-13|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-14|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-15|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-16|13211.0|0|44296.0|0|42680.0|0|22117.0|0
0|2022-01-17|13211.0|0|44296.0|0|42680.0|0|22117.0|0
