|dates|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Indiana_UnitedStates.NYT_ConfirmedCases.data|Morgan_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|9902.0|0|9922.0|0|187.0|0|0.0|100
0|2021-11-18|9935.0|0|9955.0|0|188.0|0|0.0|100
0|2021-11-19|9970.0|0|9990.0|0|188.0|0|0.0|100
0|2021-11-20|9970.0|0|9990.0|0|188.0|0|0.0|100
0|2021-11-21|9970.0|0|9990.0|0|188.0|0|0.0|100
0|2021-11-22|10043.0|0|10063.0|0|188.0|0|0.0|100
0|2021-11-23|10073.0|0|10093.0|0|188.0|0|0.0|100
0|2021-11-24|10134.0|0|10154.0|0|188.0|0|0.0|100
0|2021-11-25|10134.0|0|10154.0|0|188.0|0|0.0|100
0|2021-11-26|10134.0|0|10154.0|0|188.0|0|0.0|100
0|2021-11-27|10134.0|0|10154.0|0|188.0|0|0.0|100
0|2021-11-28|10134.0|0|10154.0|0|188.0|0|0.0|100
0|2021-11-29|10252.0|0|10272.0|0|188.0|0|0.0|100
0|2021-11-30|10276.0|0|10296.0|0|190.0|0|0.0|100
0|2021-12-01|10324.0|0|10344.0|0|191.0|0|0.0|100
0|2021-12-02|10324.0|0|10380.0|0|191.0|0|0.0|100
0|2021-12-03|10409.0|0|10429.0|0|192.0|0|0.0|100
0|2021-12-04|10409.0|0|10429.0|0|192.0|0|0.0|100
0|2021-12-05|10409.0|0|10429.0|0|192.0|0|0.0|100
0|2021-12-06|10552.0|0|10573.0|0|192.0|0|0.0|100
0|2021-12-07|10571.0|0|10592.0|0|195.0|0|0.0|100
0|2021-12-08|10619.0|0|10640.0|0|195.0|0|0.0|100
0|2021-12-09|10666.0|0|10688.0|0|195.0|0|0.0|100
0|2021-12-10|10707.0|0|10729.0|0|196.0|0|0.0|100
0|2021-12-11|10707.0|0|10729.0|0|196.0|0|0.0|100
0|2021-12-12|10707.0|0|10729.0|0|196.0|0|0.0|100
0|2021-12-13|10845.0|0|10867.0|0|197.0|0|0.0|100
0|2021-12-14|10845.0|0|10897.0|0|197.0|0|0.0|100
0|2021-12-15|10928.0|0|10950.0|0|199.0|0|0.0|100
0|2021-12-16|10972.0|0|10994.0|0|199.0|0|0.0|100
0|2021-12-17|11019.0|0|11041.0|0|201.0|0|0.0|100
0|2021-12-18|11019.0|0|11041.0|0|201.0|0|0.0|100
0|2021-12-19|11019.0|0|11041.0|0|201.0|0|0.0|100
0|2021-12-20|11130.0|0|11152.0|0|203.0|0|0.0|100
0|2021-12-21|11167.0|0|11189.0|0|203.0|0|0.0|100
0|2021-12-22|11222.0|0|11244.0|0|203.0|0|0.0|100
0|2021-12-23|11222.0|0|11244.0|0|203.0|0|0.0|100
0|2021-12-24|11222.0|0|11244.0|0|203.0|0|0.0|100
0|2021-12-25|11222.0|0|11244.0|0|203.0|0|0.0|100
0|2021-12-26|11222.0|0|11244.0|0|203.0|0|0.0|100
0|2021-12-27|11407.0|0|11429.0|0|203.0|0|0.0|100
0|2021-12-28|11451.0|0|11473.0|0|208.0|0|0.0|100
0|2021-12-29|11516.0|0|11538.0|0|208.0|0|0.0|100
0|2021-12-30|11595.0|0|11617.0|0|208.0|0|0.0|100
0|2021-12-31|11595.0|0|11617.0|0|208.0|0|0.0|100
0|2022-01-01|11595.0|0|11617.0|0|208.0|0|0.0|100
0|2022-01-02|11595.0|0|11617.0|0|208.0|0|0.0|100
0|2022-01-03|11919.0|0|11941.0|0|208.0|0|0.0|100
0|2022-01-04|11975.0|0|11997.0|0|212.0|0|0.0|100
0|2022-01-05|12138.0|0|12160.0|0|213.0|0|0.0|100
0|2022-01-06|12267.0|0|12290.0|0|217.0|0|0.0|100
0|2022-01-07|12434.0|0|12457.0|0|218.0|0|0.0|100
0|2022-01-08|12434.0|0|12457.0|0|218.0|0|0.0|100
0|2022-01-09|12434.0|0|12457.0|0|218.0|0|0.0|100
0|2022-01-10|12834.0|0|12859.0|0|220.0|0|0.0|100
0|2022-01-11|12931.0|0|12956.0|0|222.0|0|0.0|100
0|2022-01-12|13080.0|0|13105.0|0|224.0|0|0.0|100
0|2022-01-13|13080.0|0|13230.0|0|224.0|0|0.0|100
0|2022-01-14|13449.0|0|13475.0|0|228.0|0|0.0|100
0|2022-01-15|13449.0|0|13475.0|0|228.0|0|0.0|100
0|2022-01-16|13449.0|0|13475.0|0|228.0|0|0.0|100
0|2022-01-17|13934.0|0|0.0|100|230.0|0|0.0|100
