|dates|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.data|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Darke_Ohio_UnitedStates.NYT_ConfirmedCases.data|Darke_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|7950.0|0|7950.0|0|170.0|0|0.0|100
0|2021-11-12|7966.0|0|7966.0|0|171.0|0|0.0|100
0|2021-11-13|7974.0|0|7974.0|0|171.0|0|0.0|100
0|2021-11-14|7986.0|0|7986.0|0|171.0|0|0.0|100
0|2021-11-15|7997.0|0|7997.0|0|171.0|0|0.0|100
0|2021-11-16|8027.0|0|8027.0|0|173.0|0|0.0|100
0|2021-11-17|8066.0|0|8066.0|0|173.0|0|0.0|100
0|2021-11-18|8072.0|0|8072.0|0|173.0|0|0.0|100
0|2021-11-19|8102.0|0|8102.0|0|176.0|0|0.0|100
0|2021-11-20|8120.0|0|8120.0|0|176.0|0|0.0|100
0|2021-11-21|8124.0|0|8124.0|0|176.0|0|0.0|100
0|2021-11-22|8141.0|0|8141.0|0|176.0|0|0.0|100
0|2021-11-23|8163.0|0|8163.0|0|176.0|0|0.0|100
0|2021-11-24|8195.0|0|8195.0|0|176.0|0|0.0|100
0|2021-11-25|8195.0|0|8195.0|0|176.0|0|0.0|100
0|2021-11-26|8212.0|0|8212.0|0|179.0|0|0.0|100
0|2021-11-27|8215.0|0|8215.0|0|179.0|0|0.0|100
0|2021-11-28|8221.0|0|8221.0|0|179.0|0|0.0|100
0|2021-11-29|8270.0|0|8270.0|0|179.0|0|0.0|100
0|2021-11-30|8288.0|0|8288.0|0|180.0|0|0.0|100
0|2021-12-01|8325.0|0|8325.0|0|180.0|0|0.0|100
0|2021-12-02|8365.0|0|8365.0|0|180.0|0|0.0|100
0|2021-12-03|8365.0|0|8399.0|0|180.0|0|0.0|100
0|2021-12-04|8427.0|0|8427.0|0|181.0|0|0.0|100
0|2021-12-05|8435.0|0|8435.0|0|181.0|0|0.0|100
0|2021-12-06|8446.0|0|8446.0|0|181.0|0|0.0|100
0|2021-12-07|8514.0|0|8514.0|0|181.0|0|0.0|100
0|2021-12-08|8558.0|0|8558.0|0|181.0|0|0.0|100
0|2021-12-09|8596.0|0|8596.0|0|181.0|0|0.0|100
0|2021-12-10|8635.0|0|8635.0|0|181.0|0|0.0|100
0|2021-12-11|8681.0|0|8681.0|0|181.0|0|0.0|100
0|2021-12-12|8686.0|0|8686.0|0|181.0|0|0.0|100
0|2021-12-13|8717.0|0|8717.0|0|181.0|0|0.0|100
0|2021-12-14|8717.0|0|8752.0|0|181.0|0|0.0|100
0|2021-12-15|8806.0|0|8806.0|0|182.0|0|0.0|100
0|2021-12-16|8861.0|0|8861.0|0|182.0|0|0.0|100
0|2021-12-17|8882.0|0|8882.0|0|183.0|0|0.0|100
0|2021-12-18|8932.0|0|8932.0|0|183.0|0|0.0|100
0|2021-12-19|8948.0|0|8948.0|0|183.0|0|0.0|100
0|2021-12-20|8956.0|0|8956.0|0|183.0|0|0.0|100
0|2021-12-21|9001.0|0|9001.0|0|183.0|0|0.0|100
0|2021-12-22|9044.0|0|9044.0|0|183.0|0|0.0|100
0|2021-12-23|9078.0|0|9078.0|0|183.0|0|0.0|100
0|2021-12-24|9108.0|0|9108.0|0|185.0|0|0.0|100
0|2021-12-25|9108.0|0|9108.0|0|185.0|0|0.0|100
0|2021-12-26|9141.0|0|9141.0|0|185.0|0|0.0|100
0|2021-12-27|9152.0|0|9152.0|0|185.0|0|0.0|100
0|2021-12-28|9175.0|0|9175.0|0|186.0|0|0.0|100
0|2021-12-29|9240.0|0|9240.0|0|186.0|0|0.0|100
0|2021-12-30|9306.0|0|9306.0|0|186.0|0|0.0|100
0|2021-12-31|9360.0|0|9360.0|0|186.0|0|0.0|100
0|2022-01-01|9360.0|0|9360.0|0|189.0|0|0.0|100
0|2022-01-02|9410.0|0|9410.0|0|189.0|0|0.0|100
0|2022-01-03|9425.0|0|9425.0|0|189.0|0|0.0|100
0|2022-01-04|9485.0|0|9485.0|0|192.0|0|0.0|100
0|2022-01-05|9571.0|0|9571.0|0|192.0|0|0.0|100
0|2022-01-06|9597.0|0|9597.0|0|192.0|0|0.0|100
0|2022-01-07|9678.0|0|9678.0|0|192.0|0|0.0|100
0|2022-01-08|9719.0|0|9719.0|0|192.0|0|0.0|100
0|2022-01-09|9775.0|0|9775.0|0|192.0|0|0.0|100
0|2022-01-10|9880.0|0|9880.0|0|192.0|0|0.0|100
0|2022-01-11|9921.0|0|9921.0|0|195.0|0|0.0|100
0|2022-01-12|9961.0|0|9961.0|0|195.0|0|0.0|100
0|2022-01-13|9961.0|0|10041.0|0|195.0|0|0.0|100
0|2022-01-14|10184.0|0|10184.0|0|196.0|0|0.0|100
0|2022-01-15|10505.0|0|10505.0|0|196.0|0|0.0|100
0|2022-01-16|10608.0|0|10608.0|0|196.0|0|0.0|100
0|2022-01-17|10673.0|0|0.0|100|196.0|0|0.0|100
