|dates|DuPage_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DuPage_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DuPage_Illinois_UnitedStates.Male_Total_Population.data|DuPage_Illinois_UnitedStates.Male_Total_Population.missing|DuPage_Illinois_UnitedStates.Female_Total_Population.data|DuPage_Illinois_UnitedStates.Female_Total_Population.missing|DuPage_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|DuPage_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-04|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-05|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-06|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-07|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-08|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-09|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-10|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-11|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-12|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-13|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-14|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-15|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-16|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-17|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-18|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-19|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-20|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-21|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-22|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-23|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-24|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-25|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-26|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-27|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-28|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-29|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-30|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2021-12-31|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-01|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-02|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-03|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-04|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-05|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-06|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-07|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-08|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-09|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-10|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-11|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-12|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-13|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-14|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-15|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-16|143938.0|0|456211.0|0|472378.0|0|210552.0|0
0|2022-01-17|143938.0|0|456211.0|0|472378.0|0|210552.0|0
