|dates|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Atkinson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Atkinson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Atkinson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1590.0|0|1603.0|0|37.0|0|0.0|100
0|2021-12-03|1593.0|0|1605.0|0|37.0|0|0.0|100
0|2021-12-04|1593.0|0|1605.0|0|37.0|0|0.0|100
0|2021-12-05|1593.0|0|1605.0|0|37.0|0|0.0|100
0|2021-12-06|1594.0|0|1606.0|0|37.0|0|0.0|100
0|2021-12-07|1596.0|0|1608.0|0|37.0|0|0.0|100
0|2021-12-08|1595.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-09|1595.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-10|1595.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-11|1595.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-12|1595.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-13|1596.0|0|1608.0|0|37.0|0|0.0|100
0|2021-12-14|1596.0|0|1608.0|0|37.0|0|0.0|100
0|2021-12-15|1598.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-16|1598.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-17|1598.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-18|1598.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-19|1598.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-20|1599.0|0|1611.0|0|37.0|0|0.0|100
0|2021-12-21|1599.0|0|1611.0|0|37.0|0|0.0|100
0|2021-12-22|1599.0|0|1611.0|0|37.0|0|0.0|100
0|2021-12-23|1599.0|0|1611.0|0|37.0|0|0.0|100
0|2021-12-24|1601.0|0|1613.0|0|37.0|0|0.0|100
0|2021-12-25|1601.0|0|1613.0|0|37.0|0|0.0|100
0|2021-12-26|1601.0|0|1613.0|0|37.0|0|0.0|100
0|2021-12-27|1601.0|0|1613.0|0|37.0|0|0.0|100
0|2021-12-28|1602.0|0|1614.0|0|38.0|0|0.0|100
0|2021-12-29|1607.0|0|1619.0|0|38.0|0|0.0|100
0|2021-12-30|1611.0|0|1623.0|0|39.0|0|0.0|100
0|2021-12-31|1615.0|0|1627.0|0|39.0|0|0.0|100
0|2022-01-01|1615.0|0|1627.0|0|39.0|0|0.0|100
0|2022-01-02|1615.0|0|1627.0|0|39.0|0|0.0|100
0|2022-01-03|1615.0|0|1627.0|0|39.0|0|0.0|100
0|2022-01-04|1625.0|0|1637.0|0|39.0|0|0.0|100
0|2022-01-05|1640.0|0|1652.0|0|39.0|0|0.0|100
0|2022-01-06|1640.0|0|1652.0|0|39.0|0|0.0|100
0|2022-01-07|1640.0|0|1652.0|0|39.0|0|0.0|100
0|2022-01-08|1640.0|0|1652.0|0|39.0|0|0.0|100
0|2022-01-09|1640.0|0|1652.0|0|39.0|0|0.0|100
0|2022-01-10|1676.0|0|1687.0|0|39.0|0|0.0|100
0|2022-01-11|1694.0|0|1705.0|0|39.0|0|0.0|100
0|2022-01-12|1714.0|0|1725.0|0|39.0|0|0.0|100
0|2022-01-13|1714.0|0|1756.0|0|39.0|0|0.0|100
0|2022-01-14|1758.0|0|1769.0|0|39.0|0|0.0|100
0|2022-01-15|1758.0|0|1769.0|0|39.0|0|0.0|100
0|2022-01-16|1758.0|0|1769.0|0|39.0|0|0.0|100
0|2022-01-17|1778.0|0|0.0|100|39.0|0|0.0|100
