|dates|Decatur_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Iowa_UnitedStates.Male_Total_Population.data|Decatur_Iowa_UnitedStates.Male_Total_Population.missing|Decatur_Iowa_UnitedStates.Female_Total_Population.data|Decatur_Iowa_UnitedStates.Female_Total_Population.missing|Decatur_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-20|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-21|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-22|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-23|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-24|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-25|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-26|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-27|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-28|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-29|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-30|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2021-12-31|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-01|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-02|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-03|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-04|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-05|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-06|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-07|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-08|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-09|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-10|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-11|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-12|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-13|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-14|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-15|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-16|1584.0|0|3940.0|0|3950.0|0|1727.0|0
0|2022-01-17|1584.0|0|3940.0|0|3950.0|0|1727.0|0
