|dates|Grant_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Grant_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Grant_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Grant_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Grant_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Grant_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|348.0|0|348.0|0|8.0|0|0.0|100
0|2021-11-22|348.0|0|348.0|0|8.0|0|0.0|100
0|2021-11-23|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-11-24|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-25|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-26|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-27|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-28|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-29|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-11-30|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-12-01|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-12-02|351.0|0|351.0|0|8.0|0|0.0|100
0|2021-12-03|351.0|0|352.0|0|8.0|0|0.0|100
0|2021-12-04|353.0|0|353.0|0|8.0|0|0.0|100
0|2021-12-05|353.0|0|353.0|0|8.0|0|0.0|100
0|2021-12-06|353.0|0|353.0|0|8.0|0|0.0|100
0|2021-12-07|355.0|0|355.0|0|8.0|0|0.0|100
0|2021-12-08|355.0|0|355.0|0|8.0|0|0.0|100
0|2021-12-09|356.0|0|356.0|0|8.0|0|0.0|100
0|2021-12-10|358.0|0|358.0|0|8.0|0|0.0|100
0|2021-12-11|359.0|0|359.0|0|8.0|0|0.0|100
0|2021-12-12|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-13|362.0|0|362.0|0|8.0|0|0.0|100
0|2021-12-14|362.0|0|363.0|0|8.0|0|0.0|100
0|2021-12-15|364.0|0|364.0|0|8.0|0|0.0|100
0|2021-12-16|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-17|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-18|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-19|367.0|0|367.0|0|9.0|0|0.0|100
0|2021-12-20|367.0|0|367.0|0|9.0|0|0.0|100
0|2021-12-21|368.0|0|368.0|0|9.0|0|0.0|100
0|2021-12-22|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-23|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-24|368.0|0|368.0|0|9.0|0|0.0|100
0|2021-12-25|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-26|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-27|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-28|370.0|0|370.0|0|9.0|0|0.0|100
0|2021-12-29|371.0|0|371.0|0|9.0|0|0.0|100
0|2021-12-30|377.0|0|377.0|0|9.0|0|0.0|100
0|2021-12-31|380.0|0|380.0|0|9.0|0|0.0|100
0|2022-01-01|386.0|0|386.0|0|9.0|0|0.0|100
0|2022-01-02|386.0|0|386.0|0|9.0|0|0.0|100
0|2022-01-03|386.0|0|386.0|0|9.0|0|0.0|100
0|2022-01-04|390.0|0|390.0|0|10.0|0|0.0|100
0|2022-01-05|397.0|0|397.0|0|10.0|0|0.0|100
0|2022-01-06|398.0|0|398.0|0|11.0|0|0.0|100
0|2022-01-07|402.0|0|402.0|0|11.0|0|0.0|100
0|2022-01-08|405.0|0|405.0|0|11.0|0|0.0|100
0|2022-01-09|406.0|0|406.0|0|11.0|0|0.0|100
0|2022-01-10|407.0|0|407.0|0|11.0|0|0.0|100
0|2022-01-11|412.0|0|412.0|0|11.0|0|0.0|100
0|2022-01-12|419.0|0|419.0|0|11.0|0|0.0|100
0|2022-01-13|419.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-14|421.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-15|422.0|0|422.0|0|11.0|0|0.0|100
0|2022-01-16|423.0|0|423.0|0|11.0|0|0.0|100
0|2022-01-17|423.0|0|0.0|100|11.0|0|0.0|100
