|dates|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Frederick_Virginia_UnitedStates.NYT_ConfirmedCases.data|Frederick_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|13210.0|0|13264.0|0|167.0|0|0.0|100
0|2021-12-15|13314.0|0|13314.0|0|166.0|0|0.0|100
0|2021-12-16|13387.0|0|13387.0|0|167.0|0|0.0|100
0|2021-12-17|13439.0|0|13439.0|0|167.0|0|0.0|100
0|2021-12-18|13439.0|0|13439.0|0|167.0|0|0.0|100
0|2021-12-19|13439.0|0|13439.0|0|167.0|0|0.0|100
0|2021-12-20|13565.0|0|13565.0|0|172.0|0|0.0|100
0|2021-12-21|13611.0|0|13611.0|0|174.0|0|0.0|100
0|2021-12-22|13697.0|0|13697.0|0|176.0|0|0.0|100
0|2021-12-23|13774.0|0|13774.0|0|178.0|0|0.0|100
0|2021-12-24|13865.0|0|13865.0|0|180.0|0|0.0|100
0|2021-12-25|13865.0|0|13865.0|0|180.0|0|0.0|100
0|2021-12-26|13865.0|0|13865.0|0|180.0|0|0.0|100
0|2021-12-27|14029.0|0|14029.0|0|181.0|0|0.0|100
0|2021-12-28|14080.0|0|14080.0|0|182.0|0|0.0|100
0|2021-12-29|14237.0|0|14237.0|0|182.0|0|0.0|100
0|2021-12-30|14352.0|0|14352.0|0|182.0|0|0.0|100
0|2021-12-31|14580.0|0|14580.0|0|184.0|0|0.0|100
0|2022-01-01|14580.0|0|14580.0|0|184.0|0|0.0|100
0|2022-01-02|14580.0|0|14580.0|0|184.0|0|0.0|100
0|2022-01-03|15072.0|0|15072.0|0|185.0|0|0.0|100
0|2022-01-04|15230.0|0|15230.0|0|185.0|0|0.0|100
0|2022-01-05|15378.0|0|15378.0|0|185.0|0|0.0|100
0|2022-01-06|15623.0|0|15623.0|0|185.0|0|0.0|100
0|2022-01-07|15890.0|0|15890.0|0|185.0|0|0.0|100
0|2022-01-08|15890.0|0|15890.0|0|185.0|0|0.0|100
0|2022-01-09|15890.0|0|15890.0|0|185.0|0|0.0|100
0|2022-01-10|16568.0|0|16568.0|0|185.0|0|0.0|100
0|2022-01-11|16738.0|0|16738.0|0|186.0|0|0.0|100
0|2022-01-12|16945.0|0|16945.0|0|188.0|0|0.0|100
0|2022-01-13|16945.0|0|17156.0|0|188.0|0|0.0|100
0|2022-01-14|17330.0|0|17330.0|0|188.0|0|0.0|100
0|2022-01-15|17330.0|0|17330.0|0|188.0|0|0.0|100
0|2022-01-16|17330.0|0|17330.0|0|188.0|0|0.0|100
0|2022-01-17|17773.0|0|0.0|100|188.0|0|0.0|100
