|dates|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|1688.0|0|1688.0|0|30.0|0|0.0|100
0|2021-11-17|1694.0|0|1694.0|0|30.0|0|0.0|100
0|2021-11-18|1694.0|0|1694.0|0|30.0|0|0.0|100
0|2021-11-19|1698.0|0|1698.0|0|30.0|0|0.0|100
0|2021-11-20|1698.0|0|1698.0|0|30.0|0|0.0|100
0|2021-11-21|1698.0|0|1698.0|0|30.0|0|0.0|100
0|2021-11-22|1702.0|0|1702.0|0|30.0|0|0.0|100
0|2021-11-23|1712.0|0|1712.0|0|30.0|0|0.0|100
0|2021-11-24|1714.0|0|1714.0|0|30.0|0|0.0|100
0|2021-11-25|1714.0|0|1714.0|0|30.0|0|0.0|100
0|2021-11-26|1714.0|0|1714.0|0|30.0|0|0.0|100
0|2021-11-27|1714.0|0|1714.0|0|30.0|0|0.0|100
0|2021-11-28|1714.0|0|1714.0|0|30.0|0|0.0|100
0|2021-11-29|1716.0|0|1716.0|0|30.0|0|0.0|100
0|2021-11-30|1733.0|0|1733.0|0|30.0|0|0.0|100
0|2021-12-01|1738.0|0|1738.0|0|30.0|0|0.0|100
0|2021-12-02|1743.0|0|1743.0|0|30.0|0|0.0|100
0|2021-12-03|1749.0|0|1749.0|0|30.0|0|0.0|100
0|2021-12-04|1749.0|0|1749.0|0|30.0|0|0.0|100
0|2021-12-05|1749.0|0|1749.0|0|30.0|0|0.0|100
0|2021-12-06|1753.0|0|1753.0|0|30.0|0|0.0|100
0|2021-12-07|1772.0|0|1772.0|0|30.0|0|0.0|100
0|2021-12-08|1778.0|0|1778.0|0|30.0|0|0.0|100
0|2021-12-09|1781.0|0|1781.0|0|30.0|0|0.0|100
0|2021-12-10|1780.0|0|1780.0|0|30.0|0|0.0|100
0|2021-12-11|1780.0|0|1780.0|0|30.0|0|0.0|100
0|2021-12-12|1780.0|0|1780.0|0|30.0|0|0.0|100
0|2021-12-13|1783.0|0|1783.0|0|31.0|0|0.0|100
0|2021-12-14|1783.0|0|1788.0|0|31.0|0|0.0|100
0|2021-12-15|1791.0|0|1791.0|0|31.0|0|0.0|100
0|2021-12-16|1794.0|0|1794.0|0|31.0|0|0.0|100
0|2021-12-17|1798.0|0|1798.0|0|31.0|0|0.0|100
0|2021-12-18|1798.0|0|1798.0|0|31.0|0|0.0|100
0|2021-12-19|1798.0|0|1798.0|0|31.0|0|0.0|100
0|2021-12-20|1806.0|0|1806.0|0|31.0|0|0.0|100
0|2021-12-21|1812.0|0|1812.0|0|31.0|0|0.0|100
0|2021-12-22|1815.0|0|1815.0|0|31.0|0|0.0|100
0|2021-12-23|1819.0|0|1819.0|0|31.0|0|0.0|100
0|2021-12-24|1819.0|0|1819.0|0|31.0|0|0.0|100
0|2021-12-25|1819.0|0|1819.0|0|31.0|0|0.0|100
0|2021-12-26|1819.0|0|1819.0|0|31.0|0|0.0|100
0|2021-12-27|1823.0|0|1823.0|0|31.0|0|0.0|100
0|2021-12-28|1838.0|0|1838.0|0|31.0|0|0.0|100
0|2021-12-29|1851.0|0|1851.0|0|31.0|0|0.0|100
0|2021-12-30|1854.0|0|1854.0|0|31.0|0|0.0|100
0|2021-12-31|1854.0|0|1854.0|0|31.0|0|0.0|100
0|2022-01-01|1854.0|0|1854.0|0|31.0|0|0.0|100
0|2022-01-02|1854.0|0|1854.0|0|31.0|0|0.0|100
0|2022-01-03|1862.0|0|1862.0|0|31.0|0|0.0|100
0|2022-01-04|1889.0|0|1889.0|0|31.0|0|0.0|100
0|2022-01-05|1907.0|0|1907.0|0|31.0|0|0.0|100
0|2022-01-06|1929.0|0|1929.0|0|31.0|0|0.0|100
0|2022-01-07|1945.0|0|1945.0|0|31.0|0|0.0|100
0|2022-01-08|1945.0|0|1945.0|0|31.0|0|0.0|100
0|2022-01-09|1945.0|0|1945.0|0|31.0|0|0.0|100
0|2022-01-10|1961.0|0|1961.0|0|31.0|0|0.0|100
0|2022-01-11|1983.0|0|1983.0|0|31.0|0|0.0|100
0|2022-01-12|1998.0|0|1998.0|0|31.0|0|0.0|100
0|2022-01-13|1998.0|0|2062.0|0|31.0|0|0.0|100
0|2022-01-14|2062.0|0|2095.0|0|33.0|0|0.0|100
0|2022-01-15|2095.0|0|2095.0|0|33.0|0|0.0|100
0|2022-01-16|2095.0|0|2095.0|0|33.0|0|0.0|100
0|2022-01-17|2095.0|0|0.0|100|33.0|0|0.0|100
