|dates|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Lawrence_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|3491.0|0|3491.0|0|62.0|0|0.0|100
0|2021-12-03|3497.0|0|3497.0|0|62.0|0|0.0|100
0|2021-12-04|3502.0|0|3502.0|0|62.0|0|0.0|100
0|2021-12-05|3501.0|0|3501.0|0|62.0|0|0.0|100
0|2021-12-06|3503.0|0|3503.0|0|62.0|0|0.0|100
0|2021-12-07|3508.0|0|3508.0|0|62.0|0|0.0|100
0|2021-12-08|3511.0|0|3511.0|0|62.0|0|0.0|100
0|2021-12-09|3518.0|0|3518.0|0|62.0|0|0.0|100
0|2021-12-10|3523.0|0|3523.0|0|62.0|0|0.0|100
0|2021-12-11|3527.0|0|3527.0|0|62.0|0|0.0|100
0|2021-12-12|3529.0|0|3529.0|0|62.0|0|0.0|100
0|2021-12-13|3533.0|0|3533.0|0|62.0|0|0.0|100
0|2021-12-14|3533.0|0|3546.0|0|62.0|0|0.0|100
0|2021-12-15|3546.0|0|3546.0|0|62.0|0|0.0|100
0|2021-12-16|3552.0|0|3552.0|0|62.0|0|0.0|100
0|2021-12-17|3569.0|0|3569.0|0|62.0|0|0.0|100
0|2021-12-18|3580.0|0|3580.0|0|62.0|0|0.0|100
0|2021-12-19|3582.0|0|3582.0|0|62.0|0|0.0|100
0|2021-12-20|3584.0|0|3584.0|0|62.0|0|0.0|100
0|2021-12-21|3608.0|0|3608.0|0|62.0|0|0.0|100
0|2021-12-22|3610.0|0|3610.0|0|62.0|0|0.0|100
0|2021-12-23|3622.0|0|3622.0|0|62.0|0|0.0|100
0|2021-12-24|3625.0|0|3625.0|0|62.0|0|0.0|100
0|2021-12-25|3627.0|0|3627.0|0|62.0|0|0.0|100
0|2021-12-26|3629.0|0|3629.0|0|62.0|0|0.0|100
0|2021-12-27|3638.0|0|3638.0|0|62.0|0|0.0|100
0|2021-12-28|3656.0|0|3656.0|0|63.0|0|0.0|100
0|2021-12-29|3672.0|0|3672.0|0|63.0|0|0.0|100
0|2021-12-30|3687.0|0|3687.0|0|63.0|0|0.0|100
0|2021-12-31|3706.0|0|3706.0|0|63.0|0|0.0|100
0|2022-01-01|3725.0|0|3725.0|0|63.0|0|0.0|100
0|2022-01-02|3732.0|0|3732.0|0|63.0|0|0.0|100
0|2022-01-03|3743.0|0|3743.0|0|63.0|0|0.0|100
0|2022-01-04|3775.0|0|3775.0|0|63.0|0|0.0|100
0|2022-01-05|3809.0|0|3809.0|0|63.0|0|0.0|100
0|2022-01-06|3826.0|0|3826.0|0|64.0|0|0.0|100
0|2022-01-07|3851.0|0|3851.0|0|64.0|0|0.0|100
0|2022-01-08|3864.0|0|3864.0|0|64.0|0|0.0|100
0|2022-01-09|3864.0|0|3864.0|0|64.0|0|0.0|100
0|2022-01-10|3893.0|0|3893.0|0|64.0|0|0.0|100
0|2022-01-11|3944.0|0|3944.0|0|64.0|0|0.0|100
0|2022-01-12|3988.0|0|3988.0|0|64.0|0|0.0|100
0|2022-01-13|3988.0|0|4032.0|0|64.0|0|0.0|100
0|2022-01-14|4075.0|0|4075.0|0|64.0|0|0.0|100
0|2022-01-15|4119.0|0|4119.0|0|64.0|0|0.0|100
0|2022-01-16|4141.0|0|4141.0|0|64.0|0|0.0|100
0|2022-01-17|4160.0|0|0.0|100|64.0|0|0.0|100
