|dates|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|14784.0|0|14784.0|0|150.0|0|0.0|100
0|2021-12-13|14826.0|0|14826.0|0|150.0|0|0.0|100
0|2021-12-14|14826.0|0|14853.0|0|150.0|0|0.0|100
0|2021-12-15|14900.0|0|14900.0|0|152.0|0|0.0|100
0|2021-12-16|14943.0|0|14943.0|0|153.0|0|0.0|100
0|2021-12-17|14978.0|0|14978.0|0|154.0|0|0.0|100
0|2021-12-18|15010.0|0|15010.0|0|153.0|0|0.0|100
0|2021-12-19|15040.0|0|15040.0|0|153.0|0|0.0|100
0|2021-12-20|15070.0|0|15070.0|0|154.0|0|0.0|100
0|2021-12-21|15080.0|0|15080.0|0|155.0|0|0.0|100
0|2021-12-22|15120.0|0|15120.0|0|156.0|0|0.0|100
0|2021-12-23|15194.0|0|15194.0|0|156.0|0|0.0|100
0|2021-12-24|15194.0|0|15194.0|0|156.0|0|0.0|100
0|2021-12-25|15194.0|0|15194.0|0|156.0|0|0.0|100
0|2021-12-26|15194.0|0|15194.0|0|156.0|0|0.0|100
0|2021-12-27|15361.0|0|15361.0|0|156.0|0|0.0|100
0|2021-12-28|15414.0|0|15414.0|0|156.0|0|0.0|100
0|2021-12-29|15534.0|0|15534.0|0|158.0|0|0.0|100
0|2021-12-30|15710.0|0|15710.0|0|158.0|0|0.0|100
0|2021-12-31|15710.0|0|15710.0|0|158.0|0|0.0|100
0|2022-01-01|15710.0|0|15710.0|0|158.0|0|0.0|100
0|2022-01-02|15710.0|0|15710.0|0|158.0|0|0.0|100
0|2022-01-03|16266.0|0|16266.0|0|158.0|0|0.0|100
0|2022-01-04|16345.0|0|16345.0|0|158.0|0|0.0|100
0|2022-01-05|16649.0|0|16649.0|0|159.0|0|0.0|100
0|2022-01-06|17019.0|0|17019.0|0|159.0|0|0.0|100
0|2022-01-07|17266.0|0|17266.0|0|160.0|0|0.0|100
0|2022-01-08|17619.0|0|17619.0|0|160.0|0|0.0|100
0|2022-01-09|17778.0|0|17778.0|0|160.0|0|0.0|100
0|2022-01-10|17897.0|0|17897.0|0|160.0|0|0.0|100
0|2022-01-11|17994.0|0|17994.0|0|160.0|0|0.0|100
0|2022-01-12|18351.0|0|18351.0|0|160.0|0|0.0|100
0|2022-01-13|18351.0|0|18667.0|0|160.0|0|0.0|100
0|2022-01-14|18953.0|0|18953.0|0|163.0|0|0.0|100
0|2022-01-15|19233.0|0|19233.0|0|163.0|0|0.0|100
0|2022-01-16|19542.0|0|19542.0|0|163.0|0|0.0|100
0|2022-01-17|19690.0|0|0.0|100|164.0|0|0.0|100
