|dates|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Rhea_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rhea_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-09|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-10|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-11|7484.0|0|7484.0|0|130.0|0|0.0|100
0|2022-01-12|7648.0|0|7648.0|0|131.0|0|0.0|100
0|2022-01-13|7648.0|0|7648.0|0|131.0|0|0.0|100
0|2022-01-14|7648.0|0|7648.0|0|131.0|0|0.0|100
0|2022-01-15|7648.0|0|7648.0|0|131.0|0|0.0|100
0|2022-01-16|7648.0|0|7648.0|0|131.0|0|0.0|100
0|2022-01-17|7648.0|0|0.0|100|131.0|0|0.0|100
