|dates|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Kingsbury_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Kingsbury_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Kingsbury_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|942.0|0|942.0|0|18.0|0|0.0|100
0|2021-11-19|944.0|0|944.0|0|18.0|0|0.0|100
0|2021-11-20|944.0|0|944.0|0|18.0|0|0.0|100
0|2021-11-21|944.0|0|944.0|0|18.0|0|0.0|100
0|2021-11-22|946.0|0|946.0|0|18.0|0|0.0|100
0|2021-11-23|951.0|0|951.0|0|18.0|0|0.0|100
0|2021-11-24|954.0|0|954.0|0|18.0|0|0.0|100
0|2021-11-25|954.0|0|954.0|0|18.0|0|0.0|100
0|2021-11-26|954.0|0|954.0|0|18.0|0|0.0|100
0|2021-11-27|954.0|0|954.0|0|18.0|0|0.0|100
0|2021-11-28|954.0|0|954.0|0|18.0|0|0.0|100
0|2021-11-29|959.0|0|959.0|0|18.0|0|0.0|100
0|2021-11-30|962.0|0|962.0|0|18.0|0|0.0|100
0|2021-12-01|966.0|0|966.0|0|18.0|0|0.0|100
0|2021-12-02|969.0|0|969.0|0|18.0|0|0.0|100
0|2021-12-03|970.0|0|970.0|0|18.0|0|0.0|100
0|2021-12-04|970.0|0|970.0|0|18.0|0|0.0|100
0|2021-12-05|970.0|0|970.0|0|18.0|0|0.0|100
0|2021-12-06|972.0|0|972.0|0|19.0|0|0.0|100
0|2021-12-07|972.0|0|972.0|0|19.0|0|0.0|100
0|2021-12-08|973.0|0|973.0|0|19.0|0|0.0|100
0|2021-12-09|975.0|0|975.0|0|19.0|0|0.0|100
0|2021-12-10|988.0|0|988.0|0|19.0|0|0.0|100
0|2021-12-11|988.0|0|988.0|0|19.0|0|0.0|100
0|2021-12-12|988.0|0|988.0|0|19.0|0|0.0|100
0|2021-12-13|991.0|0|991.0|0|19.0|0|0.0|100
0|2021-12-14|991.0|0|998.0|0|19.0|0|0.0|100
0|2021-12-15|999.0|0|999.0|0|19.0|0|0.0|100
0|2021-12-16|1001.0|0|1001.0|0|19.0|0|0.0|100
0|2021-12-17|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-18|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-19|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-20|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-21|1010.0|0|1010.0|0|19.0|0|0.0|100
0|2021-12-22|1012.0|0|1012.0|0|19.0|0|0.0|100
0|2021-12-23|1017.0|0|1017.0|0|20.0|0|0.0|100
0|2021-12-24|1017.0|0|1017.0|0|20.0|0|0.0|100
0|2021-12-25|1017.0|0|1017.0|0|20.0|0|0.0|100
0|2021-12-26|1017.0|0|1017.0|0|20.0|0|0.0|100
0|2021-12-27|1019.0|0|1019.0|0|20.0|0|0.0|100
0|2021-12-28|1022.0|0|1022.0|0|20.0|0|0.0|100
0|2021-12-29|1023.0|0|1023.0|0|20.0|0|0.0|100
0|2021-12-30|1028.0|0|1028.0|0|20.0|0|0.0|100
0|2021-12-31|1028.0|0|1028.0|0|20.0|0|0.0|100
0|2022-01-01|1028.0|0|1028.0|0|20.0|0|0.0|100
0|2022-01-02|1028.0|0|1028.0|0|20.0|0|0.0|100
0|2022-01-03|1030.0|0|1030.0|0|20.0|0|0.0|100
0|2022-01-04|1040.0|0|1040.0|0|20.0|0|0.0|100
0|2022-01-05|1056.0|0|1056.0|0|20.0|0|0.0|100
0|2022-01-06|1066.0|0|1066.0|0|20.0|0|0.0|100
0|2022-01-07|1070.0|0|1070.0|0|20.0|0|0.0|100
0|2022-01-08|1070.0|0|1070.0|0|20.0|0|0.0|100
0|2022-01-09|1070.0|0|1070.0|0|20.0|0|0.0|100
0|2022-01-10|1076.0|0|1076.0|0|20.0|0|0.0|100
0|2022-01-11|1089.0|0|1089.0|0|20.0|0|0.0|100
0|2022-01-12|1105.0|0|1105.0|0|20.0|0|0.0|100
0|2022-01-13|1105.0|0|1110.0|0|20.0|0|0.0|100
0|2022-01-14|1110.0|0|1119.0|0|20.0|0|0.0|100
0|2022-01-15|1119.0|0|1119.0|0|20.0|0|0.0|100
0|2022-01-16|1119.0|0|1119.0|0|20.0|0|0.0|100
0|2022-01-17|1119.0|0|0.0|100|20.0|0|0.0|100
