|dates|Montague_Texas_UnitedStates.JHU_ConfirmedCases.data|Montague_Texas_UnitedStates.JHU_ConfirmedCases.missing|Montague_Texas_UnitedStates.NYT_ConfirmedCases.data|Montague_Texas_UnitedStates.NYT_ConfirmedCases.missing|Montague_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Montague_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Montague_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Montague_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|3131.0|0|3131.0|0|95.0|0|0.0|100
0|2021-11-14|3131.0|0|3131.0|0|95.0|0|0.0|100
0|2021-11-15|3131.0|0|3131.0|0|95.0|0|0.0|100
0|2021-11-16|3132.0|0|3132.0|0|95.0|0|0.0|100
0|2021-11-17|3133.0|0|3133.0|0|95.0|0|0.0|100
0|2021-11-18|3134.0|0|3134.0|0|95.0|0|0.0|100
0|2021-11-19|3134.0|0|3134.0|0|96.0|0|0.0|100
0|2021-11-20|3136.0|0|3136.0|0|96.0|0|0.0|100
0|2021-11-21|3136.0|0|3136.0|0|96.0|0|0.0|100
0|2021-11-22|3136.0|0|3136.0|0|96.0|0|0.0|100
0|2021-11-23|3141.0|0|3141.0|0|96.0|0|0.0|100
0|2021-11-24|3143.0|0|3143.0|0|96.0|0|0.0|100
0|2021-11-25|3143.0|0|3143.0|0|96.0|0|0.0|100
0|2021-11-26|3143.0|0|3143.0|0|96.0|0|0.0|100
0|2021-11-27|3143.0|0|3143.0|0|96.0|0|0.0|100
0|2021-11-28|3143.0|0|3143.0|0|96.0|0|0.0|100
0|2021-11-29|3144.0|0|3144.0|0|96.0|0|0.0|100
0|2021-11-30|3147.0|0|3147.0|0|97.0|0|0.0|100
0|2021-12-01|3147.0|0|3147.0|0|97.0|0|0.0|100
0|2021-12-02|3148.0|0|3148.0|0|97.0|0|0.0|100
0|2021-12-03|3152.0|0|3152.0|0|97.0|0|0.0|100
0|2021-12-04|3153.0|0|3153.0|0|98.0|0|0.0|100
0|2021-12-05|3153.0|0|3153.0|0|98.0|0|0.0|100
0|2021-12-06|3159.0|0|3159.0|0|98.0|0|0.0|100
0|2021-12-07|3160.0|0|3160.0|0|98.0|0|0.0|100
0|2021-12-08|3163.0|0|3163.0|0|98.0|0|0.0|100
0|2021-12-09|3165.0|0|3165.0|0|98.0|0|0.0|100
0|2021-12-10|3189.0|0|3189.0|0|98.0|0|0.0|100
0|2021-12-11|3189.0|0|3189.0|0|98.0|0|0.0|100
0|2021-12-12|3190.0|0|3190.0|0|98.0|0|0.0|100
0|2021-12-13|3197.0|0|3197.0|0|98.0|0|0.0|100
0|2021-12-14|3197.0|0|3205.0|0|98.0|0|0.0|100
0|2021-12-15|3211.0|0|3211.0|0|98.0|0|0.0|100
0|2021-12-16|3219.0|0|3219.0|0|98.0|0|0.0|100
0|2021-12-17|3222.0|0|3222.0|0|98.0|0|0.0|100
0|2021-12-18|3233.0|0|3233.0|0|98.0|0|0.0|100
0|2021-12-19|3237.0|0|3237.0|0|98.0|0|0.0|100
0|2021-12-20|3241.0|0|3241.0|0|98.0|0|0.0|100
0|2021-12-21|3244.0|0|3244.0|0|98.0|0|0.0|100
0|2021-12-22|3244.0|0|3244.0|0|98.0|0|0.0|100
0|2021-12-23|3246.0|0|3246.0|0|99.0|0|0.0|100
0|2021-12-24|3246.0|0|3246.0|0|99.0|0|0.0|100
0|2021-12-25|3246.0|0|3246.0|0|99.0|0|0.0|100
0|2021-12-26|3246.0|0|3246.0|0|99.0|0|0.0|100
0|2021-12-27|3267.0|0|3267.0|0|99.0|0|0.0|100
0|2021-12-28|3277.0|0|3277.0|0|99.0|0|0.0|100
0|2021-12-29|3284.0|0|3284.0|0|99.0|0|0.0|100
0|2021-12-30|3288.0|0|3288.0|0|99.0|0|0.0|100
0|2021-12-31|3288.0|0|3288.0|0|99.0|0|0.0|100
0|2022-01-01|3288.0|0|3288.0|0|99.0|0|0.0|100
0|2022-01-02|3288.0|0|3288.0|0|99.0|0|0.0|100
0|2022-01-03|3344.0|0|3344.0|0|99.0|0|0.0|100
0|2022-01-04|3356.0|0|3356.0|0|99.0|0|0.0|100
0|2022-01-05|3369.0|0|3369.0|0|99.0|0|0.0|100
0|2022-01-06|3382.0|0|3382.0|0|99.0|0|0.0|100
0|2022-01-07|3416.0|0|3416.0|0|101.0|0|0.0|100
0|2022-01-08|3449.0|0|3449.0|0|101.0|0|0.0|100
0|2022-01-09|3463.0|0|3463.0|0|102.0|0|0.0|100
0|2022-01-10|3493.0|0|3493.0|0|102.0|0|0.0|100
0|2022-01-11|3506.0|0|3506.0|0|102.0|0|0.0|100
0|2022-01-12|3539.0|0|3539.0|0|102.0|0|0.0|100
0|2022-01-13|3539.0|0|3567.0|0|102.0|0|0.0|100
0|2022-01-14|3567.0|0|3674.0|0|104.0|0|0.0|100
0|2022-01-15|3735.0|0|3735.0|0|104.0|0|0.0|100
0|2022-01-16|3774.0|0|3774.0|0|104.0|0|0.0|100
0|2022-01-17|3884.0|0|0.0|100|104.0|0|0.0|100
