|dates|Juneau_Alaska_UnitedStates.JHU_ConfirmedCases.data|Juneau_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Juneau_Alaska_UnitedStates.NYT_ConfirmedCases.data|Juneau_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Juneau_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Juneau_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Juneau_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Juneau_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|4209.0|0|4151.0|0|14.0|0|0.0|100
0|2021-12-06|4232.0|0|4174.0|0|14.0|0|0.0|100
0|2021-12-07|4232.0|0|4174.0|0|14.0|0|0.0|100
0|2021-12-08|4246.0|0|4188.0|0|14.0|0|0.0|100
0|2021-12-09|4246.0|0|4188.0|0|14.0|0|0.0|100
0|2021-12-10|4271.0|0|4213.0|0|14.0|0|0.0|100
0|2021-12-11|4271.0|0|4213.0|0|14.0|0|0.0|100
0|2021-12-12|4271.0|0|4213.0|0|14.0|0|0.0|100
0|2021-12-13|4295.0|0|4237.0|0|14.0|0|0.0|100
0|2021-12-14|4295.0|0|4237.0|0|14.0|0|0.0|100
0|2021-12-15|4315.0|0|4257.0|0|14.0|0|0.0|100
0|2021-12-16|4315.0|0|4257.0|0|14.0|0|0.0|100
0|2021-12-17|4330.0|0|4272.0|0|15.0|0|0.0|100
0|2021-12-18|4330.0|0|4272.0|0|15.0|0|0.0|100
0|2021-12-19|4330.0|0|4272.0|0|15.0|0|0.0|100
0|2021-12-20|4351.0|0|4292.0|0|15.0|0|0.0|100
0|2021-12-21|4351.0|0|4292.0|0|15.0|0|0.0|100
0|2021-12-22|4361.0|0|4302.0|0|15.0|0|0.0|100
0|2021-12-23|4361.0|0|4302.0|0|15.0|0|0.0|100
0|2021-12-24|4361.0|0|4302.0|0|15.0|0|0.0|100
0|2021-12-25|4361.0|0|4302.0|0|15.0|0|0.0|100
0|2021-12-26|4361.0|0|4302.0|0|15.0|0|0.0|100
0|2021-12-27|4429.0|0|4370.0|0|15.0|0|0.0|100
0|2021-12-28|4429.0|0|4370.0|0|15.0|0|0.0|100
0|2021-12-29|4507.0|0|4448.0|0|15.0|0|0.0|100
0|2021-12-30|4507.0|0|4448.0|0|15.0|0|0.0|100
0|2021-12-31|4507.0|0|4448.0|0|15.0|0|0.0|100
0|2022-01-01|4507.0|0|4448.0|0|15.0|0|0.0|100
0|2022-01-02|4507.0|0|4448.0|0|15.0|0|0.0|100
0|2022-01-03|4697.0|0|4636.0|0|15.0|0|0.0|100
0|2022-01-04|4697.0|0|4636.0|0|15.0|0|0.0|100
0|2022-01-05|4826.0|0|4636.0|0|15.0|0|0.0|100
0|2022-01-06|4826.0|0|4759.0|0|15.0|0|0.0|100
0|2022-01-07|5028.0|0|4967.0|0|15.0|0|0.0|100
0|2022-01-08|5028.0|0|4967.0|0|15.0|0|0.0|100
0|2022-01-09|5028.0|0|4967.0|0|15.0|0|0.0|100
0|2022-01-10|5239.0|0|5178.0|0|15.0|0|0.0|100
0|2022-01-11|5239.0|0|5178.0|0|15.0|0|0.0|100
0|2022-01-12|5415.0|0|5354.0|0|15.0|0|0.0|100
0|2022-01-13|5415.0|0|5354.0|0|15.0|0|0.0|100
0|2022-01-14|5658.0|0|5595.0|0|15.0|0|0.0|100
0|2022-01-15|5658.0|0|5595.0|0|15.0|0|0.0|100
0|2022-01-16|5658.0|0|5595.0|0|15.0|0|0.0|100
0|2022-01-17|5658.0|0|0.0|100|15.0|0|0.0|100
