|dates|Appomattox_Virginia_UnitedStates.JHU_ConfirmedCases.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Appomattox_Virginia_UnitedStates.NYT_ConfirmedCases.data|Appomattox_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Appomattox_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Appomattox_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|2483.0|0|2483.0|0|36.0|0|0.0|100
0|2021-11-20|2483.0|0|2483.0|0|36.0|0|0.0|100
0|2021-11-21|2483.0|0|2483.0|0|36.0|0|0.0|100
0|2021-11-22|2487.0|0|2487.0|0|36.0|0|0.0|100
0|2021-11-23|2489.0|0|2489.0|0|36.0|0|0.0|100
0|2021-11-24|2492.0|0|2492.0|0|36.0|0|0.0|100
0|2021-11-25|2496.0|0|2496.0|0|36.0|0|0.0|100
0|2021-11-26|2499.0|0|2499.0|0|36.0|0|0.0|100
0|2021-11-27|2499.0|0|2499.0|0|36.0|0|0.0|100
0|2021-11-28|2499.0|0|2499.0|0|36.0|0|0.0|100
0|2021-11-29|2513.0|0|2513.0|0|36.0|0|0.0|100
0|2021-11-30|2519.0|0|2519.0|0|36.0|0|0.0|100
0|2021-12-01|2531.0|0|2531.0|0|36.0|0|0.0|100
0|2021-12-02|2539.0|0|2539.0|0|36.0|0|0.0|100
0|2021-12-03|2548.0|0|2548.0|0|36.0|0|0.0|100
0|2021-12-04|2548.0|0|2548.0|0|36.0|0|0.0|100
0|2021-12-05|2548.0|0|2548.0|0|36.0|0|0.0|100
0|2021-12-06|2571.0|0|2571.0|0|36.0|0|0.0|100
0|2021-12-07|2575.0|0|2575.0|0|36.0|0|0.0|100
0|2021-12-08|2585.0|0|2585.0|0|36.0|0|0.0|100
0|2021-12-09|2589.0|0|2589.0|0|36.0|0|0.0|100
0|2021-12-10|2597.0|0|2597.0|0|36.0|0|0.0|100
0|2021-12-11|2597.0|0|2597.0|0|36.0|0|0.0|100
0|2021-12-12|2597.0|0|2597.0|0|36.0|0|0.0|100
0|2021-12-13|2603.0|0|2603.0|0|36.0|0|0.0|100
0|2021-12-14|2603.0|0|2607.0|0|36.0|0|0.0|100
0|2021-12-15|2612.0|0|2612.0|0|37.0|0|0.0|100
0|2021-12-16|2614.0|0|2614.0|0|37.0|0|0.0|100
0|2021-12-17|2619.0|0|2619.0|0|37.0|0|0.0|100
0|2021-12-18|2619.0|0|2619.0|0|37.0|0|0.0|100
0|2021-12-19|2619.0|0|2619.0|0|37.0|0|0.0|100
0|2021-12-20|2632.0|0|2632.0|0|37.0|0|0.0|100
0|2021-12-21|2635.0|0|2635.0|0|37.0|0|0.0|100
0|2021-12-22|2639.0|0|2639.0|0|37.0|0|0.0|100
0|2021-12-23|2648.0|0|2648.0|0|37.0|0|0.0|100
0|2021-12-24|2655.0|0|2655.0|0|37.0|0|0.0|100
0|2021-12-25|2655.0|0|2655.0|0|37.0|0|0.0|100
0|2021-12-26|2655.0|0|2655.0|0|37.0|0|0.0|100
0|2021-12-27|2668.0|0|2668.0|0|37.0|0|0.0|100
0|2021-12-28|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-29|2681.0|0|2681.0|0|38.0|0|0.0|100
0|2021-12-30|2702.0|0|2702.0|0|38.0|0|0.0|100
0|2021-12-31|2727.0|0|2727.0|0|38.0|0|0.0|100
0|2022-01-01|2727.0|0|2727.0|0|38.0|0|0.0|100
0|2022-01-02|2727.0|0|2727.0|0|38.0|0|0.0|100
0|2022-01-03|2771.0|0|2771.0|0|38.0|0|0.0|100
0|2022-01-04|2789.0|0|2789.0|0|38.0|0|0.0|100
0|2022-01-05|2793.0|0|2793.0|0|38.0|0|0.0|100
0|2022-01-06|2827.0|0|2827.0|0|38.0|0|0.0|100
0|2022-01-07|2837.0|0|2837.0|0|38.0|0|0.0|100
0|2022-01-08|2837.0|0|2837.0|0|38.0|0|0.0|100
0|2022-01-09|2837.0|0|2837.0|0|38.0|0|0.0|100
0|2022-01-10|2908.0|0|2908.0|0|38.0|0|0.0|100
0|2022-01-11|2923.0|0|2923.0|0|38.0|0|0.0|100
0|2022-01-12|2933.0|0|2933.0|0|38.0|0|0.0|100
0|2022-01-13|2933.0|0|2956.0|0|38.0|0|0.0|100
0|2022-01-14|2975.0|0|2975.0|0|38.0|0|0.0|100
0|2022-01-15|2975.0|0|2975.0|0|38.0|0|0.0|100
0|2022-01-16|2975.0|0|2975.0|0|38.0|0|0.0|100
0|2022-01-17|3036.0|0|0.0|100|38.0|0|0.0|100
