|dates|Duval_Texas_UnitedStates.JHU_ConfirmedCases.data|Duval_Texas_UnitedStates.JHU_ConfirmedCases.missing|Duval_Texas_UnitedStates.NYT_ConfirmedCases.data|Duval_Texas_UnitedStates.NYT_ConfirmedCases.missing|Duval_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Duval_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Duval_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Duval_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|2020.0|0|2020.0|0|60.0|0|0.0|100
0|2021-12-24|2020.0|0|2020.0|0|60.0|0|0.0|100
0|2021-12-25|2020.0|0|2020.0|0|60.0|0|0.0|100
0|2021-12-26|2020.0|0|2020.0|0|60.0|0|0.0|100
0|2021-12-27|2024.0|0|2024.0|0|61.0|0|0.0|100
0|2021-12-28|2027.0|0|2027.0|0|61.0|0|0.0|100
0|2021-12-29|2028.0|0|2028.0|0|61.0|0|0.0|100
0|2021-12-30|2034.0|0|2034.0|0|61.0|0|0.0|100
0|2021-12-31|2034.0|0|2034.0|0|61.0|0|0.0|100
0|2022-01-01|2034.0|0|2034.0|0|61.0|0|0.0|100
0|2022-01-02|2034.0|0|2034.0|0|61.0|0|0.0|100
0|2022-01-03|2086.0|0|2086.0|0|61.0|0|0.0|100
0|2022-01-04|2103.0|0|2103.0|0|61.0|0|0.0|100
0|2022-01-05|2109.0|0|2109.0|0|61.0|0|0.0|100
0|2022-01-06|2120.0|0|2120.0|0|62.0|0|0.0|100
0|2022-01-07|2141.0|0|2141.0|0|62.0|0|0.0|100
0|2022-01-08|2159.0|0|2159.0|0|62.0|0|0.0|100
0|2022-01-09|2177.0|0|2177.0|0|62.0|0|0.0|100
0|2022-01-10|2190.0|0|2190.0|0|62.0|0|0.0|100
0|2022-01-11|2209.0|0|2209.0|0|62.0|0|0.0|100
0|2022-01-12|2228.0|0|2228.0|0|62.0|0|0.0|100
0|2022-01-13|2228.0|0|2248.0|0|62.0|0|0.0|100
0|2022-01-14|2248.0|0|2309.0|0|62.0|0|0.0|100
0|2022-01-15|2335.0|0|2335.0|0|62.0|0|0.0|100
0|2022-01-16|2403.0|0|2403.0|0|62.0|0|0.0|100
0|2022-01-17|2432.0|0|0.0|100|62.0|0|0.0|100
