|dates|Franklin_Alabama_UnitedStates.JHU_ConfirmedCases.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Alabama_UnitedStates.NYT_ConfirmedCases.data|Franklin_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|6239.0|0|6239.0|0|108.0|0|0.0|100
0|2021-11-19|6264.0|0|6264.0|0|108.0|0|0.0|100
0|2021-11-20|6266.0|0|6266.0|0|108.0|0|0.0|100
0|2021-11-21|6268.0|0|6268.0|0|108.0|0|0.0|100
0|2021-11-22|6281.0|0|6281.0|0|108.0|0|0.0|100
0|2021-11-23|6298.0|0|6298.0|0|108.0|0|0.0|100
0|2021-11-24|6331.0|0|6331.0|0|108.0|0|0.0|100
0|2021-11-25|6337.0|0|6337.0|0|108.0|0|0.0|100
0|2021-11-26|6337.0|0|6337.0|0|108.0|0|0.0|100
0|2021-11-27|6340.0|0|6340.0|0|108.0|0|0.0|100
0|2021-11-28|6342.0|0|6342.0|0|108.0|0|0.0|100
0|2021-11-29|6342.0|0|6342.0|0|108.0|0|0.0|100
0|2021-11-30|6342.0|0|6338.0|0|108.0|0|0.0|100
0|2021-12-01|6347.0|0|6347.0|0|108.0|0|0.0|100
0|2021-12-02|6355.0|0|6355.0|0|108.0|0|0.0|100
0|2021-12-03|6364.0|0|6364.0|0|108.0|0|0.0|100
0|2021-12-04|6364.0|0|6364.0|0|108.0|0|0.0|100
0|2021-12-05|6366.0|0|6366.0|0|108.0|0|0.0|100
0|2021-12-06|6369.0|0|6369.0|0|108.0|0|0.0|100
0|2021-12-07|6379.0|0|6379.0|0|108.0|0|0.0|100
0|2021-12-08|6394.0|0|6394.0|0|108.0|0|0.0|100
0|2021-12-09|6398.0|0|6398.0|0|108.0|0|0.0|100
0|2021-12-10|6402.0|0|6402.0|0|108.0|0|0.0|100
0|2021-12-11|6408.0|0|6408.0|0|108.0|0|0.0|100
0|2021-12-12|6408.0|0|6408.0|0|108.0|0|0.0|100
0|2021-12-13|6410.0|0|6410.0|0|108.0|0|0.0|100
0|2021-12-14|6410.0|0|6414.0|0|108.0|0|0.0|100
0|2021-12-15|6422.0|0|6422.0|0|108.0|0|0.0|100
0|2021-12-16|6430.0|0|6430.0|0|108.0|0|0.0|100
0|2021-12-17|6437.0|0|6437.0|0|109.0|0|0.0|100
0|2021-12-18|6440.0|0|6440.0|0|109.0|0|0.0|100
0|2021-12-19|6442.0|0|6442.0|0|109.0|0|0.0|100
0|2021-12-20|6443.0|0|6443.0|0|109.0|0|0.0|100
0|2021-12-21|6452.0|0|6452.0|0|109.0|0|0.0|100
0|2021-12-22|6465.0|0|6465.0|0|109.0|0|0.0|100
0|2021-12-23|6472.0|0|6472.0|0|110.0|0|0.0|100
0|2021-12-24|6482.0|0|6482.0|0|110.0|0|0.0|100
0|2021-12-25|6485.0|0|6485.0|0|110.0|0|0.0|100
0|2021-12-26|6486.0|0|6486.0|0|110.0|0|0.0|100
0|2021-12-27|6491.0|0|6491.0|0|110.0|0|0.0|100
0|2021-12-28|6507.0|0|6507.0|0|111.0|0|0.0|100
0|2021-12-29|6522.0|0|6522.0|0|111.0|0|0.0|100
0|2021-12-30|6548.0|0|6548.0|0|111.0|0|0.0|100
0|2021-12-31|6561.0|0|6561.0|0|111.0|0|0.0|100
0|2022-01-01|6561.0|0|6561.0|0|111.0|0|0.0|100
0|2022-01-02|6589.0|0|6589.0|0|111.0|0|0.0|100
0|2022-01-03|6598.0|0|6598.0|0|111.0|0|0.0|100
0|2022-01-04|6631.0|0|6631.0|0|111.0|0|0.0|100
0|2022-01-05|6694.0|0|6694.0|0|111.0|0|0.0|100
0|2022-01-06|6741.0|0|6741.0|0|111.0|0|0.0|100
0|2022-01-07|6798.0|0|6798.0|0|112.0|0|0.0|100
0|2022-01-08|6828.0|0|6828.0|0|113.0|0|0.0|100
0|2022-01-09|6879.0|0|6879.0|0|113.0|0|0.0|100
0|2022-01-10|6910.0|0|6910.0|0|113.0|0|0.0|100
0|2022-01-11|6954.0|0|6954.0|0|113.0|0|0.0|100
0|2022-01-12|7036.0|0|7036.0|0|114.0|0|0.0|100
0|2022-01-13|7036.0|0|7036.0|0|114.0|0|0.0|100
0|2022-01-14|7036.0|0|7036.0|0|114.0|0|0.0|100
0|2022-01-15|7036.0|0|7036.0|0|114.0|0|0.0|100
0|2022-01-16|7532.0|0|7532.0|0|116.0|0|0.0|100
0|2022-01-17|7592.0|0|0.0|100|116.0|0|0.0|100
