|dates|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Maury_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Maury_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Maury_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|19759.0|0|19759.0|0|237.0|0|0.0|100
0|2021-11-25|19759.0|0|19759.0|0|237.0|0|0.0|100
0|2021-11-26|19759.0|0|19759.0|0|237.0|0|0.0|100
0|2021-11-27|19759.0|0|19759.0|0|237.0|0|0.0|100
0|2021-11-28|19759.0|0|19759.0|0|237.0|0|0.0|100
0|2021-11-29|19816.0|0|19816.0|0|237.0|0|0.0|100
0|2021-11-30|19847.0|0|19847.0|0|239.0|0|0.0|100
0|2021-12-01|19879.0|0|19879.0|0|240.0|0|0.0|100
0|2021-12-02|19905.0|0|19905.0|0|241.0|0|0.0|100
0|2021-12-03|19924.0|0|19924.0|0|242.0|0|0.0|100
0|2021-12-04|19924.0|0|19924.0|0|242.0|0|0.0|100
0|2021-12-05|19924.0|0|19924.0|0|242.0|0|0.0|100
0|2021-12-06|19979.0|0|19979.0|0|243.0|0|0.0|100
0|2021-12-07|20009.0|0|20009.0|0|245.0|0|0.0|100
0|2021-12-08|20041.0|0|20041.0|0|245.0|0|0.0|100
0|2021-12-09|20041.0|0|20041.0|0|245.0|0|0.0|100
0|2021-12-10|20086.0|0|20086.0|0|246.0|0|0.0|100
0|2021-12-11|20086.0|0|20086.0|0|246.0|0|0.0|100
0|2021-12-12|20086.0|0|20086.0|0|246.0|0|0.0|100
0|2021-12-13|20140.0|0|20140.0|0|246.0|0|0.0|100
0|2021-12-14|20140.0|0|20166.0|0|246.0|0|0.0|100
0|2021-12-15|20198.0|0|20198.0|0|247.0|0|0.0|100
0|2021-12-16|20233.0|0|20233.0|0|247.0|0|0.0|100
0|2021-12-17|20256.0|0|20256.0|0|247.0|0|0.0|100
0|2021-12-18|20256.0|0|20256.0|0|247.0|0|0.0|100
0|2021-12-19|20256.0|0|20256.0|0|247.0|0|0.0|100
0|2021-12-20|20310.0|0|20310.0|0|247.0|0|0.0|100
0|2021-12-21|20336.0|0|20336.0|0|247.0|0|0.0|100
0|2021-12-22|20366.0|0|20366.0|0|247.0|0|0.0|100
0|2021-12-23|20427.0|0|20427.0|0|267.0|0|0.0|100
0|2021-12-24|20427.0|0|20427.0|0|267.0|0|0.0|100
0|2021-12-25|20427.0|0|20427.0|0|267.0|0|0.0|100
0|2021-12-26|20427.0|0|20427.0|0|267.0|0|0.0|100
0|2021-12-27|20573.0|0|20573.0|0|270.0|0|0.0|100
0|2021-12-28|20650.0|0|20650.0|0|270.0|0|0.0|100
0|2021-12-29|20750.0|0|20750.0|0|270.0|0|0.0|100
0|2021-12-30|20925.0|0|20925.0|0|271.0|0|0.0|100
0|2021-12-31|20925.0|0|20925.0|0|271.0|0|0.0|100
0|2022-01-01|20925.0|0|20925.0|0|271.0|0|0.0|100
0|2022-01-02|20925.0|0|20925.0|0|271.0|0|0.0|100
0|2022-01-03|21369.0|0|21369.0|0|271.0|0|0.0|100
0|2022-01-04|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-05|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-06|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-07|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-08|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-09|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-10|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-11|21478.0|0|21478.0|0|271.0|0|0.0|100
0|2022-01-12|22174.0|0|22174.0|0|273.0|0|0.0|100
0|2022-01-13|22174.0|0|22174.0|0|273.0|0|0.0|100
0|2022-01-14|22174.0|0|22174.0|0|273.0|0|0.0|100
0|2022-01-15|22174.0|0|22174.0|0|273.0|0|0.0|100
0|2022-01-16|22174.0|0|22174.0|0|273.0|0|0.0|100
0|2022-01-17|22174.0|0|0.0|100|273.0|0|0.0|100
