|dates|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lehigh_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lehigh_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|51176.0|0|51176.0|0|957.0|0|0.0|100
0|2021-11-21|51318.0|0|51318.0|0|957.0|0|0.0|100
0|2021-11-22|51454.0|0|51454.0|0|957.0|0|0.0|100
0|2021-11-23|51670.0|0|51670.0|0|958.0|0|0.0|100
0|2021-11-24|51852.0|0|51852.0|0|958.0|0|0.0|100
0|2021-11-25|52025.0|0|52025.0|0|961.0|0|0.0|100
0|2021-11-26|52272.0|0|52272.0|0|961.0|0|0.0|100
0|2021-11-27|52411.0|0|52411.0|0|961.0|0|0.0|100
0|2021-11-28|52620.0|0|52620.0|0|961.0|0|0.0|100
0|2021-11-29|52782.0|0|52782.0|0|961.0|0|0.0|100
0|2021-11-30|52965.0|0|52965.0|0|963.0|0|0.0|100
0|2021-12-01|53173.0|0|53173.0|0|963.0|0|0.0|100
0|2021-12-02|53487.0|0|53487.0|0|967.0|0|0.0|100
0|2021-12-03|53771.0|0|53771.0|0|968.0|0|0.0|100
0|2021-12-04|54159.0|0|54159.0|0|971.0|0|0.0|100
0|2021-12-05|54391.0|0|54391.0|0|972.0|0|0.0|100
0|2021-12-06|54625.0|0|54625.0|0|976.0|0|0.0|100
0|2021-12-07|54835.0|0|54835.0|0|981.0|0|0.0|100
0|2021-12-08|55038.0|0|55038.0|0|982.0|0|0.0|100
0|2021-12-09|55238.0|0|55238.0|0|982.0|0|0.0|100
0|2021-12-10|55725.0|0|55725.0|0|985.0|0|0.0|100
0|2021-12-11|56202.0|0|56202.0|0|991.0|0|0.0|100
0|2021-12-12|56526.0|0|56526.0|0|991.0|0|0.0|100
0|2021-12-13|56795.0|0|56795.0|0|991.0|0|0.0|100
0|2021-12-14|56795.0|0|57085.0|0|991.0|0|0.0|100
0|2021-12-15|57358.0|0|57358.0|0|998.0|0|0.0|100
0|2021-12-16|57650.0|0|57650.0|0|1002.0|0|0.0|100
0|2021-12-17|57909.0|0|57909.0|0|1002.0|0|0.0|100
0|2021-12-18|58253.0|0|58253.0|0|1009.0|0|0.0|100
0|2021-12-19|58502.0|0|58502.0|0|1010.0|0|0.0|100
0|2021-12-20|58738.0|0|58738.0|0|1010.0|0|0.0|100
0|2021-12-21|58993.0|0|58993.0|0|1012.0|0|0.0|100
0|2021-12-22|59271.0|0|59271.0|0|1021.0|0|0.0|100
0|2021-12-23|59662.0|0|59662.0|0|1029.0|0|0.0|100
0|2021-12-24|60027.0|0|60027.0|0|1032.0|0|0.0|100
0|2021-12-25|60424.0|0|60424.0|0|1032.0|0|0.0|100
0|2021-12-26|60848.0|0|60848.0|0|1032.0|0|0.0|100
0|2021-12-27|61129.0|0|61129.0|0|1032.0|0|0.0|100
0|2021-12-28|61824.0|0|61824.0|0|1033.0|0|0.0|100
0|2021-12-29|62360.0|0|62360.0|0|1045.0|0|0.0|100
0|2021-12-30|62899.0|0|62899.0|0|1047.0|0|0.0|100
0|2021-12-31|63964.0|0|63964.0|0|1047.0|0|0.0|100
0|2022-01-01|64637.0|0|64637.0|0|1047.0|0|0.0|100
0|2022-01-02|65466.0|0|65466.0|0|1047.0|0|0.0|100
0|2022-01-03|66613.0|0|66613.0|0|1049.0|0|0.0|100
0|2022-01-04|67438.0|0|67438.0|0|1054.0|0|0.0|100
0|2022-01-05|68397.0|0|68397.0|0|1055.0|0|0.0|100
0|2022-01-06|69438.0|0|69438.0|0|1066.0|0|0.0|100
0|2022-01-07|70687.0|0|70687.0|0|1071.0|0|0.0|100
0|2022-01-08|72327.0|0|72327.0|0|1075.0|0|0.0|100
0|2022-01-09|73591.0|0|73591.0|0|1076.0|0|0.0|100
0|2022-01-10|75139.0|0|75139.0|0|1077.0|0|0.0|100
0|2022-01-11|76767.0|0|76767.0|0|1083.0|0|0.0|100
0|2022-01-12|78188.0|0|78188.0|0|1092.0|0|0.0|100
0|2022-01-13|78188.0|0|79301.0|0|1092.0|0|0.0|100
0|2022-01-14|80215.0|0|80215.0|0|1101.0|0|0.0|100
0|2022-01-15|80779.0|0|80779.0|0|1108.0|0|0.0|100
0|2022-01-16|82120.0|0|82120.0|0|1108.0|0|0.0|100
0|2022-01-17|82488.0|0|0.0|100|1108.0|0|0.0|100
