|dates|Presidio_Texas_UnitedStates.JHU_ConfirmedCases.data|Presidio_Texas_UnitedStates.JHU_ConfirmedCases.missing|Presidio_Texas_UnitedStates.NYT_ConfirmedCases.data|Presidio_Texas_UnitedStates.NYT_ConfirmedCases.missing|Presidio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Presidio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Presidio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Presidio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-11-28|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-11-29|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-11-30|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-12-01|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-12-02|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-12-03|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-12-04|914.0|0|914.0|0|28.0|0|0.0|100
0|2021-12-05|920.0|0|920.0|0|28.0|0|0.0|100
0|2021-12-06|921.0|0|921.0|0|28.0|0|0.0|100
0|2021-12-07|921.0|0|921.0|0|28.0|0|0.0|100
0|2021-12-08|921.0|0|921.0|0|28.0|0|0.0|100
0|2021-12-09|921.0|0|921.0|0|28.0|0|0.0|100
0|2021-12-10|922.0|0|922.0|0|28.0|0|0.0|100
0|2021-12-11|924.0|0|924.0|0|28.0|0|0.0|100
0|2021-12-12|924.0|0|924.0|0|28.0|0|0.0|100
0|2021-12-13|925.0|0|925.0|0|28.0|0|0.0|100
0|2021-12-14|925.0|0|925.0|0|28.0|0|0.0|100
0|2021-12-15|925.0|0|925.0|0|28.0|0|0.0|100
0|2021-12-16|925.0|0|925.0|0|28.0|0|0.0|100
0|2021-12-17|925.0|0|925.0|0|28.0|0|0.0|100
0|2021-12-18|926.0|0|926.0|0|28.0|0|0.0|100
0|2021-12-19|926.0|0|926.0|0|28.0|0|0.0|100
0|2021-12-20|926.0|0|926.0|0|28.0|0|0.0|100
0|2021-12-21|927.0|0|927.0|0|28.0|0|0.0|100
0|2021-12-22|927.0|0|927.0|0|28.0|0|0.0|100
0|2021-12-23|930.0|0|930.0|0|29.0|0|0.0|100
0|2021-12-24|930.0|0|930.0|0|29.0|0|0.0|100
0|2021-12-25|930.0|0|930.0|0|29.0|0|0.0|100
0|2021-12-26|930.0|0|930.0|0|29.0|0|0.0|100
0|2021-12-27|932.0|0|932.0|0|29.0|0|0.0|100
0|2021-12-28|933.0|0|933.0|0|30.0|0|0.0|100
0|2021-12-29|933.0|0|933.0|0|30.0|0|0.0|100
0|2021-12-30|933.0|0|933.0|0|30.0|0|0.0|100
0|2021-12-31|933.0|0|933.0|0|30.0|0|0.0|100
0|2022-01-01|933.0|0|933.0|0|30.0|0|0.0|100
0|2022-01-02|933.0|0|933.0|0|30.0|0|0.0|100
0|2022-01-03|938.0|0|938.0|0|30.0|0|0.0|100
0|2022-01-04|942.0|0|942.0|0|30.0|0|0.0|100
0|2022-01-05|942.0|0|942.0|0|31.0|0|0.0|100
0|2022-01-06|943.0|0|943.0|0|31.0|0|0.0|100
0|2022-01-07|943.0|0|943.0|0|31.0|0|0.0|100
0|2022-01-08|944.0|0|944.0|0|32.0|0|0.0|100
0|2022-01-09|946.0|0|946.0|0|32.0|0|0.0|100
0|2022-01-10|947.0|0|947.0|0|32.0|0|0.0|100
0|2022-01-11|949.0|0|949.0|0|32.0|0|0.0|100
0|2022-01-12|949.0|0|949.0|0|32.0|0|0.0|100
0|2022-01-13|949.0|0|953.0|0|32.0|0|0.0|100
0|2022-01-14|953.0|0|888.0|0|32.0|0|0.0|100
0|2022-01-15|953.0|0|891.0|0|32.0|0|0.0|100
0|2022-01-16|893.0|0|893.0|0|32.0|0|0.0|100
0|2022-01-17|898.0|0|0.0|100|32.0|0|0.0|100
