|dates|Sharkey_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sharkey_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sharkey_Mississippi_UnitedStates.Male_Total_Population.data|Sharkey_Mississippi_UnitedStates.Male_Total_Population.missing|Sharkey_Mississippi_UnitedStates.Female_Total_Population.data|Sharkey_Mississippi_UnitedStates.Female_Total_Population.missing|Sharkey_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Sharkey_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-01|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-02|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-03|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-04|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-05|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-06|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-07|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-08|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-09|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-10|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-11|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-12|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-13|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-14|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-15|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-16|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-17|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-18|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-19|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-20|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-21|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-22|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-23|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-24|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-25|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-26|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-27|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-28|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-29|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-30|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2021-12-31|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-01|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-02|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-03|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-04|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-05|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-06|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-07|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-08|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-09|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-10|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-11|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-12|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-13|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-14|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-15|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-16|838.0|0|2091.0|0|2286.0|0|1056.0|0
0|2022-01-17|838.0|0|2091.0|0|2286.0|0|1056.0|0
