|dates|Holmes_Ohio_UnitedStates.JHU_ConfirmedCases.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Holmes_Ohio_UnitedStates.NYT_ConfirmedCases.data|Holmes_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Holmes_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Holmes_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|4347.0|0|4347.0|0|157.0|0|0.0|100
0|2022-01-03|4360.0|0|4360.0|0|157.0|0|0.0|100
0|2022-01-04|4371.0|0|4371.0|0|157.0|0|0.0|100
0|2022-01-05|4417.0|0|4417.0|0|157.0|0|0.0|100
0|2022-01-06|4425.0|0|4425.0|0|157.0|0|0.0|100
0|2022-01-07|4458.0|0|4458.0|0|157.0|0|0.0|100
0|2022-01-08|4499.0|0|4499.0|0|157.0|0|0.0|100
0|2022-01-09|4518.0|0|4518.0|0|157.0|0|0.0|100
0|2022-01-10|4529.0|0|4529.0|0|157.0|0|0.0|100
0|2022-01-11|4554.0|0|4554.0|0|158.0|0|0.0|100
0|2022-01-12|4577.0|0|4577.0|0|158.0|0|0.0|100
0|2022-01-13|4577.0|0|4592.0|0|158.0|0|0.0|100
0|2022-01-14|4645.0|0|4645.0|0|161.0|0|0.0|100
0|2022-01-15|4700.0|0|4700.0|0|161.0|0|0.0|100
0|2022-01-16|4727.0|0|4727.0|0|161.0|0|0.0|100
0|2022-01-17|4747.0|0|0.0|100|161.0|0|0.0|100
