|dates|Putnam_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_WestVirginia_UnitedStates.Male_Total_Population.data|Putnam_WestVirginia_UnitedStates.Male_Total_Population.missing|Putnam_WestVirginia_UnitedStates.Female_Total_Population.data|Putnam_WestVirginia_UnitedStates.Female_Total_Population.missing|Putnam_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-07|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-08|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-09|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-10|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-11|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-12|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-13|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-14|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-15|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-16|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-17|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-18|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-19|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-20|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-21|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-22|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-23|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-24|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-25|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-26|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-27|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-28|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-29|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-11-30|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-01|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-02|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-03|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-04|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-05|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-06|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-07|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-08|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-09|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-10|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-11|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-12|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-13|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-14|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-15|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-16|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-17|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-18|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-19|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-20|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-21|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-22|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-23|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-24|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-25|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-26|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-27|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-28|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-29|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-30|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2021-12-31|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-01|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-02|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-03|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-04|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-05|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-06|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-07|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-08|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-09|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-10|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-11|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-12|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-13|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-14|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-15|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-16|10388.0|0|27871.0|0|28811.0|0|12619.0|0
0|2022-01-17|10388.0|0|27871.0|0|28811.0|0|12619.0|0
