|dates|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Mercer_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Mercer_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|1961.0|0|1961.0|0|22.0|0|0.0|100
0|2021-12-28|1967.0|0|1967.0|0|22.0|0|0.0|100
0|2021-12-29|1975.0|0|1975.0|0|22.0|0|0.0|100
0|2021-12-30|1983.0|0|1983.0|0|22.0|0|0.0|100
0|2021-12-31|1984.0|0|1984.0|0|22.0|0|0.0|100
0|2022-01-01|1988.0|0|1988.0|0|22.0|0|0.0|100
0|2022-01-02|1988.0|0|1988.0|0|22.0|0|0.0|100
0|2022-01-03|1989.0|0|1989.0|0|22.0|0|0.0|100
0|2022-01-04|1996.0|0|1996.0|0|22.0|0|0.0|100
0|2022-01-05|2000.0|0|2000.0|0|22.0|0|0.0|100
0|2022-01-06|2015.0|0|2015.0|0|22.0|0|0.0|100
0|2022-01-07|2020.0|0|2020.0|0|22.0|0|0.0|100
0|2022-01-08|2025.0|0|2025.0|0|22.0|0|0.0|100
0|2022-01-09|2039.0|0|2039.0|0|22.0|0|0.0|100
0|2022-01-10|2038.0|0|2038.0|0|22.0|0|0.0|100
0|2022-01-11|2046.0|0|2046.0|0|22.0|0|0.0|100
0|2022-01-12|2065.0|0|2065.0|0|22.0|0|0.0|100
0|2022-01-13|2065.0|0|2083.0|0|22.0|0|0.0|100
0|2022-01-14|2103.0|0|2103.0|0|22.0|0|0.0|100
0|2022-01-15|2117.0|0|2117.0|0|22.0|0|0.0|100
0|2022-01-16|2120.0|0|2120.0|0|22.0|0|0.0|100
0|2022-01-17|2125.0|0|0.0|100|22.0|0|0.0|100
