|dates|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nicollet_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Nicollet_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|5285.0|0|5285.0|0|61.0|0|0.0|100
0|2021-12-05|5285.0|0|5285.0|0|61.0|0|0.0|100
0|2021-12-06|5328.0|0|5328.0|0|61.0|0|0.0|100
0|2021-12-07|5396.0|0|5396.0|0|61.0|0|0.0|100
0|2021-12-08|5407.0|0|5407.0|0|61.0|0|0.0|100
0|2021-12-09|5427.0|0|5427.0|0|61.0|0|0.0|100
0|2021-12-10|5462.0|0|5462.0|0|61.0|0|0.0|100
0|2021-12-11|5462.0|0|5462.0|0|61.0|0|0.0|100
0|2021-12-12|5462.0|0|5462.0|0|61.0|0|0.0|100
0|2021-12-13|5489.0|0|5489.0|0|61.0|0|0.0|100
0|2021-12-14|5489.0|0|5533.0|0|61.0|0|0.0|100
0|2021-12-15|5542.0|0|5542.0|0|61.0|0|0.0|100
0|2021-12-16|5564.0|0|5564.0|0|61.0|0|0.0|100
0|2021-12-17|5569.0|0|5569.0|0|61.0|0|0.0|100
0|2021-12-18|5569.0|0|5569.0|0|61.0|0|0.0|100
0|2021-12-19|5569.0|0|5569.0|0|61.0|0|0.0|100
0|2021-12-20|5583.0|0|5583.0|0|61.0|0|0.0|100
0|2021-12-21|5616.0|0|5616.0|0|61.0|0|0.0|100
0|2021-12-22|5619.0|0|5619.0|0|61.0|0|0.0|100
0|2021-12-23|5629.0|0|5629.0|0|61.0|0|0.0|100
0|2021-12-24|5629.0|0|5629.0|0|61.0|0|0.0|100
0|2021-12-25|5629.0|0|5629.0|0|61.0|0|0.0|100
0|2021-12-26|5629.0|0|5629.0|0|61.0|0|0.0|100
0|2021-12-27|5647.0|0|5647.0|0|61.0|0|0.0|100
0|2021-12-28|5678.0|0|5678.0|0|61.0|0|0.0|100
0|2021-12-29|5700.0|0|5700.0|0|62.0|0|0.0|100
0|2021-12-30|5724.0|0|5724.0|0|62.0|0|0.0|100
0|2021-12-31|5724.0|0|5724.0|0|62.0|0|0.0|100
0|2022-01-01|5724.0|0|5724.0|0|62.0|0|0.0|100
0|2022-01-02|5724.0|0|5724.0|0|62.0|0|0.0|100
0|2022-01-03|5741.0|0|5741.0|0|62.0|0|0.0|100
0|2022-01-04|5800.0|0|5800.0|0|62.0|0|0.0|100
0|2022-01-05|5819.0|0|5819.0|0|62.0|0|0.0|100
0|2022-01-06|5864.0|0|5864.0|0|62.0|0|0.0|100
0|2022-01-07|5883.0|0|5883.0|0|62.0|0|0.0|100
0|2022-01-08|5883.0|0|5883.0|0|62.0|0|0.0|100
0|2022-01-09|5883.0|0|5883.0|0|62.0|0|0.0|100
0|2022-01-10|5918.0|0|5918.0|0|62.0|0|0.0|100
0|2022-01-11|6002.0|0|6002.0|0|62.0|0|0.0|100
0|2022-01-12|6040.0|0|6040.0|0|63.0|0|0.0|100
0|2022-01-13|6040.0|0|6102.0|0|63.0|0|0.0|100
0|2022-01-14|6153.0|0|6153.0|0|63.0|0|0.0|100
0|2022-01-15|6153.0|0|6153.0|0|63.0|0|0.0|100
0|2022-01-16|6153.0|0|6153.0|0|63.0|0|0.0|100
0|2022-01-17|6153.0|0|0.0|100|63.0|0|0.0|100
