|dates|Hudspeth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hudspeth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hudspeth_Texas_UnitedStates.Male_Total_Population.data|Hudspeth_Texas_UnitedStates.Male_Total_Population.missing|Hudspeth_Texas_UnitedStates.Female_Total_Population.data|Hudspeth_Texas_UnitedStates.Female_Total_Population.missing|Hudspeth_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hudspeth_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-11|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-12|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-13|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-14|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-15|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-16|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-17|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-18|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-19|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-20|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-21|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-22|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-23|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-24|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-25|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-26|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-27|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-28|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-29|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-30|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2021-12-31|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-01|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-02|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-03|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-04|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-05|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-06|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-07|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-08|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-09|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-10|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-11|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-12|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-13|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-14|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-15|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-16|737.0|0|2541.0|0|2254.0|0|1016.0|0
0|2022-01-17|737.0|0|2541.0|0|2254.0|0|1016.0|0
