|dates|Sarpy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sarpy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sarpy_Nebraska_UnitedStates.Male_Total_Population.data|Sarpy_Nebraska_UnitedStates.Male_Total_Population.missing|Sarpy_Nebraska_UnitedStates.Female_Total_Population.data|Sarpy_Nebraska_UnitedStates.Female_Total_Population.missing|Sarpy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Sarpy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-14|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-15|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-16|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-17|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-18|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-19|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-20|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-21|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-22|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-23|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-24|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-25|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-26|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-27|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-28|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-29|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-11-30|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-01|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-02|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-03|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-04|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-05|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-06|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-07|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-08|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-09|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-10|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-11|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-12|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-13|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-14|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-15|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-16|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-17|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-18|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-19|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-20|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-21|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-22|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-23|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-24|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-25|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-26|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-27|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-28|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-29|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-30|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2021-12-31|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-01|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-02|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-03|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-04|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-05|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-06|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-07|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-08|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-09|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-10|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-11|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-12|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-13|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-14|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-15|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-16|21677.0|0|92307.0|0|92152.0|0|50551.0|0
0|2022-01-17|21677.0|0|92307.0|0|92152.0|0|50551.0|0
