|dates|Sac_Iowa_UnitedStates.JHU_ConfirmedCases.data|Sac_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Sac_Iowa_UnitedStates.NYT_ConfirmedCases.data|Sac_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Sac_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Sac_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Sac_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Sac_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1843.0|0|1847.0|0|27.0|0|0.0|100
0|2021-12-27|1843.0|0|1847.0|0|27.0|0|0.0|100
0|2021-12-28|1843.0|0|1847.0|0|27.0|0|0.0|100
0|2021-12-29|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2021-12-30|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2021-12-31|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2022-01-01|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2022-01-02|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2022-01-03|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2022-01-04|1866.0|0|1867.0|0|28.0|0|0.0|100
0|2022-01-05|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-06|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-07|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-08|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-09|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-10|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-11|1908.0|0|1919.0|0|28.0|0|0.0|100
0|2022-01-12|1991.0|0|2010.0|0|28.0|0|0.0|100
0|2022-01-13|1991.0|0|2010.0|0|28.0|0|0.0|100
0|2022-01-14|1991.0|0|2010.0|0|28.0|0|0.0|100
0|2022-01-15|1991.0|0|2010.0|0|28.0|0|0.0|100
0|2022-01-16|1991.0|0|2010.0|0|28.0|0|0.0|100
0|2022-01-17|1991.0|0|0.0|100|28.0|0|0.0|100
