|dates|Blount_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Blount_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Blount_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Blount_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Blount_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|23951.0|0|23988.0|0|270.0|0|0.0|100
0|2021-11-11|23988.0|0|23988.0|0|270.0|0|0.0|100
0|2021-11-12|24030.0|0|24030.0|0|270.0|0|0.0|100
0|2021-11-13|24030.0|0|24030.0|0|270.0|0|0.0|100
0|2021-11-14|24030.0|0|24030.0|0|270.0|0|0.0|100
0|2021-11-15|24095.0|0|24095.0|0|271.0|0|0.0|100
0|2021-11-16|24124.0|0|24124.0|0|272.0|0|0.0|100
0|2021-11-17|24154.0|0|24154.0|0|272.0|0|0.0|100
0|2021-11-18|24180.0|0|24180.0|0|272.0|0|0.0|100
0|2021-11-19|24208.0|0|24208.0|0|272.0|0|0.0|100
0|2021-11-20|24208.0|0|24208.0|0|272.0|0|0.0|100
0|2021-11-21|24208.0|0|24208.0|0|272.0|0|0.0|100
0|2021-11-22|24280.0|0|24280.0|0|272.0|0|0.0|100
0|2021-11-23|24318.0|0|24318.0|0|272.0|0|0.0|100
0|2021-11-24|24329.0|0|24329.0|0|272.0|0|0.0|100
0|2021-11-25|24329.0|0|24329.0|0|272.0|0|0.0|100
0|2021-11-26|24329.0|0|24329.0|0|272.0|0|0.0|100
0|2021-11-27|24329.0|0|24329.0|0|272.0|0|0.0|100
0|2021-11-28|24329.0|0|24329.0|0|272.0|0|0.0|100
0|2021-11-29|24470.0|0|24470.0|0|274.0|0|0.0|100
0|2021-11-30|24511.0|0|24511.0|0|274.0|0|0.0|100
0|2021-12-01|24553.0|0|24553.0|0|275.0|0|0.0|100
0|2021-12-02|24587.0|0|24587.0|0|275.0|0|0.0|100
0|2021-12-03|24629.0|0|24629.0|0|278.0|0|0.0|100
0|2021-12-04|24629.0|0|24629.0|0|278.0|0|0.0|100
0|2021-12-05|24629.0|0|24629.0|0|278.0|0|0.0|100
0|2021-12-06|24728.0|0|24728.0|0|281.0|0|0.0|100
0|2021-12-07|24756.0|0|24756.0|0|284.0|0|0.0|100
0|2021-12-08|24807.0|0|24807.0|0|284.0|0|0.0|100
0|2021-12-09|24807.0|0|24807.0|0|284.0|0|0.0|100
0|2021-12-10|24895.0|0|24895.0|0|284.0|0|0.0|100
0|2021-12-11|24895.0|0|24895.0|0|284.0|0|0.0|100
0|2021-12-12|24895.0|0|24895.0|0|284.0|0|0.0|100
0|2021-12-13|24968.0|0|24968.0|0|284.0|0|0.0|100
0|2021-12-14|24968.0|0|25005.0|0|284.0|0|0.0|100
0|2021-12-15|25061.0|0|25061.0|0|285.0|0|0.0|100
0|2021-12-16|25118.0|0|25118.0|0|285.0|0|0.0|100
0|2021-12-17|25164.0|0|25164.0|0|285.0|0|0.0|100
0|2021-12-18|25164.0|0|25164.0|0|285.0|0|0.0|100
0|2021-12-19|25164.0|0|25164.0|0|285.0|0|0.0|100
0|2021-12-20|25248.0|0|25248.0|0|285.0|0|0.0|100
0|2021-12-21|25295.0|0|25295.0|0|285.0|0|0.0|100
0|2021-12-22|25334.0|0|25334.0|0|285.0|0|0.0|100
0|2021-12-23|25392.0|0|25392.0|0|317.0|0|0.0|100
0|2021-12-24|25392.0|0|25392.0|0|317.0|0|0.0|100
0|2021-12-25|25392.0|0|25392.0|0|317.0|0|0.0|100
0|2021-12-26|25392.0|0|25392.0|0|317.0|0|0.0|100
0|2021-12-27|25509.0|0|25509.0|0|321.0|0|0.0|100
0|2021-12-28|25509.0|0|25582.0|0|323.0|0|0.0|100
0|2021-12-29|25719.0|0|25719.0|0|324.0|0|0.0|100
0|2021-12-30|25852.0|0|25852.0|0|325.0|0|0.0|100
0|2021-12-31|25852.0|0|25852.0|0|325.0|0|0.0|100
0|2022-01-01|25852.0|0|25852.0|0|325.0|0|0.0|100
0|2022-01-02|25852.0|0|25852.0|0|325.0|0|0.0|100
0|2022-01-03|26253.0|0|26253.0|0|325.0|0|0.0|100
0|2022-01-04|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-05|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-06|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-07|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-08|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-09|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-10|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-11|26337.0|0|26337.0|0|328.0|0|0.0|100
0|2022-01-12|27391.0|0|27391.0|0|328.0|0|0.0|100
0|2022-01-13|27391.0|0|27391.0|0|328.0|0|0.0|100
0|2022-01-14|27391.0|0|27391.0|0|328.0|0|0.0|100
0|2022-01-15|27391.0|0|27391.0|0|328.0|0|0.0|100
0|2022-01-16|27391.0|0|27391.0|0|328.0|0|0.0|100
0|2022-01-17|27391.0|0|0.0|100|328.0|0|0.0|100
