|dates|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chattahoochee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Chattahoochee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|6131.0|0|6138.0|0|21.0|0|0.0|100
0|2021-12-06|6148.0|0|6155.0|0|21.0|0|0.0|100
0|2021-12-07|6153.0|0|6160.0|0|21.0|0|0.0|100
0|2021-12-08|6167.0|0|6174.0|0|21.0|0|0.0|100
0|2021-12-09|6169.0|0|6176.0|0|21.0|0|0.0|100
0|2021-12-10|6178.0|0|6185.0|0|21.0|0|0.0|100
0|2021-12-11|6178.0|0|6185.0|0|21.0|0|0.0|100
0|2021-12-12|6178.0|0|6185.0|0|21.0|0|0.0|100
0|2021-12-13|6179.0|0|6186.0|0|21.0|0|0.0|100
0|2021-12-14|6179.0|0|6199.0|0|21.0|0|0.0|100
0|2021-12-15|6221.0|0|6228.0|0|21.0|0|0.0|100
0|2021-12-16|6227.0|0|6234.0|0|21.0|0|0.0|100
0|2021-12-17|6228.0|0|6235.0|0|21.0|0|0.0|100
0|2021-12-18|6228.0|0|6235.0|0|21.0|0|0.0|100
0|2021-12-19|6228.0|0|6235.0|0|21.0|0|0.0|100
0|2021-12-20|6232.0|0|6240.0|0|21.0|0|0.0|100
0|2021-12-21|6239.0|0|6247.0|0|21.0|0|0.0|100
0|2021-12-22|6247.0|0|6255.0|0|21.0|0|0.0|100
0|2021-12-23|6259.0|0|6267.0|0|21.0|0|0.0|100
0|2021-12-24|6270.0|0|6278.0|0|21.0|0|0.0|100
0|2021-12-25|6270.0|0|6278.0|0|21.0|0|0.0|100
0|2021-12-26|6270.0|0|6278.0|0|21.0|0|0.0|100
0|2021-12-27|6276.0|0|6284.0|0|21.0|0|0.0|100
0|2021-12-28|6284.0|0|6292.0|0|21.0|0|0.0|100
0|2021-12-29|6287.0|0|6295.0|0|21.0|0|0.0|100
0|2021-12-30|6295.0|0|6303.0|0|21.0|0|0.0|100
0|2021-12-31|6299.0|0|6307.0|0|21.0|0|0.0|100
0|2022-01-01|6299.0|0|6307.0|0|21.0|0|0.0|100
0|2022-01-02|6299.0|0|6307.0|0|21.0|0|0.0|100
0|2022-01-03|6299.0|0|6307.0|0|21.0|0|0.0|100
0|2022-01-04|6321.0|0|6329.0|0|21.0|0|0.0|100
0|2022-01-05|6327.0|0|6335.0|0|21.0|0|0.0|100
0|2022-01-06|6327.0|0|6335.0|0|21.0|0|0.0|100
0|2022-01-07|6327.0|0|6335.0|0|21.0|0|0.0|100
0|2022-01-08|6327.0|0|6335.0|0|21.0|0|0.0|100
0|2022-01-09|6327.0|0|6335.0|0|21.0|0|0.0|100
0|2022-01-10|6382.0|0|6390.0|0|21.0|0|0.0|100
0|2022-01-11|6395.0|0|6403.0|0|21.0|0|0.0|100
0|2022-01-12|6408.0|0|6416.0|0|21.0|0|0.0|100
0|2022-01-13|6408.0|0|6441.0|0|21.0|0|0.0|100
0|2022-01-14|6446.0|0|6454.0|0|21.0|0|0.0|100
0|2022-01-15|6446.0|0|6454.0|0|21.0|0|0.0|100
0|2022-01-16|6446.0|0|6454.0|0|21.0|0|0.0|100
0|2022-01-17|6472.0|0|0.0|100|21.0|0|0.0|100
