|dates|SanFrancisco_California_UnitedStates.JHU_ConfirmedCases.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedCases.missing|SanFrancisco_California_UnitedStates.NYT_ConfirmedCases.data|SanFrancisco_California_UnitedStates.NYT_ConfirmedCases.missing|SanFrancisco_California_UnitedStates.JHU_ConfirmedDeaths.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanFrancisco_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|57141.0|0|57144.0|0|674.0|0|0.0|100
0|2021-12-06|57458.0|0|57461.0|0|674.0|0|0.0|100
0|2021-12-07|57458.0|0|57517.0|0|674.0|0|0.0|100
0|2021-12-08|57584.0|0|57587.0|0|676.0|0|0.0|100
0|2021-12-09|57693.0|0|57696.0|0|677.0|0|0.0|100
0|2021-12-10|57770.0|0|57773.0|0|678.0|0|0.0|100
0|2021-12-11|57770.0|0|57773.0|0|678.0|0|0.0|100
0|2021-12-12|57770.0|0|57773.0|0|678.0|0|0.0|100
0|2021-12-13|58081.0|0|58084.0|0|678.0|0|0.0|100
0|2021-12-14|58081.0|0|58149.0|0|678.0|0|0.0|100
0|2021-12-15|58179.0|0|58182.0|0|679.0|0|0.0|100
0|2021-12-16|58347.0|0|58350.0|0|679.0|0|0.0|100
0|2021-12-17|58495.0|0|58498.0|0|679.0|0|0.0|100
0|2021-12-18|58495.0|0|58498.0|0|679.0|0|0.0|100
0|2021-12-19|58495.0|0|58498.0|0|679.0|0|0.0|100
0|2021-12-20|59291.0|0|59294.0|0|681.0|0|0.0|100
0|2021-12-21|59594.0|0|59597.0|0|681.0|0|0.0|100
0|2021-12-22|59883.0|0|59886.0|0|681.0|0|0.0|100
0|2021-12-23|60605.0|0|60608.0|0|682.0|0|0.0|100
0|2021-12-24|61314.0|0|61317.0|0|682.0|0|0.0|100
0|2021-12-25|61314.0|0|61317.0|0|682.0|0|0.0|100
0|2021-12-26|61314.0|0|61317.0|0|682.0|0|0.0|100
0|2021-12-27|61314.0|0|61317.0|0|682.0|0|0.0|100
0|2021-12-28|64005.0|0|64008.0|0|682.0|0|0.0|100
0|2021-12-29|64830.0|0|64833.0|0|682.0|0|0.0|100
0|2021-12-30|66542.0|0|66545.0|0|684.0|0|0.0|100
0|2021-12-31|67923.0|0|67926.0|0|682.0|0|0.0|100
0|2022-01-01|67923.0|0|67926.0|0|682.0|0|0.0|100
0|2022-01-02|67923.0|0|67926.0|0|682.0|0|0.0|100
0|2022-01-03|67923.0|0|67926.0|0|682.0|0|0.0|100
0|2022-01-04|72740.0|0|72743.0|0|686.0|0|0.0|100
0|2022-01-05|74091.0|0|74094.0|0|688.0|0|0.0|100
0|2022-01-06|75894.0|0|75897.0|0|686.0|0|0.0|100
0|2022-01-07|78149.0|0|78152.0|0|690.0|0|0.0|100
0|2022-01-08|78149.0|0|78152.0|0|690.0|0|0.0|100
0|2022-01-09|78149.0|0|78152.0|0|690.0|0|0.0|100
0|2022-01-10|84952.0|0|84955.0|0|690.0|0|0.0|100
0|2022-01-11|86698.0|0|86701.0|0|690.0|0|0.0|100
0|2022-01-12|92568.0|0|88170.0|0|691.0|0|0.0|100
0|2022-01-13|92568.0|0|92571.0|0|691.0|0|0.0|100
0|2022-01-14|94872.0|0|94875.0|0|692.0|0|0.0|100
0|2022-01-15|94872.0|0|94875.0|0|692.0|0|0.0|100
0|2022-01-16|94872.0|0|94875.0|0|692.0|0|0.0|100
0|2022-01-17|101007.0|0|0.0|100|694.0|0|0.0|100
