|dates|Day_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Day_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Day_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Day_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Day_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|844.0|0|844.0|0|30.0|0|0.0|100
0|2021-11-19|846.0|0|846.0|0|30.0|0|0.0|100
0|2021-11-20|846.0|0|846.0|0|30.0|0|0.0|100
0|2021-11-21|846.0|0|846.0|0|30.0|0|0.0|100
0|2021-11-22|850.0|0|850.0|0|30.0|0|0.0|100
0|2021-11-23|852.0|0|852.0|0|30.0|0|0.0|100
0|2021-11-24|854.0|0|854.0|0|30.0|0|0.0|100
0|2021-11-25|854.0|0|854.0|0|30.0|0|0.0|100
0|2021-11-26|854.0|0|854.0|0|30.0|0|0.0|100
0|2021-11-27|854.0|0|854.0|0|30.0|0|0.0|100
0|2021-11-28|854.0|0|854.0|0|30.0|0|0.0|100
0|2021-11-29|856.0|0|856.0|0|30.0|0|0.0|100
0|2021-11-30|863.0|0|863.0|0|30.0|0|0.0|100
0|2021-12-01|867.0|0|867.0|0|30.0|0|0.0|100
0|2021-12-02|868.0|0|868.0|0|30.0|0|0.0|100
0|2021-12-03|869.0|0|869.0|0|30.0|0|0.0|100
0|2021-12-04|869.0|0|869.0|0|30.0|0|0.0|100
0|2021-12-05|869.0|0|869.0|0|30.0|0|0.0|100
0|2021-12-06|872.0|0|872.0|0|30.0|0|0.0|100
0|2021-12-07|878.0|0|878.0|0|30.0|0|0.0|100
0|2021-12-08|881.0|0|881.0|0|30.0|0|0.0|100
0|2021-12-09|882.0|0|882.0|0|30.0|0|0.0|100
0|2021-12-10|885.0|0|885.0|0|30.0|0|0.0|100
0|2021-12-11|885.0|0|885.0|0|30.0|0|0.0|100
0|2021-12-12|885.0|0|885.0|0|30.0|0|0.0|100
0|2021-12-13|887.0|0|887.0|0|30.0|0|0.0|100
0|2021-12-14|887.0|0|890.0|0|30.0|0|0.0|100
0|2021-12-15|892.0|0|892.0|0|30.0|0|0.0|100
0|2021-12-16|896.0|0|896.0|0|30.0|0|0.0|100
0|2021-12-17|896.0|0|896.0|0|30.0|0|0.0|100
0|2021-12-18|896.0|0|896.0|0|30.0|0|0.0|100
0|2021-12-19|896.0|0|896.0|0|30.0|0|0.0|100
0|2021-12-20|897.0|0|897.0|0|30.0|0|0.0|100
0|2021-12-21|902.0|0|902.0|0|30.0|0|0.0|100
0|2021-12-22|909.0|0|909.0|0|30.0|0|0.0|100
0|2021-12-23|917.0|0|917.0|0|30.0|0|0.0|100
0|2021-12-24|917.0|0|917.0|0|30.0|0|0.0|100
0|2021-12-25|917.0|0|917.0|0|30.0|0|0.0|100
0|2021-12-26|917.0|0|917.0|0|30.0|0|0.0|100
0|2021-12-27|921.0|0|921.0|0|30.0|0|0.0|100
0|2021-12-28|933.0|0|933.0|0|30.0|0|0.0|100
0|2021-12-29|939.0|0|939.0|0|30.0|0|0.0|100
0|2021-12-30|945.0|0|945.0|0|30.0|0|0.0|100
0|2021-12-31|945.0|0|945.0|0|30.0|0|0.0|100
0|2022-01-01|945.0|0|945.0|0|30.0|0|0.0|100
0|2022-01-02|945.0|0|945.0|0|30.0|0|0.0|100
0|2022-01-03|949.0|0|949.0|0|30.0|0|0.0|100
0|2022-01-04|966.0|0|966.0|0|30.0|0|0.0|100
0|2022-01-05|979.0|0|979.0|0|30.0|0|0.0|100
0|2022-01-06|987.0|0|987.0|0|30.0|0|0.0|100
0|2022-01-07|1001.0|0|1001.0|0|30.0|0|0.0|100
0|2022-01-08|1001.0|0|1001.0|0|30.0|0|0.0|100
0|2022-01-09|1001.0|0|1001.0|0|30.0|0|0.0|100
0|2022-01-10|1005.0|0|1005.0|0|30.0|0|0.0|100
0|2022-01-11|1021.0|0|1021.0|0|30.0|0|0.0|100
0|2022-01-12|1036.0|0|1036.0|0|30.0|0|0.0|100
0|2022-01-13|1036.0|0|1050.0|0|30.0|0|0.0|100
0|2022-01-14|1050.0|0|1065.0|0|30.0|0|0.0|100
0|2022-01-15|1065.0|0|1065.0|0|30.0|0|0.0|100
0|2022-01-16|1065.0|0|1065.0|0|30.0|0|0.0|100
0|2022-01-17|1065.0|0|0.0|100|30.0|0|0.0|100
