|dates|Windham_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Windham_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Windham_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Windham_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Windham_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|16446.0|0|16446.0|0|239.0|0|0.0|100
0|2021-12-20|16695.0|0|16695.0|0|242.0|0|0.0|100
0|2021-12-21|16834.0|0|16834.0|0|243.0|0|0.0|100
0|2021-12-22|16927.0|0|16927.0|0|243.0|0|0.0|100
0|2021-12-23|16998.0|0|16998.0|0|242.0|0|0.0|100
0|2021-12-24|16998.0|0|16998.0|0|242.0|0|0.0|100
0|2021-12-25|16998.0|0|16998.0|0|242.0|0|0.0|100
0|2021-12-26|16998.0|0|16998.0|0|242.0|0|0.0|100
0|2021-12-27|17392.0|0|17392.0|0|247.0|0|0.0|100
0|2021-12-28|17472.0|0|17472.0|0|248.0|0|0.0|100
0|2021-12-29|17640.0|0|17640.0|0|248.0|0|0.0|100
0|2021-12-30|17794.0|0|17794.0|0|247.0|0|0.0|100
0|2021-12-31|17794.0|0|17794.0|0|247.0|0|0.0|100
0|2022-01-01|17794.0|0|17794.0|0|247.0|0|0.0|100
0|2022-01-02|17794.0|0|17794.0|0|247.0|0|0.0|100
0|2022-01-03|18211.0|0|18211.0|0|248.0|0|0.0|100
0|2022-01-04|18449.0|0|18449.0|0|251.0|0|0.0|100
0|2022-01-05|18794.0|0|18794.0|0|252.0|0|0.0|100
0|2022-01-06|19089.0|0|19089.0|0|252.0|0|0.0|100
0|2022-01-07|19470.0|0|19470.0|0|257.0|0|0.0|100
0|2022-01-08|19470.0|0|19470.0|0|257.0|0|0.0|100
0|2022-01-09|19470.0|0|19470.0|0|257.0|0|0.0|100
0|2022-01-10|20510.0|0|20510.0|0|257.0|0|0.0|100
0|2022-01-11|20611.0|0|20611.0|0|258.0|0|0.0|100
0|2022-01-12|20916.0|0|20916.0|0|258.0|0|0.0|100
0|2022-01-13|20916.0|0|21299.0|0|258.0|0|0.0|100
0|2022-01-14|21657.0|0|21657.0|0|258.0|0|0.0|100
0|2022-01-15|21657.0|0|21657.0|0|258.0|0|0.0|100
0|2022-01-16|21657.0|0|21657.0|0|258.0|0|0.0|100
0|2022-01-17|22374.0|0|0.0|100|258.0|0|0.0|100
