|dates|Greene_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Virginia_UnitedStates.Male_Total_Population.data|Greene_Virginia_UnitedStates.Male_Total_Population.missing|Greene_Virginia_UnitedStates.Female_Total_Population.data|Greene_Virginia_UnitedStates.Female_Total_Population.missing|Greene_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-26|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-11-27|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-11-28|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-11-29|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-11-30|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-01|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-02|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-03|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-04|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-05|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-06|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-07|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-08|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-09|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-10|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-11|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-12|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-13|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-14|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-15|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-16|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-17|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-18|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-19|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-20|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-21|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-22|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-23|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-24|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-25|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-26|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-27|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-28|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-29|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-30|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2021-12-31|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-01|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-02|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-03|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-04|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-05|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-06|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-07|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-08|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-09|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-10|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-11|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-12|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-13|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-14|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-15|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-16|3432.0|0|9632.0|0|10147.0|0|4731.0|0
0|2022-01-17|3432.0|0|9632.0|0|10147.0|0|4731.0|0
