|dates|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Polk_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Polk_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|2416.0|0|2416.0|0|49.0|0|0.0|100
0|2021-11-26|2416.0|0|2416.0|0|49.0|0|0.0|100
0|2021-11-27|2416.0|0|2416.0|0|49.0|0|0.0|100
0|2021-11-28|2416.0|0|2416.0|0|49.0|0|0.0|100
0|2021-11-29|2431.0|0|2431.0|0|49.0|0|0.0|100
0|2021-11-30|2432.0|0|2432.0|0|49.0|0|0.0|100
0|2021-12-01|2437.0|0|2437.0|0|49.0|0|0.0|100
0|2021-12-02|2439.0|0|2439.0|0|49.0|0|0.0|100
0|2021-12-03|2439.0|0|2446.0|0|49.0|0|0.0|100
0|2021-12-04|2446.0|0|2446.0|0|49.0|0|0.0|100
0|2021-12-05|2446.0|0|2446.0|0|49.0|0|0.0|100
0|2021-12-06|2456.0|0|2456.0|0|49.0|0|0.0|100
0|2021-12-07|2457.0|0|2457.0|0|49.0|0|0.0|100
0|2021-12-08|2458.0|0|2458.0|0|49.0|0|0.0|100
0|2021-12-09|2464.0|0|2464.0|0|49.0|0|0.0|100
0|2021-12-10|2471.0|0|2471.0|0|49.0|0|0.0|100
0|2021-12-11|2471.0|0|2471.0|0|49.0|0|0.0|100
0|2021-12-12|2471.0|0|2471.0|0|49.0|0|0.0|100
0|2021-12-13|2476.0|0|2476.0|0|49.0|0|0.0|100
0|2021-12-14|2476.0|0|2479.0|0|49.0|0|0.0|100
0|2021-12-15|2480.0|0|2480.0|0|49.0|0|0.0|100
0|2021-12-16|2487.0|0|2487.0|0|49.0|0|0.0|100
0|2021-12-17|2491.0|0|2491.0|0|49.0|0|0.0|100
0|2021-12-18|2491.0|0|2491.0|0|49.0|0|0.0|100
0|2021-12-19|2491.0|0|2491.0|0|49.0|0|0.0|100
0|2021-12-20|2502.0|0|2502.0|0|49.0|0|0.0|100
0|2021-12-21|2504.0|0|2504.0|0|49.0|0|0.0|100
0|2021-12-22|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-23|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-24|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-25|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-26|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-27|2510.0|0|2510.0|0|49.0|0|0.0|100
0|2021-12-28|2527.0|0|2527.0|0|49.0|0|0.0|100
0|2021-12-29|2529.0|0|2529.0|0|49.0|0|0.0|100
0|2021-12-30|2546.0|0|2546.0|0|49.0|0|0.0|100
0|2021-12-31|2546.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-01|2546.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-02|2546.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-03|2602.0|0|2602.0|0|49.0|0|0.0|100
0|2022-01-04|2612.0|0|2612.0|0|49.0|0|0.0|100
0|2022-01-05|2638.0|0|2638.0|0|49.0|0|0.0|100
0|2022-01-06|2657.0|0|2657.0|0|49.0|0|0.0|100
0|2022-01-07|2696.0|0|2696.0|0|49.0|0|0.0|100
0|2022-01-08|2696.0|0|2696.0|0|49.0|0|0.0|100
0|2022-01-09|2696.0|0|2696.0|0|49.0|0|0.0|100
0|2022-01-10|2765.0|0|2765.0|0|49.0|0|0.0|100
0|2022-01-11|2787.0|0|2787.0|0|49.0|0|0.0|100
0|2022-01-12|2831.0|0|2831.0|0|49.0|0|0.0|100
0|2022-01-13|2831.0|0|2870.0|0|49.0|0|0.0|100
0|2022-01-14|2918.0|0|2918.0|0|49.0|0|0.0|100
0|2022-01-15|2918.0|0|2918.0|0|49.0|0|0.0|100
0|2022-01-16|2918.0|0|2918.0|0|49.0|0|0.0|100
0|2022-01-17|2918.0|0|0.0|100|49.0|0|0.0|100
