|dates|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Spotsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.data|Spotsylvania_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|17607.0|0|17607.0|0|175.0|0|0.0|100
0|2021-12-26|17607.0|0|17607.0|0|175.0|0|0.0|100
0|2021-12-27|17950.0|0|17950.0|0|175.0|0|0.0|100
0|2021-12-28|18032.0|0|18032.0|0|175.0|0|0.0|100
0|2021-12-29|18165.0|0|18165.0|0|182.0|0|0.0|100
0|2021-12-30|18421.0|0|18421.0|0|183.0|0|0.0|100
0|2021-12-31|18742.0|0|18742.0|0|184.0|0|0.0|100
0|2022-01-01|18742.0|0|18742.0|0|184.0|0|0.0|100
0|2022-01-02|18742.0|0|18742.0|0|184.0|0|0.0|100
0|2022-01-03|19467.0|0|19467.0|0|185.0|0|0.0|100
0|2022-01-04|19996.0|0|19996.0|0|185.0|0|0.0|100
0|2022-01-05|20066.0|0|20066.0|0|188.0|0|0.0|100
0|2022-01-06|20176.0|0|20176.0|0|189.0|0|0.0|100
0|2022-01-07|20341.0|0|20341.0|0|189.0|0|0.0|100
0|2022-01-08|20341.0|0|20341.0|0|189.0|0|0.0|100
0|2022-01-09|20341.0|0|20341.0|0|189.0|0|0.0|100
0|2022-01-10|21215.0|0|21215.0|0|189.0|0|0.0|100
0|2022-01-11|21406.0|0|21406.0|0|189.0|0|0.0|100
0|2022-01-12|21719.0|0|21719.0|0|190.0|0|0.0|100
0|2022-01-13|21719.0|0|21940.0|0|190.0|0|0.0|100
0|2022-01-14|22222.0|0|22222.0|0|195.0|0|0.0|100
0|2022-01-15|22222.0|0|22222.0|0|195.0|0|0.0|100
0|2022-01-16|22222.0|0|22222.0|0|195.0|0|0.0|100
0|2022-01-17|22707.0|0|0.0|100|195.0|0|0.0|100
