|dates|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henry_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Henry_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2653.0|0|2653.0|0|31.0|0|0.0|100
0|2021-11-10|2661.0|0|2661.0|0|31.0|0|0.0|100
0|2021-11-11|2661.0|0|2661.0|0|31.0|0|0.0|100
0|2021-11-12|2676.0|0|2676.0|0|32.0|0|0.0|100
0|2021-11-13|2676.0|0|2676.0|0|32.0|0|0.0|100
0|2021-11-14|2676.0|0|2676.0|0|32.0|0|0.0|100
0|2021-11-15|2696.0|0|2696.0|0|32.0|0|0.0|100
0|2021-11-16|2702.0|0|2702.0|0|32.0|0|0.0|100
0|2021-11-17|2719.0|0|2719.0|0|32.0|0|0.0|100
0|2021-11-18|2736.0|0|2736.0|0|32.0|0|0.0|100
0|2021-11-19|2728.0|0|2728.0|0|33.0|0|0.0|100
0|2021-11-20|2728.0|0|2728.0|0|33.0|0|0.0|100
0|2021-11-21|2728.0|0|2728.0|0|33.0|0|0.0|100
0|2021-11-22|2755.0|0|2755.0|0|33.0|0|0.0|100
0|2021-11-23|2767.0|0|2767.0|0|33.0|0|0.0|100
0|2021-11-24|2776.0|0|2776.0|0|33.0|0|0.0|100
0|2021-11-25|2776.0|0|2776.0|0|33.0|0|0.0|100
0|2021-11-26|2776.0|0|2776.0|0|33.0|0|0.0|100
0|2021-11-27|2776.0|0|2776.0|0|33.0|0|0.0|100
0|2021-11-28|2776.0|0|2776.0|0|33.0|0|0.0|100
0|2021-11-29|2809.0|0|2809.0|0|33.0|0|0.0|100
0|2021-11-30|2816.0|0|2816.0|0|33.0|0|0.0|100
0|2021-12-01|2820.0|0|2820.0|0|33.0|0|0.0|100
0|2021-12-02|2827.0|0|2827.0|0|33.0|0|0.0|100
0|2021-12-03|2837.0|0|2837.0|0|34.0|0|0.0|100
0|2021-12-04|2837.0|0|2837.0|0|34.0|0|0.0|100
0|2021-12-05|2837.0|0|2837.0|0|34.0|0|0.0|100
0|2021-12-06|2872.0|0|2872.0|0|35.0|0|0.0|100
0|2021-12-07|2884.0|0|2884.0|0|35.0|0|0.0|100
0|2021-12-08|2904.0|0|2904.0|0|35.0|0|0.0|100
0|2021-12-09|2914.0|0|2914.0|0|35.0|0|0.0|100
0|2021-12-10|2929.0|0|2929.0|0|35.0|0|0.0|100
0|2021-12-11|2929.0|0|2929.0|0|35.0|0|0.0|100
0|2021-12-12|2929.0|0|2929.0|0|35.0|0|0.0|100
0|2021-12-13|2950.0|0|2950.0|0|36.0|0|0.0|100
0|2021-12-14|2950.0|0|2952.0|0|36.0|0|0.0|100
0|2021-12-15|2970.0|0|2970.0|0|36.0|0|0.0|100
0|2021-12-16|2979.0|0|2979.0|0|36.0|0|0.0|100
0|2021-12-17|2986.0|0|2986.0|0|36.0|0|0.0|100
0|2021-12-18|2986.0|0|2986.0|0|36.0|0|0.0|100
0|2021-12-19|2986.0|0|2986.0|0|36.0|0|0.0|100
0|2021-12-20|3036.0|0|3036.0|0|36.0|0|0.0|100
0|2021-12-21|3047.0|0|3047.0|0|36.0|0|0.0|100
0|2021-12-22|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2021-12-23|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2021-12-24|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2021-12-25|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2021-12-26|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2021-12-27|3096.0|0|3096.0|0|36.0|0|0.0|100
0|2021-12-28|3109.0|0|3109.0|0|36.0|0|0.0|100
0|2021-12-29|3139.0|0|3139.0|0|36.0|0|0.0|100
0|2021-12-30|3139.0|0|3139.0|0|36.0|0|0.0|100
0|2021-12-31|3139.0|0|3139.0|0|36.0|0|0.0|100
0|2022-01-01|3139.0|0|3139.0|0|36.0|0|0.0|100
0|2022-01-02|3139.0|0|3139.0|0|36.0|0|0.0|100
0|2022-01-03|3225.0|0|3225.0|0|38.0|0|0.0|100
0|2022-01-04|3251.0|0|3251.0|0|38.0|0|0.0|100
0|2022-01-05|3292.0|0|3292.0|0|38.0|0|0.0|100
0|2022-01-06|3314.0|0|3314.0|0|38.0|0|0.0|100
0|2022-01-07|3369.0|0|3369.0|0|38.0|0|0.0|100
0|2022-01-08|3369.0|0|3369.0|0|38.0|0|0.0|100
0|2022-01-09|3369.0|0|3369.0|0|38.0|0|0.0|100
0|2022-01-10|3420.0|0|3420.0|0|39.0|0|0.0|100
0|2022-01-11|3462.0|0|3462.0|0|39.0|0|0.0|100
0|2022-01-12|3494.0|0|3494.0|0|39.0|0|0.0|100
0|2022-01-13|3494.0|0|3543.0|0|39.0|0|0.0|100
0|2022-01-14|3604.0|0|3604.0|0|39.0|0|0.0|100
0|2022-01-15|3604.0|0|3604.0|0|39.0|0|0.0|100
0|2022-01-16|3604.0|0|3604.0|0|39.0|0|0.0|100
0|2022-01-17|3604.0|0|0.0|100|39.0|0|0.0|100
