|dates|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Greenbrier_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Greenbrier_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Greenbrier_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|5440.0|0|5440.0|0|112.0|0|0.0|100
0|2021-12-14|5440.0|0|5455.0|0|112.0|0|0.0|100
0|2021-12-15|5471.0|0|5471.0|0|115.0|0|0.0|100
0|2021-12-16|5495.0|0|5495.0|0|115.0|0|0.0|100
0|2021-12-17|5519.0|0|5519.0|0|115.0|0|0.0|100
0|2021-12-18|5548.0|0|5548.0|0|115.0|0|0.0|100
0|2021-12-19|5565.0|0|5565.0|0|115.0|0|0.0|100
0|2021-12-20|5593.0|0|5593.0|0|115.0|0|0.0|100
0|2021-12-21|5614.0|0|5614.0|0|115.0|0|0.0|100
0|2021-12-22|5633.0|0|5633.0|0|115.0|0|0.0|100
0|2021-12-23|5672.0|0|5672.0|0|116.0|0|0.0|100
0|2021-12-24|5672.0|0|5672.0|0|116.0|0|0.0|100
0|2021-12-25|5672.0|0|5672.0|0|116.0|0|0.0|100
0|2021-12-26|5672.0|0|5672.0|0|116.0|0|0.0|100
0|2021-12-27|5746.0|0|5746.0|0|116.0|0|0.0|100
0|2021-12-28|5759.0|0|5759.0|0|118.0|0|0.0|100
0|2021-12-29|5782.0|0|5782.0|0|119.0|0|0.0|100
0|2021-12-30|5828.0|0|5828.0|0|119.0|0|0.0|100
0|2021-12-31|5828.0|0|5828.0|0|119.0|0|0.0|100
0|2022-01-01|5828.0|0|5828.0|0|119.0|0|0.0|100
0|2022-01-02|5828.0|0|5828.0|0|119.0|0|0.0|100
0|2022-01-03|6007.0|0|6007.0|0|120.0|0|0.0|100
0|2022-01-04|6044.0|0|6044.0|0|120.0|0|0.0|100
0|2022-01-05|6060.0|0|6060.0|0|120.0|0|0.0|100
0|2022-01-06|6143.0|0|6143.0|0|122.0|0|0.0|100
0|2022-01-07|6209.0|0|6209.0|0|122.0|0|0.0|100
0|2022-01-08|6291.0|0|6291.0|0|122.0|0|0.0|100
0|2022-01-09|6316.0|0|6316.0|0|122.0|0|0.0|100
0|2022-01-10|6352.0|0|6352.0|0|123.0|0|0.0|100
0|2022-01-11|6413.0|0|6413.0|0|123.0|0|0.0|100
0|2022-01-12|6478.0|0|6478.0|0|123.0|0|0.0|100
0|2022-01-13|6478.0|0|6618.0|0|123.0|0|0.0|100
0|2022-01-14|6703.0|0|6703.0|0|123.0|0|0.0|100
0|2022-01-15|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2022-01-16|6900.0|0|6900.0|0|123.0|0|0.0|100
0|2022-01-17|6954.0|0|0.0|100|123.0|0|0.0|100
