|dates|Kusilvak_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kusilvak_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kusilvak_Alaska_UnitedStates.Male_Total_Population.data|Kusilvak_Alaska_UnitedStates.Male_Total_Population.missing|Kusilvak_Alaska_UnitedStates.Female_Total_Population.data|Kusilvak_Alaska_UnitedStates.Female_Total_Population.missing|Kusilvak_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Kusilvak_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-07|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-08|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-09|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-10|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-11|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-12|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-13|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-14|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-15|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-16|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-17|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-18|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-19|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-20|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-21|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-22|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-23|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-24|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-25|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-26|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-27|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-28|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-29|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-11-30|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-01|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-02|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-03|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-04|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-05|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-06|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-07|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-08|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-09|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-10|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-11|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-12|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-13|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-14|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-15|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-16|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-17|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-18|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-19|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-20|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-21|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-22|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-23|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-24|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-25|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-26|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-27|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-28|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-29|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-30|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2021-12-31|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-01|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-02|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-03|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-04|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-05|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-06|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-07|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-08|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-09|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-10|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-11|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-12|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-13|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-14|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-15|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-16|496.0|0|4374.0|0|3929.0|0|3391.0|0
0|2022-01-17|496.0|0|4374.0|0|3929.0|0|3391.0|0
