|dates|Bergen_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bergen_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bergen_NewJersey_UnitedStates.Male_Total_Population.data|Bergen_NewJersey_UnitedStates.Male_Total_Population.missing|Bergen_NewJersey_UnitedStates.Female_Total_Population.data|Bergen_NewJersey_UnitedStates.Female_Total_Population.missing|Bergen_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Bergen_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-10|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-11|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-12|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-13|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-14|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-15|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-16|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-17|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-18|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-19|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-20|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-21|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-22|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-23|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-24|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-25|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-26|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-27|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-28|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-29|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-30|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2021-12-31|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-01|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-02|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-03|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-04|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-05|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-06|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-07|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-08|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-09|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-10|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-11|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-12|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-13|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-14|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-15|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-16|161086.0|0|454688.0|0|482004.0|0|198355.0|0
0|2022-01-17|161086.0|0|454688.0|0|482004.0|0|198355.0|0
