|dates|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ward_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Ward_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|14838.0|0|14838.0|0|230.0|0|0.0|100
0|2021-12-16|14873.0|0|14873.0|0|230.0|0|0.0|100
0|2021-12-17|14900.0|0|14900.0|0|230.0|0|0.0|100
0|2021-12-18|14907.0|0|14907.0|0|230.0|0|0.0|100
0|2021-12-19|14921.0|0|14921.0|0|230.0|0|0.0|100
0|2021-12-20|14929.0|0|14929.0|0|230.0|0|0.0|100
0|2021-12-21|14954.0|0|14954.0|0|233.0|0|0.0|100
0|2021-12-22|14979.0|0|14979.0|0|233.0|0|0.0|100
0|2021-12-23|15005.0|0|15005.0|0|233.0|0|0.0|100
0|2021-12-24|15035.0|0|15035.0|0|233.0|0|0.0|100
0|2021-12-25|15048.0|0|15048.0|0|233.0|0|0.0|100
0|2021-12-26|15054.0|0|15054.0|0|233.0|0|0.0|100
0|2021-12-27|15058.0|0|15058.0|0|233.0|0|0.0|100
0|2021-12-28|15081.0|0|15081.0|0|233.0|0|0.0|100
0|2021-12-29|15123.0|0|15123.0|0|234.0|0|0.0|100
0|2021-12-30|15183.0|0|15183.0|0|234.0|0|0.0|100
0|2021-12-31|15233.0|0|15233.0|0|234.0|0|0.0|100
0|2022-01-01|15258.0|0|15258.0|0|234.0|0|0.0|100
0|2022-01-02|15269.0|0|15269.0|0|234.0|0|0.0|100
0|2022-01-03|15295.0|0|15295.0|0|234.0|0|0.0|100
0|2022-01-04|15371.0|0|15371.0|0|235.0|0|0.0|100
0|2022-01-05|15471.0|0|15471.0|0|235.0|0|0.0|100
0|2022-01-06|15610.0|0|15610.0|0|235.0|0|0.0|100
0|2022-01-07|15718.0|0|15718.0|0|235.0|0|0.0|100
0|2022-01-08|15788.0|0|15788.0|0|235.0|0|0.0|100
0|2022-01-09|15868.0|0|15868.0|0|235.0|0|0.0|100
0|2022-01-10|15919.0|0|15919.0|0|235.0|0|0.0|100
0|2022-01-11|15983.0|0|15983.0|0|235.0|0|0.0|100
0|2022-01-12|16167.0|0|16167.0|0|235.0|0|0.0|100
0|2022-01-13|16167.0|0|16339.0|0|235.0|0|0.0|100
0|2022-01-14|16478.0|0|16478.0|0|235.0|0|0.0|100
0|2022-01-15|16726.0|0|16726.0|0|235.0|0|0.0|100
0|2022-01-16|16888.0|0|16888.0|0|235.0|0|0.0|100
0|2022-01-17|16966.0|0|0.0|100|235.0|0|0.0|100
