|dates|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|3277.0|0|3277.0|0|38.0|0|0.0|100
0|2021-11-24|3282.0|0|3282.0|0|38.0|0|0.0|100
0|2021-11-25|3282.0|0|3282.0|0|38.0|0|0.0|100
0|2021-11-26|3282.0|0|3282.0|0|38.0|0|0.0|100
0|2021-11-27|3282.0|0|3282.0|0|38.0|0|0.0|100
0|2021-11-28|3282.0|0|3282.0|0|38.0|0|0.0|100
0|2021-11-29|3302.0|0|3302.0|0|38.0|0|0.0|100
0|2021-11-30|3306.0|0|3306.0|0|38.0|0|0.0|100
0|2021-12-01|3305.0|0|3305.0|0|38.0|0|0.0|100
0|2021-12-02|3319.0|0|3319.0|0|39.0|0|0.0|100
0|2021-12-03|3326.0|0|3326.0|0|39.0|0|0.0|100
0|2021-12-04|3326.0|0|3326.0|0|39.0|0|0.0|100
0|2021-12-05|3326.0|0|3326.0|0|39.0|0|0.0|100
0|2021-12-06|3353.0|0|3353.0|0|39.0|0|0.0|100
0|2021-12-07|3354.0|0|3354.0|0|39.0|0|0.0|100
0|2021-12-08|3366.0|0|3366.0|0|39.0|0|0.0|100
0|2021-12-09|3378.0|0|3378.0|0|39.0|0|0.0|100
0|2021-12-10|3380.0|0|3380.0|0|39.0|0|0.0|100
0|2021-12-11|3380.0|0|3380.0|0|39.0|0|0.0|100
0|2021-12-12|3380.0|0|3380.0|0|39.0|0|0.0|100
0|2021-12-13|3404.0|0|3404.0|0|39.0|0|0.0|100
0|2021-12-14|3404.0|0|3408.0|0|39.0|0|0.0|100
0|2021-12-15|3416.0|0|3416.0|0|39.0|0|0.0|100
0|2021-12-16|3419.0|0|3419.0|0|39.0|0|0.0|100
0|2021-12-17|3424.0|0|3424.0|0|39.0|0|0.0|100
0|2021-12-18|3424.0|0|3424.0|0|39.0|0|0.0|100
0|2021-12-19|3424.0|0|3424.0|0|39.0|0|0.0|100
0|2021-12-20|3442.0|0|3442.0|0|39.0|0|0.0|100
0|2021-12-21|3447.0|0|3447.0|0|39.0|0|0.0|100
0|2021-12-22|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-23|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-24|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-25|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-26|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-27|3455.0|0|3455.0|0|39.0|0|0.0|100
0|2021-12-28|3512.0|0|3512.0|0|39.0|0|0.0|100
0|2021-12-29|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2021-12-30|3540.0|0|3540.0|0|39.0|0|0.0|100
0|2021-12-31|3540.0|0|3564.0|0|39.0|0|0.0|100
0|2022-01-01|3540.0|0|3564.0|0|39.0|0|0.0|100
0|2022-01-02|3540.0|0|3564.0|0|39.0|0|0.0|100
0|2022-01-03|3643.0|0|3643.0|0|39.0|0|0.0|100
0|2022-01-04|3646.0|0|3646.0|0|39.0|0|0.0|100
0|2022-01-05|3660.0|0|3660.0|0|39.0|0|0.0|100
0|2022-01-06|3671.0|0|3671.0|0|39.0|0|0.0|100
0|2022-01-07|3738.0|0|3738.0|0|39.0|0|0.0|100
0|2022-01-08|3738.0|0|3738.0|0|39.0|0|0.0|100
0|2022-01-09|3738.0|0|3738.0|0|39.0|0|0.0|100
0|2022-01-10|3838.0|0|3838.0|0|39.0|0|0.0|100
0|2022-01-11|3869.0|0|3869.0|0|39.0|0|0.0|100
0|2022-01-12|3883.0|0|3883.0|0|39.0|0|0.0|100
0|2022-01-13|3883.0|0|3951.0|0|39.0|0|0.0|100
0|2022-01-14|4018.0|0|4018.0|0|39.0|0|0.0|100
0|2022-01-15|4018.0|0|4018.0|0|39.0|0|0.0|100
0|2022-01-16|4018.0|0|4018.0|0|39.0|0|0.0|100
0|2022-01-17|4018.0|0|0.0|100|39.0|0|0.0|100
